source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key,official_tournament_id,linkage_status,unmatched_reason
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2006-12-31,tier_3,True,hard,R32,32,3,Castano C.,Golds S.,54,599,420.75,20.75,2,0,6,3,6,4,,,,,,,completed,1.14,5.0,1.143,7.3,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2006-12-31_R32_castano_c_golds_s,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2006-12-31,tier_3,True,hard,R32,32,3,Sequera M.,Ivanova E.,103,183,280.25,148.25,2,0,6,4,6,2,,,,,,,completed,1.66,2.1,1.69,2.35,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2006-12-31_R32_sequera_m_ivanova_e,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2006-12-31,tier_3,True,hard,R32,32,3,Bremond S.,Benesova I.,40,58,521.0,402.25,2,1,0,6,6,4,6,2,,,,,completed,1.72,2.0,1.746,2.24,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2006-12-31_R32_bremond_s_benesova_i,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2006-12-31,tier_3,True,hard,R32,32,3,Hingis M.,Bammer S.,7,49,2018.0,430.25,2,0,6,0,6,2,,,,,,,completed,1.08,6.5,1.095,9.49,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2006-12-31_R32_hingis_m_bammer_s,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2006-12-31,tier_3,True,hard,R32,32,3,Vesnina E.,Camerin M.E.,47,50,445.25,426.5,2,0,6,3,6,2,,,,,,,completed,1.57,2.25,1.714,2.3,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2006-12-31_R32_vesnina_e_camerin_m_e,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2006-12-31,tier_3,True,hard,R32,32,3,Ferguson S.,Sugiyama A.,184,26,146.5,716.0,2,0,7,6,6,4,,,,,,,completed,5.0,1.14,5.25,1.215,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2006-12-31_R32_ferguson_s_sugiyama_a,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2007-01-01,tier_3,True,hard,R32,32,3,Peer S.,Shaughnessy M.,20,37,894.0,531.0,2,1,6,1,5,7,6,0,,,,,completed,1.25,3.5,1.303,4.0,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2007-01-01_R32_peer_s_shaughnessy_m,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2007-01-01,tier_3,True,hard,R32,32,3,Li N.,Zahlavova S.,21,156,875.75,176.0,2,0,6,0,6,4,,,,,,,completed,1.16,4.5,,,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2007-01-01_R32_li_n_zahlavova_s,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2007-01-01,tier_3,True,hard,R32,32,3,Srebotnik K.,King V.,23,60,819.0,398.75,2,0,6,4,6,3,,,,,,,completed,1.53,2.37,1.621,2.51,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2007-01-01_R32_srebotnik_k_king_v,1066,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2007,2,Mondial Australian Women's Hardcourts,Gold Coast,2007-01-01,tier_3,True,hard,R32,32,3,Poutchkova O.,Fedak Y.,39,80,525.25,334.0,2,1,6,7,7,6,6,3,,,,,completed,1.5,2.5,1.446,3.04,,,,,2007_2_gold_coast_mondial_australian_women_s_hardcourts,2007_2_gold_coast_mondial_australian_women_s_hardcourts_2007-01-01_R32_poutchkova_o_fedak_y,1066,unmatched,no_name_pair_candidate
