source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-04,international,True,hard,R32,32,3,Rezai A.,Daniilidou E.,97,152,706.0,414.0,2,1,6,3,3,6,6,3,,,,,completed,1.4,2.75,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-04_R32_rezai_a_daniilidou_e
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Vaidisova N.,Kudryavtseva A.,40,68,1360.0,916.0,2,1,7,6,4,6,7,5,,,,,completed,1.4,2.75,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_vaidisova_n_kudryavtseva_a
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Zahlavova Strycova B.,Razzano V.,74,57,866.0,1064.0,2,1,1,6,6,2,6,3,,,,,completed,3.0,1.36,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_zahlavova_strycova_b_razzano_v
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Craybas J.,Date Krumm K.,64,186,974.0,316.0,2,0,6,4,6,3,,,,,,,completed,1.38,2.87,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_craybas_j_date_krumm_k
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Gallovits E.,Zakopalova K.,75,70,864.0,884.0,2,1,3,6,6,2,7,5,,,,,completed,1.66,2.1,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_gallovits_e_zakopalova_k
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Peer S.,Cetkovska P.,39,81,1376.0,810.0,2,0,7,6,6,2,,,,,,,completed,1.33,3.25,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_peer_s_cetkovska_p
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Wozniak A.,Rybarikova M.,33,58,1630.0,1058.0,2,1,6,3,6,7,7,5,,,,,completed,1.66,2.1,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_wozniak_a_rybarikova_m
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Medina Garrigues A.,Santangelo M.,22,131,2172.0,494.0,2,0,7,5,6,0,,,,,,,completed,1.28,3.5,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_medina_garrigues_a_santangelo_m
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Vesnina E.,Nakamura A.,76,144,850.0,438.0,2,0,6,1,6,0,,,,,,,completed,1.5,2.5,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_vesnina_e_nakamura_a
tennis_data_uk,wta,2009,1,ASB Classic,Auckland,2009-01-05,international,True,hard,R32,32,3,Suarez Navarro C.,Dechy N.,46,67,1170.0,926.0,2,0,6,4,6,0,,,,,,,completed,2.5,1.5,,,,,,,2009_1_auckland_asb_classic,2009_1_auckland_asb_classic_2009-01-05_R32_suarez_navarro_c_dechy_n
