source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2023-12-31,wta_250,True,hard,R32,32,3,Wang Xiy.,Cristian J.,71,87,937.0,831.0,2,1,6,1,5,7,7,6,,,,,completed,1.44,2.75,1.53,2.62,1.53,2.78,1.48,2.61,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2023-12-31_R32_wang_xiy_cristian_j
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Avanesyan E.,Barry M.,74,649,917.0,62.0,2,0,7,6,6,2,,,,,,,completed,1.05,11.0,1.05,14.08,1.05,16.43,1.04,11.37,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_avanesyan_e_barry_m
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Navarro E.,Fruhvirtova L.,31,88,1480.0,829.0,2,1,2,6,6,4,6,2,,,,,completed,1.36,3.2,1.45,2.9,1.45,3.2,1.39,2.96,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_navarro_e_fruhvirtova_l
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Tsurenko L.,Vickery S.,32,143,1451.0,537.0,2,0,7,5,6,4,,,,,,,completed,1.5,2.63,1.48,2.79,1.5,2.96,1.47,2.67,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_tsurenko_l_vickery_s
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Parry D.,Bektas E.,76,91,904.0,820.0,2,1,6,7,7,5,6,3,,,,,completed,2.3,1.62,2.26,1.69,2.36,1.69,2.24,1.64,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_parry_d_bektas_e
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Bouzkova M.,Frech M.,36,70,1353.0,937.0,2,1,6,0,3,6,6,4,,,,,completed,1.25,4.0,1.29,3.82,1.31,4.01,1.28,3.63,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_bouzkova_m_frech_m
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Wang Xin.,Putintseva Y.,35,63,1383.0,1002.0,2,0,6,4,7,5,,,,,,,completed,1.91,1.91,1.77,2.13,1.93,2.13,1.84,1.95,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_wang_xin_putintseva_y
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Anisimova A.,Pavlyuchenkova A.,373,60,169.0,1045.0,2,0,7,5,6,4,,,,,,,completed,2.5,1.53,2.61,1.54,2.75,1.54,2.59,1.49,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_anisimova_a_pavlyuchenkova_a
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-01,wta_250,True,hard,R32,32,3,Sun L.,Kessler M.,214,217,362.0,359.0,2,0,6,4,6,3,,,,,,,completed,2.0,1.8,2.14,1.76,2.14,1.82,2.04,1.76,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-01_R32_sun_l_kessler_m
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Martic P.,Masarova R.,41,65,1264.0,982.0,2,1,3,6,6,3,6,3,,,,,completed,1.73,2.1,1.67,2.29,1.74,2.29,1.67,2.2,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_martic_p_masarova_r
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Fruhvirtova B.,Blinkova A.,117,48,657.0,1170.0,2,0,7,5,6,4,,,,,,,completed,1.62,2.3,1.61,2.42,1.8,2.42,1.63,2.28,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_fruhvirtova_b_blinkova_a
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Gracheva V.,Martincova T.,42,156,1248.0,495.0,2,1,6,7,7,5,6,2,,,,,completed,2.0,1.8,2.11,1.79,2.11,1.83,2.02,1.78,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_gracheva_v_martincova_t
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Gauff C.,Liu C.,3,95,6690.0,797.0,2,0,6,4,6,2,,,,,,,completed,1.08,8.0,1.06,11.34,1.08,11.34,1.06,8.88,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_gauff_c_liu_c
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Svitolina E.,Wozniacki C.,25,256,1809.0,301.0,2,0,6,4,6,3,,,,,,,completed,1.62,2.3,1.73,2.19,1.77,2.32,1.66,2.2,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_svitolina_e_wozniacki_c
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Yuan Y.,Day K.,77,89,903.0,825.0,2,1,7,6,6,7,6,1,,,,,completed,1.57,2.38,1.57,2.52,1.65,2.52,1.56,2.38,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_yuan_y_day_k
tennis_data_uk,wta,2024,1,ASB Classic,Auckland,2024-01-02,wta_250,True,hard,R32,32,3,Raducanu E.,Ruse E.G.,301,134,231.0,575.0,2,1,6,3,4,6,7,5,,,,,completed,1.91,1.91,1.76,2.15,1.91,2.15,1.82,1.98,2024_1_auckland_asb_classic,2024_1_auckland_asb_classic_2024-01-02_R32_raducanu_e_ruse_e_g
