source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-04,wta_250,True,hard,R32,3,Bejlek S.,Udvardy P.,93,87,792,819.0,2,0,7,5,6,1,,,,,,,completed,1.57,2.38,1.5,2.75,1.57,2.75,1.5,2.57,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-04_bejlek_s_udvardy_p
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-04,wta_250,True,hard,R32,3,Jovic I.,Knutson G.,35,182,1423,386.0,2,1,4,6,6,1,6,0,,,,,completed,1.17,5.0,1.21,5.02,1.19,5.25,1.17,4.83,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-04_jovic_i_knutson_g
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Costoulas S.,Osuigwe W.,159,152,440,455.0,2,1,6,4,3,6,6,1,,,,,completed,1.5,2.63,1.5,2.77,1.5,3.1,1.44,2.72,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_costoulas_s_osuigwe_w
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Wang Xin.,McNally C.,57,83,1056,836.0,2,1,2,6,6,3,7,5,,,,,completed,2.0,1.8,1.96,1.93,2.04,1.95,1.93,1.84,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_wang_xin_mcnally_c
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Quevedo K.,Stearns P.,141,64,509,982.0,2,0,6,2,7,5,,,,,,,completed,3.0,1.4,2.97,1.44,3.0,1.44,2.84,1.41,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_quevedo_k_stearns_p
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Kraus S.,Grabher J.,108,92,709,799.0,2,0,6,3,6,3,,,,,,,completed,1.57,2.38,1.58,2.51,1.58,2.5,1.56,2.4,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_kraus_s_grabher_j
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Jones F.,Navarro E.,72,15,912,2515.0,2,1,7,5,2,6,6,4,,,,,completed,4.33,1.22,4.31,1.25,4.33,1.25,3.98,1.24,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_jones_f_navarro_e
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Zarazua R.,Stephens S.,77,1098,844,14.0,2,1,7,5,4,6,6,2,,,,,completed,1.25,4.0,1.25,4.43,1.26,4.25,1.23,3.98,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_zarazua_r_stephens_s
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Marcinko P.,Osorio M.,82,76,837,860.0,2,1,6,4,0,6,7,6,,,,,completed,1.8,2.0,1.79,2.12,1.81,2.01,1.78,1.99,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_marcinko_p_osorio_m
tennis_data_uk,wta,2026,1,ASB Classic,Auckland,2026-01-05,wta_250,True,hard,R32,3,Boulter K.,Starodubtseva Y.,112,111,684,685.0,2,0,6,3,6,3,,,,,,,completed,1.8,2.0,1.83,2.06,1.8,2.1,1.77,2.02,2026_1_auckland_asb_classic,2026_1_auckland_asb_classic_2026-01-05_boulter_k_starodubtseva_y
