source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-01,international,True,hard,R32,32,3,Safarova L.,Allertova D.,62,91,940.0,718.0,2,0,6,1,6,2,,,,,,,completed,1.4,2.75,1.54,2.63,1.54,2.78,1.48,2.62,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-01_R32_safarova_l_allertova_d
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-01,international,True,hard,R32,32,3,Nara K.,Lottner A.,76,180,797.0,313.0,2,0,6,2,6,2,,,,,,,completed,1.3,3.4,1.33,3.6,1.36,3.6,1.32,3.31,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-01_R32_nara_k_lottner_a
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-02,international,True,hard,R32,32,3,Strycova B.,Stefkova B.,20,171,2170.0,332.0,2,0,6,4,6,3,,,,,,,completed,1.2,4.33,1.23,4.65,1.25,4.8,1.21,4.28,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-02_R32_strycova_b_stefkova_b
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-02,international,True,hard,R32,32,3,Williams S.,Parmentier P.,2,69,7050.0,886.0,2,0,6,3,6,4,,,,,,,completed,1.1,7.0,1.08,9.69,1.1,9.69,1.08,7.54,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-02_R32_williams_s_parmentier_p
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-03,international,True,hard,R32,32,3,Lucic-Baroni M.,Barthel M.,79,157,781.0,354.0,2,1,6,3,3,6,6,3,,,,,completed,2.37,1.53,2.48,1.6,2.5,1.62,2.36,1.57,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-03_R32_lucic_baroni_m_barthel_m
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-03,international,True,hard,R32,32,3,Osaka N.,Beck A.,48,51,1161.0,1125.0,2,0,6,2,6,4,,,,,,,completed,1.4,2.75,1.52,2.69,1.52,2.8,1.46,2.64,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-03_R32_osaka_n_beck_a
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-03,international,True,hard,R32,32,3,Davis L.,Bertens K.,61,22,960.0,1977.0,2,0,7,6,6,4,,,,,,,completed,2.5,1.5,2.54,1.57,2.55,1.59,2.44,1.53,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-03_R32_davis_l_bertens_k
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-03,international,True,hard,R32,32,3,Ostapenko J.,Erakovic M.,44,105,1225.0,611.0,2,0,6,1,6,2,,,,,,,completed,1.66,2.1,1.74,2.2,1.75,2.2,1.7,2.11,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-03_R32_ostapenko_j_erakovic_m
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-03,international,True,hard,R32,32,3,Brengle M.,Loeb J.,72,188,870.0,287.0,2,0,6,4,7,6,,,,,,,completed,1.66,2.1,1.8,2.11,1.8,2.16,1.73,2.06,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-03_R32_brengle_m_loeb_j
tennis_data_uk,wta,2017,1,ASB Classic,Auckland,2017-01-03,international,True,hard,R32,32,3,Wickmayer Y.,Larsson J.,58,50,984.0,1150.0,2,0,6,1,6,2,,,,,,,completed,1.72,2.0,1.83,2.07,1.86,2.1,1.78,2.0,2017_1_auckland_asb_classic,2017_1_auckland_asb_classic_2017-01-03_R32_wickmayer_y_larsson_j
