source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,indoor_outdoor,surface,round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-06,atp_250,outdoor,hard,R128,3,Dolgopolov O.,Berlocq C.,23,71,1455,700,2,0,6,2,6,3,,,,,,,completed,1.25,3.75,1.3,3.86,1.3,3.86,1.27,3.61,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-06_dolgopolov_o_berlocq_c
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-06,atp_250,outdoor,hard,R128,3,Groth S.,Hewitt L.,85,84,586,595,2,0,6,3,6,2,,,,,,,completed,2.75,1.4,3.17,1.4,3.17,1.45,2.83,1.4,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-06_groth_s_hewitt_l
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-07,atp_250,outdoor,hard,R64,3,Klizan M.,Dolgopolov O.,34,23,1094,1455,2,1,1,6,7,6,7,6,,,,,completed,2.75,1.4,2.82,1.49,2.82,1.51,2.62,1.46,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-07_klizan_m_dolgopolov_o
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-07,atp_250,outdoor,hard,R64,3,Nishikori K.,Johnson S.,5,37,5025,999,2,0,6,4,7,5,,,,,,,completed,1.11,6.5,1.14,6.91,1.17,6.91,1.13,5.7,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-07_nishikori_k_johnson_s
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-07,atp_250,outdoor,hard,R64,3,Dimitrov G.,Chardy J.,11,31,3645,1195,2,1,3,6,6,4,7,6,,,,,completed,1.3,3.4,1.36,3.48,1.4,3.48,1.33,3.18,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-07_dimitrov_g_chardy_j
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-07,atp_250,outdoor,hard,R64,3,Tomic B.,Kokkinakis T.,53,149,797,341,2,0,7,6,6,1,,,,,,,completed,1.36,3.0,1.42,3.11,1.48,3.12,1.4,2.83,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-07_tomic_b_kokkinakis_t
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-08,atp_250,outdoor,hard,R64,3,Raonic M.,Kukushkin M.,8,69,4440,705,2,0,6,3,6,4,,,,,,,completed,1.22,4.0,1.25,4.46,1.25,4.46,1.23,4.0,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-08_raonic_m_kukushkin_m
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-08,atp_250,outdoor,hard,R64,3,Groth S.,Kubot L.,85,177,586,282,2,1,6,4,6,7,7,6,,,,,completed,1.66,2.1,1.75,2.2,1.8,2.3,1.69,2.12,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-08_groth_s_kubot_l
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-08,atp_250,outdoor,hard,R64,3,Duckworth J.,Nieminen J.,125,73,430,689,2,1,4,6,7,6,6,3,,,,,completed,2.25,1.57,2.38,1.65,2.45,1.65,2.3,1.59,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-08_duckworth_j_nieminen_j
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-08,atp_250,outdoor,hard,R64,3,Federer R.,Millman J.,2,153,9625,328,2,1,4,6,6,4,6,3,,,,,completed,1.06,10.0,1.07,10.25,1.08,11.15,1.05,9.22,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-08_federer_r_millman_j
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-09,atp_250,outdoor,hard,QF,3,Raonic M.,Groth S.,8,85,4440,586,2,1,7,6,3,6,7,6,,,,,completed,1.16,5.0,1.19,5.53,1.2,5.53,1.17,4.83,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-09_raonic_m_groth_s
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-09,atp_250,outdoor,hard,QF,3,Dimitrov G.,Klizan M.,11,34,3645,1094,2,0,6,3,6,4,,,,,,,completed,1.28,3.5,1.28,4.22,1.31,4.22,1.28,3.59,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-09_dimitrov_g_klizan_m
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-09,atp_250,outdoor,hard,QF,3,Nishikori K.,Tomic B.,5,53,5025,797,2,0,6,0,6,4,,,,,,,completed,1.33,3.25,1.4,3.3,1.4,3.4,1.34,3.15,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-09_nishikori_k_tomic_b
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-09,atp_250,outdoor,hard,QF,3,Federer R.,Duckworth J.,2,125,9625,430,2,0,6,0,6,1,,,,,,,completed,1.05,11.0,1.06,13.4,1.07,15.0,1.05,9.84,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-09_federer_r_duckworth_j
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-10,atp_250,outdoor,hard,SF,3,Raonic M.,Nishikori K.,8,5,4440,5025,2,1,6,7,7,6,7,6,,,,,completed,2.75,1.44,2.7,1.54,2.75,1.57,2.58,1.49,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-10_raonic_m_nishikori_k
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-10,atp_250,outdoor,hard,SF,3,Federer R.,Dimitrov G.,2,11,9625,3645,2,0,6,2,6,2,,,,,,,completed,1.28,3.75,1.32,3.79,1.32,3.95,1.27,3.68,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-10_federer_r_dimitrov_g
tennis_data_uk,atp,2015,1,Brisbane International,Brisbane,2015-01-11,atp_250,outdoor,hard,F,3,Federer R.,Raonic M.,2,8,9625,4440,2,1,6,4,6,7,6,4,,,,,completed,1.25,4.0,1.3,3.97,1.3,4.01,1.26,3.76,2015_1_brisbane_brisbane_international,2015_1_brisbane_brisbane_international_2015-01-11_federer_r_raonic_m
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-05,atp_250,outdoor,hard,R128,3,Muller G.,Roger-Vasselin E.,46,116,855,470,2,1,6,7,6,1,7,6,,,,,completed,1.66,2.1,1.81,2.1,1.81,2.15,1.73,2.05,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-05_muller_g_roger_vasselin_e
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-05,atp_250,outdoor,hard,R128,3,Haider-Maurer A.,Granollers M.,79,55,621,790,1,1,3,6,7,6,2,0,,,,,retired,2.75,1.4,2.76,1.5,3.0,1.5,2.71,1.44,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-05_haider_maurer_a_granollers_m
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-05,atp_250,outdoor,hard,R128,3,Coric B.,Haase R.,95,80,557,620,2,0,6,2,6,2,,,,,,,completed,1.72,2.0,1.75,2.18,1.8,2.25,1.72,2.07,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-05_coric_b_haase_r
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Ymer E.,Sijsling I.,227,81,210,619,2,1,6,4,4,6,6,3,,,,,completed,3.25,1.33,3.35,1.38,3.35,1.4,3.1,1.35,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_ymer_e_sijsling_i
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Berankis R.,Vanni L.,83,148,605,353,2,1,6,1,2,6,7,5,,,,,completed,1.33,3.25,1.34,3.5,1.36,3.55,1.31,3.32,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_berankis_r_vanni_l
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Vesely J.,Prashanth V.,65,557,741,56,2,0,6,2,6,1,,,,,,,completed,1.14,5.5,1.17,5.84,1.18,5.84,1.15,5.07,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_vesely_j_prashanth_v
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Bedene A.,Lacko L.,156,88,325,576,2,0,7,6,6,3,,,,,,,completed,1.83,1.83,2.05,1.85,2.05,1.9,1.95,1.81,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_bedene_a_lacko_l
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Ito T.,Ramanathan R.,87,285,576,172,2,0,6,3,6,3,,,,,,,completed,1.36,3.0,1.37,3.34,1.42,3.34,1.37,2.98,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_ito_t_ramanathan_r
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Garcia-Lopez G.,Donskoy E.,36,129,1020,421,2,1,6,7,6,2,6,3,,,,,completed,1.9,1.8,1.94,1.94,2.5,1.94,1.92,1.84,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_garcia_lopez_g_donskoy_e
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Carreno-Busta P.,Gonzalez A.,49,109,841,507,2,0,6,1,6,3,,,,,,,completed,1.5,2.5,1.5,2.76,1.59,2.76,1.52,2.48,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_carreno_busta_p_gonzalez_a
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Lu Y.H.,Devvarman S.,38,136,993,381,2,0,6,3,6,4,,,,,,,completed,1.33,3.25,1.38,3.26,1.4,3.4,1.35,3.1,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_lu_y_h_devvarman_s
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-06,atp_250,outdoor,hard,R128,3,Gojowczyk P.,Falla A.,102,113,539,496,2,0,6,0,6,1,,,,,,,completed,1.5,2.5,1.53,2.67,1.83,2.67,1.51,2.49,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-06_gojowczyk_p_falla_a
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-07,atp_250,outdoor,hard,R64,3,Goffin D.,Berankis R.,22,83,1599,605,2,1,6,0,4,6,7,6,,,,,completed,1.25,3.75,1.27,4.17,1.29,4.2,1.25,3.77,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-07_goffin_d_berankis_r
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-07,atp_250,outdoor,hard,R64,3,Muller G.,Ymer E.,46,227,855,210,2,0,6,4,6,3,,,,,,,completed,1.2,4.33,1.26,4.3,1.27,4.71,1.23,4.0,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-07_muller_g_ymer_e
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-07,atp_250,outdoor,hard,R64,3,Haider-Maurer A.,Vesely J.,79,65,621,741,2,1,6,7,6,4,6,4,,,,,completed,3.0,1.36,3.22,1.4,3.22,1.45,2.91,1.39,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-07_haider_maurer_a_vesely_j
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-07,atp_250,outdoor,hard,R64,3,Wawrinka S.,Coric B.,4,95,5120,557,2,0,6,1,6,4,,,,,,,completed,1.36,3.0,1.33,3.68,1.43,3.68,1.36,3.06,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-07_wawrinka_s_coric_b
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-08,atp_250,outdoor,hard,R64,3,Garcia-Lopez G.,Ito T.,36,87,1020,576,2,1,6,7,6,2,6,0,,,,,completed,1.44,2.62,1.6,2.52,1.6,2.75,1.51,2.51,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-08_garcia_lopez_g_ito_t
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-08,atp_250,outdoor,hard,R64,3,Lu Y.H.,Carreno-Busta P.,38,49,993,841,2,0,6,4,6,4,,,,,,,completed,1.44,2.62,1.59,2.53,1.59,2.88,1.47,2.6,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-08_lu_y_h_carreno_busta_p
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-08,atp_250,outdoor,hard,R64,3,Bautista R.,Gojowczyk P.,15,102,2110,539,2,0,6,3,6,2,,,,,,,completed,1.33,3.25,1.4,3.23,1.4,3.28,1.35,3.09,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-08_bautista_r_gojowczyk_p
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-08,atp_250,outdoor,hard,R64,3,Bedene A.,Lopez F.,156,14,325,2130,2,0,6,4,6,4,,,,,,,completed,2.75,1.4,2.8,1.5,2.95,1.5,2.71,1.44,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-08_bedene_a_lopez_f
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-09,atp_250,outdoor,hard,QF,3,Bedene A.,Garcia-Lopez G.,156,36,325,1020,2,1,2,6,6,3,6,2,,,,,completed,1.8,1.9,1.93,1.99,1.93,2.0,1.85,1.91,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-09_bedene_a_garcia_lopez_g
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-09,atp_250,outdoor,hard,QF,3,Bautista R.,Lu Y.H.,15,38,2110,993,2,0,7,6,6,4,,,,,,,completed,1.28,3.5,1.33,3.73,1.34,3.75,1.29,3.46,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-09_bautista_r_lu_y_h
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-09,atp_250,outdoor,hard,QF,3,Goffin D.,Haider-Maurer A.,22,79,1599,621,2,0,7,5,6,2,,,,,,,completed,1.1,7.0,1.13,7.65,1.15,7.65,1.11,6.13,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-09_goffin_d_haider_maurer_a
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-09,atp_250,outdoor,hard,QF,3,Wawrinka S.,Muller G.,4,46,5120,855,2,0,6,2,7,6,,,,,,,completed,1.14,5.5,1.18,5.92,1.2,5.92,1.17,4.88,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-09_wawrinka_s_muller_g
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-10,atp_250,outdoor,hard,SF,3,Bedene A.,Bautista R.,156,15,325,2110,2,1,3,6,6,3,7,6,,,,,completed,4.33,1.22,4.26,1.27,4.33,1.29,3.94,1.24,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-10_bedene_a_bautista_r
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-10,atp_250,outdoor,hard,SF,3,Wawrinka S.,Goffin D.,4,22,5120,1599,2,0,7,5,6,3,,,,,,,completed,1.44,2.75,1.53,2.74,1.56,2.85,1.47,2.63,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-10_wawrinka_s_goffin_d
tennis_data_uk,atp,2015,2,Chennai Open,Chennai,2015-01-11,atp_250,outdoor,hard,F,3,Wawrinka S.,Bedene A.,4,156,5120,325,2,0,6,3,6,4,,,,,,,completed,1.08,8.0,1.1,9.05,1.11,9.05,1.09,7.35,2015_2_chennai_chennai_open,2015_2_chennai_chennai_open_2015-01-11_wawrinka_s_bedene_a
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-05,atp_250,outdoor,hard,R128,3,Bolelli S.,Becker B.,52,40,810,973,2,0,6,3,7,6,,,,,,,completed,2.2,1.61,2.16,1.76,2.25,1.76,2.15,1.67,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-05_bolelli_s_becker_b
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-05,atp_250,outdoor,hard,R128,3,Dodig I.,Safwat M.,89,289,575,168,2,0,6,3,6,1,,,,,,,completed,1.16,5.0,1.17,5.84,1.19,5.84,1.16,5.05,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-05_dodig_i_safwat_m
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-05,atp_250,outdoor,hard,R128,3,Gasquet R.,Andujar P.,26,41,1350,950,2,0,6,3,7,5,,,,,,,completed,1.2,4.33,1.24,4.44,1.26,4.84,1.21,4.15,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-05_gasquet_r_andujar_p
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-05,atp_250,outdoor,hard,R128,3,Brown D.,Lorenzi P.,98,63,549,759,2,0,7,6,6,3,,,,,,,completed,1.53,2.37,1.57,2.55,1.6,2.62,1.54,2.4,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-05_brown_d_lorenzi_p
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-05,atp_250,outdoor,hard,R128,3,Verdasco F.,Gabashvili T.,33,66,1135,730,2,1,4,6,6,3,7,6,,,,,completed,1.4,2.75,1.42,3.09,1.47,3.09,1.41,2.81,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-05_verdasco_f_gabashvili_t
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-05,atp_250,outdoor,hard,R128,3,Karlovic I.,Rosol L.,27,30,1320,1210,2,0,7,6,6,3,,,,,,,completed,1.44,2.62,1.53,2.65,1.53,2.75,1.49,2.54,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-05_karlovic_i_rosol_l
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Berdych T.,Istomin D.,7,48,4600,850,2,0,6,1,6,4,,,,,,,completed,1.2,4.33,1.18,5.47,1.24,5.5,1.18,4.59,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_berdych_t_istomin_d
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Seppi A.,Mayer L.,45,28,870,1299,2,1,5,7,7,6,7,6,,,,,completed,1.83,1.83,2.1,1.81,2.13,1.96,1.95,1.81,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_seppi_a_mayer_l
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Kavcic B.,Monaco J.,99,61,545,770,2,0,7,6,6,4,,,,,,,completed,1.72,2.0,1.86,2.03,1.93,2.05,1.8,1.96,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_kavcic_b_monaco_j
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Stakhovsky S.,Ali Mutawa J.M.,57,,781,,2,0,6,1,6,1,,,,,,,completed,1.0,101.0,1.0,51.0,1.02,101.0,1.01,24.01,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_stakhovsky_s_ali_mutawa_j_m
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Basilashvili N.,Youzhny M.,171,47,293,850,2,0,7,5,6,2,,,,,,,completed,3.5,1.28,3.27,1.37,3.5,1.37,3.23,1.33,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_basilashvili_n_youzhny_m
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Djokovic N.,Lajovic D.,1,68,11360,711,2,0,6,2,6,1,,,,,,,completed,1.03,15.0,1.04,14.8,1.05,24.0,1.03,12.06,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_djokovic_n_lajovic_d
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Struff J.L.,Kohlschreiber P.,58,24,781,1415,2,1,7,6,4,6,6,1,,,,,completed,3.25,1.33,3.27,1.38,3.3,1.4,3.09,1.35,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_struff_j_l_kohlschreiber_p
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Berrer M.,Nadal R.,127,3,427,6585,2,1,1,6,6,3,6,4,,,,,completed,10.0,1.06,10.91,1.07,11.5,1.07,9.23,1.05,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_berrer_m_nadal_r
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Souza J.,Jaziri M.,117,74,468,676,2,1,3,6,6,4,6,3,,,,,completed,2.25,1.57,2.42,1.63,2.5,1.63,2.31,1.58,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_souza_j_jaziri_m
tennis_data_uk,atp,2015,3,Qatar Exxon Mobil Open,Doha,2015-01-06,atp_250,outdoor,hard,R128,3,Ferrer D.,De Bakker T.,10,141,4045,375,2,1,6,7,6,4,6,3,,,,,completed,1.11,6.5,1.13,7.29,1.13,7.29,1.11,6.24,2015_3_doha_qatar_exxon_mobil_open,2015_3_doha_qatar_exxon_mobil_open_2015-01-06_ferrer_d_de_bakker_t
