source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,indoor_outdoor,surface,round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-08,atp_250,indoor,hard,R32,3,Berrettini M.,Kirkin E.,10,446,3085,83,2,0,6,0,6,4,,,,,,,completed,1.03,15.0,1.03,16.3,1.04,24.25,1.02,13.94,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-08_berrettini_m_kirkin_e
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-08,atp_250,indoor,hard,R32,3,Chardy J.,Albot R.,72,85,880,817,2,0,6,3,6,4,,,,,,,completed,2.0,1.72,2.18,1.75,2.2,1.8,2.11,1.71,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-08_chardy_j_albot_r
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-08,atp_250,indoor,hard,R32,3,De Minaur A.,Jaziri M.,23,249,1860,220,2,0,6,2,6,1,,,,,,,completed,1.04,13.0,1.04,14.8,1.05,18.7,1.03,12.68,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-08_de_minaur_a_jaziri_m
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-08,atp_250,indoor,hard,R32,3,Kuhn N.,Bachinger M.,253,279,219,189,1,1,3,6,6,3,4,1,,,,,retired,2.25,1.57,2.48,1.6,2.7,1.63,2.42,1.56,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-08_kuhn_n_bachinger_m
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-08,atp_250,indoor,hard,R32,3,Fognini F.,Vrbensky M.,17,311,2400,148,2,0,6,4,7,6,,,,,,,completed,1.4,2.75,1.49,2.81,1.49,3.0,1.43,2.8,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-08_fognini_f_vrbensky_m
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-08,atp_250,indoor,hard,R32,3,Kuzmanov D.,Djere L.,298,55,166,1068,1,0,6,1,3,2,,,,,,,retired,2.62,1.44,2.7,1.52,2.73,1.57,2.6,1.49,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-08_kuzmanov_d_djere_l
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-09,atp_250,indoor,hard,R16,3,De Minaur A.,Andreev A.,23,564,1860,52,2,0,6,3,6,1,,,,,,,completed,1.08,8.0,1.08,10.12,1.09,11.0,1.07,8.57,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-09_de_minaur_a_andreev_a
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-09,atp_250,indoor,hard,R16,3,Basilashvili N.,Celikbilek A.,40,309,1395,150,2,0,7,6,6,4,,,,,,,completed,1.4,2.75,1.45,3.0,1.45,3.12,1.41,2.87,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-09_basilashvili_n_celikbilek_a
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-09,atp_250,indoor,hard,R16,3,Travaglia S.,Ruusuvuori E.,75,87,869,806,2,0,7,6,6,3,,,,,,,completed,2.62,1.44,2.76,1.51,2.76,1.54,2.61,1.49,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-09_travaglia_s_ruusuvuori_e
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-09,atp_250,indoor,hard,R16,3,Goffin D.,Kuhn N.,16,253,2555,219,2,0,6,0,6,2,,,,,,,completed,1.11,6.5,1.11,7.84,1.13,7.84,1.1,6.82,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-09_goffin_d_kuhn_n
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-10,atp_250,indoor,hard,R16,3,Chardy J.,Fognini F.,72,17,880,2400,2,1,7,6,6,7,7,6,,,,,completed,2.2,1.61,2.31,1.69,2.31,1.82,2.2,1.66,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-10_chardy_j_fognini_f
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-10,atp_250,indoor,hard,R16,3,Bublik A.,Lamasine T.,49,271,1090,204,2,0,6,2,6,4,,,,,,,completed,1.18,4.5,1.22,4.81,1.24,4.81,1.21,4.35,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-10_bublik_a_lamasine_t
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-10,atp_250,indoor,hard,R16,3,Struff J.L.,Grenier H.,37,250,1450,220,,,,,,,,,,,,,walkover,1.18,4.5,1.21,5.02,1.22,5.02,1.2,4.54,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-10_struff_j_l_grenier_h
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-10,atp_250,indoor,hard,R16,3,Berrettini M.,Kuzmanov D.,10,298,3085,166,2,0,6,2,6,3,,,,,,,completed,1.07,9.0,1.09,9.04,1.09,11.0,1.07,8.72,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-10_berrettini_m_kuzmanov_d
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-11,atp_250,indoor,hard,QF,3,Goffin D.,Travaglia S.,16,75,2555,869,2,0,6,3,6,2,,,,,,,completed,1.33,3.4,1.36,3.43,1.38,3.47,1.34,3.25,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-11_goffin_d_travaglia_s
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-11,atp_250,indoor,hard,QF,3,Chardy J.,Struff J.L.,72,37,880,1450,2,1,4,6,6,2,7,6,,,,,completed,2.62,1.5,2.86,1.48,2.86,1.53,2.65,1.48,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-11_chardy_j_struff_j_l
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-11,atp_250,indoor,hard,QF,3,Bublik A.,Berrettini M.,49,10,1090,3085,2,0,7,6,6,4,,,,,,,completed,4.0,1.25,4.05,1.29,4.05,1.37,3.49,1.3,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-11_bublik_a_berrettini_m
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-11,atp_250,indoor,hard,QF,3,De Minaur A.,Basilashvili N.,23,40,1860,1395,2,0,6,2,6,4,,,,,,,completed,1.11,6.5,1.12,7.56,1.13,7.7,1.11,6.76,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-11_de_minaur_a_basilashvili_n
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-12,atp_250,indoor,hard,SF,3,De Minaur A.,Goffin D.,23,16,1860,2555,2,1,6,4,3,6,6,2,,,,,completed,1.53,2.5,1.6,2.51,1.62,2.55,1.57,2.41,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-12_de_minaur_a_goffin_d
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-12,atp_250,indoor,hard,SF,3,Bublik A.,Chardy J.,49,72,1090,880,2,1,6,4,6,7,6,3,,,,,completed,1.4,3.0,1.5,2.8,1.54,3.0,1.44,2.8,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-12_bublik_a_chardy_j
tennis_data_uk,atp,2021,1,Antalya Open,Antalya,2021-01-13,atp_250,indoor,hard,F,3,De Minaur A.,Bublik A.,23,49,1860,1090,0,,,2,,,,,,,,,retired,1.2,4.5,1.22,4.87,1.23,5.3,1.21,4.43,2021_1_antalya_antalya_open,2021_1_antalya_antalya_open_2021-01-13_de_minaur_a_bublik_a
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-07,atp_250,outdoor,hard,R32,3,Monteiro T.,Bellucci T.,84,281,820,185,2,0,6,3,7,5,,,,,,,completed,1.36,3.0,1.36,3.42,1.44,3.5,1.36,3.1,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-07_monteiro_t_bellucci_t
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-07,atp_250,outdoor,hard,R32,3,Paul T.,Nam J.S.,52,268,1080,205,2,0,6,1,6,4,,,,,,,completed,1.12,6.0,1.13,6.81,1.24,6.81,1.13,6.0,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-07_paul_t_nam_j_s
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-07,atp_250,outdoor,hard,R32,3,Mager G.,Harrison R.,101,481,733,73,2,1,3,6,6,1,6,4,,,,,completed,2.0,1.72,2.3,1.68,2.45,1.81,2.18,1.68,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-07_mager_g_harrison_r
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-07,atp_250,outdoor,hard,R32,3,Korda S.,Kwon S.W.,119,95,566,768,2,0,6,4,6,4,,,,,,,completed,1.72,2.0,1.74,2.21,1.8,2.31,1.74,2.09,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-07_korda_s_kwon_s_w
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Querrey S.,Mcdonald M.,56,194,1065,335,2,0,6,3,6,4,,,,,,,completed,1.8,1.9,1.94,1.94,1.95,2.15,1.87,1.92,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_querrey_s_mcdonald_m
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Harrison C.,Etcheverry T.,280,256,225,216,2,0,6,4,6,2,,,,,,,completed,1.33,3.25,1.36,3.42,1.55,3.42,1.39,3.01,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_harrison_c_etcheverry_t
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Galan D.E.,Martin A.,115,100,606,734,2,0,6,4,6,4,,,,,,,completed,1.4,2.75,1.47,2.87,1.54,2.88,1.46,2.7,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_galan_d_e_martin_a
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Quiroz R.,Rubin N.,293,251,171,219,2,0,7,6,6,3,,,,,,,completed,2.0,1.72,2.12,1.79,2.2,1.88,2.07,1.76,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_quiroz_r_rubin_n
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Fratangelo B.,King K.,274,304,195,154,2,0,6,2,6,2,,,,,,,completed,1.5,2.5,1.52,2.68,1.61,2.8,1.5,2.57,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_fratangelo_b_king_k
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Norrie C.,Aragone J.C.,74,299,877,165,2,0,6,2,6,1,,,,,,,completed,1.2,4.33,1.2,5.13,1.23,6.0,1.18,4.85,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_norrie_c_aragone_j_c
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-08,atp_250,outdoor,hard,R32,3,Karlovic I.,Andujar P.,148,59,444,1044,2,1,6,3,5,7,6,4,,,,,completed,2.62,1.44,2.86,1.47,3.0,1.61,2.72,1.46,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-08_karlovic_i_andujar_p
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-09,atp_250,outdoor,hard,R32,3,Tiafoe F.,Young D.,62,327,1005,135,2,0,6,3,6,4,,,,,,,completed,1.22,4.0,1.19,5.38,1.27,5.75,1.19,4.69,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-09_tiafoe_f_young_d
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-09,atp_250,outdoor,hard,R16,3,Mager G.,Querrey S.,101,56,733,1065,2,0,7,6,6,1,,,,,,,completed,4.0,1.22,3.97,1.29,4.2,1.3,3.84,1.25,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-09_mager_g_querrey_s
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-09,atp_250,outdoor,hard,R16,3,Harrison C.,Garin C.,280,22,225,2180,2,0,7,6,6,2,,,,,,,completed,2.62,1.44,2.51,1.6,3.02,1.63,2.55,1.51,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-09_harrison_c_garin_c
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-09,atp_250,outdoor,hard,R16,3,Korda S.,Paul T.,119,52,566,1080,2,1,4,6,6,3,6,2,,,,,completed,2.37,1.53,2.69,1.53,2.69,1.62,2.45,1.54,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-09_korda_s_paul_t
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-10,atp_250,outdoor,hard,R16,3,Isner J.,Monteiro T.,25,84,1850,820,2,0,6,4,7,6,,,,,,,completed,1.5,2.5,1.48,2.86,1.54,3.03,1.47,2.67,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-10_isner_j_monteiro_t
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-10,atp_250,outdoor,hard,R16,3,Hurkacz H.,Galan D.E.,35,115,1518,606,2,0,6,2,6,2,,,,,,,completed,1.36,3.0,1.41,3.19,1.41,3.52,1.36,3.12,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-10_hurkacz_h_galan_d_e
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-10,atp_250,outdoor,hard,R16,3,Tiafoe F.,Fratangelo B.,62,274,1005,195,2,1,6,4,3,6,6,1,,,,,completed,1.3,3.4,1.29,4.0,1.34,4.0,1.29,3.53,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-10_tiafoe_f_fratangelo_b
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-10,atp_250,outdoor,hard,R16,3,Quiroz R.,Karlovic I.,293,148,171,444,2,0,6,2,6,4,,,,,,,completed,2.1,1.66,2.36,1.67,2.4,1.75,2.22,1.66,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-10_quiroz_r_karlovic_i
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-11,atp_250,outdoor,hard,R16,3,Norrie C.,Mannarino A.,74,34,877,1561,2,0,6,2,7,5,,,,,,,completed,1.8,1.9,1.92,1.99,2.0,2.25,1.84,1.95,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-11_norrie_c_mannarino_a
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-11,atp_250,outdoor,hard,QF,3,Harrison C.,Mager G.,280,101,225,733,2,0,7,6,6,4,,,,,,,completed,1.72,2.1,1.68,2.34,1.79,2.34,1.69,2.18,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-11_harrison_c_mager_g
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-11,atp_250,outdoor,hard,QF,3,Hurkacz H.,Quiroz R.,35,293,1518,171,2,0,6,4,6,4,,,,,,,completed,1.16,5.0,1.19,5.37,1.22,6.5,1.15,5.4,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-11_hurkacz_h_quiroz_r
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-11,atp_250,outdoor,hard,QF,3,Korda S.,Isner J.,119,25,566,1850,2,1,6,3,4,6,6,3,,,,,completed,2.1,1.72,2.13,1.8,2.2,1.92,2.1,1.74,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-11_korda_s_isner_j
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-12,atp_250,outdoor,hard,QF,3,Norrie C.,Tiafoe F.,74,62,877,1005,2,1,6,0,3,6,6,4,,,,,completed,2.1,1.72,2.03,1.88,2.2,1.91,2.04,1.78,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-12_norrie_c_tiafoe_f
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-12,atp_250,outdoor,hard,SF,3,Hurkacz H.,Harrison C.,35,280,1518,225,2,0,7,6,6,4,,,,,,,completed,1.36,3.2,1.41,3.18,1.44,3.6,1.37,3.13,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-12_hurkacz_h_harrison_c
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-13,atp_250,outdoor,hard,SF,3,Korda S.,Norrie C.,119,74,566,877,2,0,6,3,7,5,,,,,,,completed,1.66,2.2,1.76,2.19,1.78,2.33,1.69,2.17,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-13_korda_s_norrie_c
tennis_data_uk,atp,2021,2,Delray Beach Open,Delray Beach,2021-01-13,atp_250,outdoor,hard,F,3,Hurkacz H.,Korda S.,35,119,1518,566,2,0,6,3,6,3,,,,,,,completed,1.8,2.0,1.83,2.09,1.92,2.14,1.81,2.0,2021_2_delray_beach_delray_beach_open,2021_2_delray_beach_delray_beach_open_2021-01-13_hurkacz_h_korda_s
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-01-31,atp_250,outdoor,hard,R64,3,Vukic A.,Lu Y.,195,1008,334,10,2,0,6,4,7,5,,,,,,,completed,1.16,5.0,1.22,4.85,1.22,5.5,1.17,4.95,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-01-31_vukic_a_lu_y
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-01-31,atp_250,outdoor,hard,R64,3,Majchrzak K.,Djere L.,109,56,690,1068,2,0,6,3,6,4,,,,,,,completed,1.4,2.75,1.56,2.59,1.56,3.0,1.44,2.76,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-01-31_majchrzak_k_djere_l
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-01-31,atp_250,outdoor,hard,R64,3,Bedene A.,Uchiyama Y.,58,106,1055,701,2,0,7,6,7,6,,,,,,,completed,1.4,2.75,1.33,3.62,1.45,4.2,1.33,3.29,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-01-31_bedene_a_uchiyama_y
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-01,atp_250,outdoor,hard,R64,3,O Connell C.,Koepfer D.,121,68,565,931,2,1,5,7,6,4,6,1,,,,,completed,2.25,1.57,2.23,1.72,2.5,1.74,2.27,1.62,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-01_o_connell_c_koepfer_d
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-01,atp_250,outdoor,hard,R64,3,Purcell M.,Gombos N.,238,89,241,797,2,0,6,4,6,4,,,,,,,completed,2.62,1.44,2.95,1.45,2.95,1.53,2.76,1.44,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-01_purcell_m_gombos_n
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-01,atp_250,outdoor,hard,R64,3,Kwon S.W.,Martin A.,97,102,768,734,2,1,6,3,6,7,7,6,,,,,completed,1.25,3.75,1.28,4.01,1.29,4.1,1.26,3.81,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-01_kwon_s_w_martin_a
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-01,atp_250,outdoor,hard,R64,3,Travaglia S.,Carballes Baena R.,71,98,894,751,2,1,2,6,7,5,7,6,,,,,completed,1.36,3.0,1.45,2.94,1.47,3.0,1.41,2.86,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-01_travaglia_s_carballes_baena_r
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-01,atp_250,outdoor,hard,R64,3,Anderson K.,Lopez F.,82,63,825,998,2,0,6,4,7,5,,,,,,,completed,1.44,2.62,1.41,3.14,1.49,3.2,1.4,2.9,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-01_anderson_k_lopez_f
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-01,atp_250,outdoor,hard,R64,3,Caruso S.,Seppi A.,76,107,858,699,2,0,7,5,7,6,,,,,,,completed,1.72,2.0,1.76,2.16,1.8,2.34,1.72,2.11,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-01_caruso_s_seppi_a
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-02,atp_250,outdoor,hard,R64,3,Sandgren T.,Smith J.P.,50,318,1088,143,2,1,6,3,5,7,6,4,,,,,completed,1.53,2.37,1.7,2.27,1.8,2.45,1.66,2.21,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-02_sandgren_t_smith_j_p
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-02,atp_250,outdoor,hard,R64,3,Herbert P.H.,Cressy M.,84,171,822,389,2,1,6,7,7,6,7,5,,,,,completed,1.44,2.62,1.45,2.93,1.53,2.93,1.46,2.71,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-02_herbert_p_h_cressy_m
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-02,atp_250,outdoor,hard,R64,3,Cuevas P.,Andujar P.,70,59,927,1044,2,0,6,4,6,2,,,,,,,completed,2.1,1.66,2.25,1.71,2.25,1.8,2.14,1.7,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-02_cuevas_p_andujar_p
tennis_data_uk,atp,2021,3,Great Ocean Road Open,Melbourne,2021-02-02,atp_250,outdoor,hard,R64,3,Sweeny D.,Nam J.S.,797,273,22,205,2,0,7,6,7,5,,,,,,,completed,2.25,1.57,2.07,1.83,2.33,1.83,2.1,1.72,2021_3_melbourne_great_ocean_road_open,2021_3_melbourne_great_ocean_road_open_2021-02-02_sweeny_d_nam_j_s
