source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key,official_tournament_id,linkage_status,unmatched_reason
tennis_data_uk,wta,2016,17,Family Circle Cup,Charleston,2016-04-04,premier,True,clay,R64,64,3,Riske A.,Altick F.,94,924,730,10.0,2,0,6,3,6,2,,,,,,,completed,1.07,9.0,1.08,9.43,1.09,10.25,1.07,8.18,2016_17_charleston_family_circle_cup,2016_17_charleston_family_circle_cup_2016-04-04_R64_riske_a_altick_f,804,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,40,Rogers Cup,Montreal,2016-07-25,premier,True,hard,R64,64,3,Brengle M.,Makarova E.,55,30,1055,1651.0,2,1,6,4,1,6,6,4,,,,,completed,2.62,1.44,2.61,1.55,2.75,1.55,2.58,1.48,2016_40_montreal_rogers_cup,2016_40_montreal_rogers_cup_2016-07-25_R64_brengle_m_makarova_e,806,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,40,Rogers Cup,Montreal,2016-07-25,premier,True,hard,R64,64,3,Gavrilova D.,Beck A.,46,37,1135,1455.0,2,0,6,4,6,3,,,,,,,completed,1.72,2.0,1.81,2.09,1.81,2.1,1.76,2.02,2016_40_montreal_rogers_cup,2016_40_montreal_rogers_cup_2016-07-25_R64_gavrilova_d_beck_a,806,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,40,Rogers Cup,Montreal,2016-07-25,premier,True,hard,R64,64,3,Lucic-Baroni M.,Hibino N.,59,75,1023,879.0,2,0,6,2,6,0,,,,,,,completed,1.66,2.1,1.71,2.24,1.71,2.3,1.66,2.17,2016_40_montreal_rogers_cup,2016_40_montreal_rogers_cup_2016-07-25_R64_lucic_baroni_m_hibino_n,806,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,40,Rogers Cup,Montreal,2016-07-27,premier,True,hard,R32,32,3,Halep S.,Gavrilova D.,5,46,5071,1135.0,2,0,6,2,6,3,,,,,,,completed,1.25,3.75,1.31,3.85,1.32,4.0,1.26,3.73,2016_40_montreal_rogers_cup,2016_40_montreal_rogers_cup_2016-07-27_R32_halep_s_gavrilova_d,806,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,40,Rogers Cup,Montreal,2016-07-28,premier,True,hard,R32,32,3,Kerber A.,Lucic-Baroni M.,2,59,6500,1023.0,2,1,6,3,4,6,6,3,,,,,completed,1.36,3.0,1.39,3.29,1.45,3.29,1.39,2.95,2016_40_montreal_rogers_cup,2016_40_montreal_rogers_cup_2016-07-28_R32_kerber_a_lucic_baroni_m,806,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,40,Rogers Cup,Montreal,2016-07-29,premier,True,hard,QF,8,3,Halep S.,Kuznetsova S.,5,10,5071,2900.0,2,1,3,6,6,1,6,1,,,,,completed,1.33,3.4,1.26,4.43,1.41,4.45,1.32,3.38,2016_40_montreal_rogers_cup,2016_40_montreal_rogers_cup_2016-07-29_QF_halep_s_kuznetsova_s,806,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,41,Brasil Tennis Cup,Florianopolis,2016-08-01,international,True,hard,R32,32,3,Jankovic J.,Solovyeva V.,29,,1670,,2,0,7,5,6,4,,,,,,,completed,1.3,3.4,1.4,3.18,1.4,3.43,1.34,3.15,2016_41_florianopolis_brasil_tennis_cup,2016_41_florianopolis_brasil_tennis_cup_2016-08-01_R32_jankovic_j_solovyeva_v,1064,unmatched,no_rank_candidate
tennis_data_uk,wta,2016,42,Jiangxi Women's Tennis Open,Nanchang,2016-08-02,international,True,hard,R32,32,3,Lu Jing Jing,Hantuchova D.,233,254,223,190.0,2,1,5,7,6,4,7,5,,,,,completed,3.5,1.28,3.37,1.36,3.5,1.36,3.34,1.31,2016_42_nanchang_jiangxi_women_s_tennis_open,2016_42_nanchang_jiangxi_women_s_tennis_open_2016-08-02_R32_lu_jing_jing_hantuchova_d,1077,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,42,Jiangxi Women's Tennis Open,Nanchang,2016-08-02,international,True,hard,R32,32,3,Zhu L.,Lu Jia Jing,157,271,353,168.0,2,1,6,3,2,6,6,4,,,,,completed,1.57,2.25,1.7,2.26,1.7,2.38,1.62,2.25,2016_42_nanchang_jiangxi_women_s_tennis_open,2016_42_nanchang_jiangxi_women_s_tennis_open_2016-08-02_R32_zhu_l_lu_jia_jing,1077,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2016,42,Jiangxi Women's Tennis Open,Nanchang,2016-08-03,international,True,hard,R16,16,3,Schiavone F.,Lu Jing Jing,104,233,622,223.0,2,1,4,6,6,1,6,2,,,,,completed,1.3,3.4,1.27,4.24,1.39,4.24,1.32,3.32,2016_42_nanchang_jiangxi_women_s_tennis_open,2016_42_nanchang_jiangxi_women_s_tennis_open_2016-08-03_R16_schiavone_f_lu_jing_jing,1077,unmatched,no_name_pair_candidate
