tour,year,uk_tournament_id,location,tournament_name,series,surface,best_of,is_outdoor,start_date,end_date,num_matches,source_event_key,num_rounds,num_awarded_matches,num_completed_matches,num_disqualified_matches,num_retired_matches,num_walkover_matches,num_players,champion,runner_up,champion_avg_rank,champion_avg_odds,location_tournament_key
atp,2011,8,Santiago,Movistar Open,atp_250,clay,3,True,2011-01-31,2011-02-06,31,2011_8_santiago_movistar_open,5,0,31,0,0,0,32,Robredo T.,Giraldo S.,40.0,1.37,santiago_movistar_open
atp,2011,9,Zagreb,PBZ Zagreb Indoors,atp_250,hard,3,False,2011-01-31,2011-02-06,27,2011_9_zagreb_pbz_zagreb_indoors,5,0,25,0,1,1,28,Dodig I.,Berrer M.,84.0,1.854,zagreb_pbz_zagreb_indoors
atp,2011,10,Costa Do Sauipe,Brasil Open,atp_250,clay,3,True,2011-02-07,2011-02-12,27,2011_10_costa_do_sauipe_brasil_open,5,0,27,0,0,0,28,Almagro N.,Dolgopolov O.,13.0,1.3725,costa_do_sauipe_brasil_open
atp,2011,11,Rotterdam,ABN AMRO World Tennis Tournament,atp_500,hard,3,False,2011-02-07,2011-02-13,31,2011_11_rotterdam_abn_amro_world_tennis_tournament,5,0,30,0,0,1,32,Soderling R.,Tsonga J.W.,4.0,1.68,rotterdam_abn_amro_world_tennis_tournament
atp,2011,12,San Jose,SAP Open,atp_250,hard,3,False,2011-02-07,2011-02-13,31,2011_12_san_jose_sap_open,5,0,30,0,0,1,32,Raonic M.,Verdasco F.,84.0,1.595,san_jose_sap_open
atp,2011,13,Buenos Aires,Copa Claro,atp_250,clay,3,True,2011-02-14,2011-02-20,31,2011_13_buenos_aires_copa_claro,5,0,31,0,0,0,32,Almagro N.,Chela J.I.,13.0,1.28,buenos_aires_copa_claro
atp,2011,14,Marseille,Open 13,atp_250,hard,3,False,2011-02-14,2011-02-20,27,2011_14_marseille_open_13,5,0,27,0,0,0,28,Soderling R.,Cilic M.,4.0,1.31,marseille_open_13
atp,2011,15,Memphis,Regions Morgan Keegan Championships,atp_500,hard,3,False,2011-02-14,2011-02-20,31,2011_15_memphis_regions_morgan_keegan_championships,5,0,30,0,1,0,32,Roddick A.,Raonic M.,8.0,1.448,memphis_regions_morgan_keegan_championships
atp,2011,16,Acapulco,Abierto Mexicano,atp_500,clay,3,True,2011-02-21,2011-02-27,31,2011_16_acapulco_abierto_mexicano,5,0,30,0,1,0,32,Ferrer D.,Almagro N.,6.0,1.23,acapulco_abierto_mexicano
atp,2011,17,Delray Beach,International Championships,atp_250,hard,3,True,2011-02-21,2011-02-27,31,2011_17_delray_beach_international_championships,5,0,29,0,2,0,32,Del Potro J.M.,Tipsarevic J.,166.0,1.22,delray_beach_international_championships
atp,2011,18,Dubai,Dubai Tennis Championships,atp_500,hard,3,True,2011-02-21,2011-02-26,31,2011_18_dubai_dubai_tennis_championships,5,0,27,0,4,0,32,Djokovic N.,Federer R.,3.0,1.352,dubai_dubai_tennis_championships
atp,2011,19,Indian Wells,BNP Paribas Open,masters_1000,hard,3,True,2011-03-10,2011-03-20,95,2011_19_indian_wells_bnp_paribas_open,7,0,92,0,2,1,96,Djokovic N.,Nadal R.,3.0,1.28,indian_wells_bnp_paribas_open
atp,2011,20,Miami,Sony Ericsson Open,masters_1000,hard,3,True,2011-03-23,2011-04-03,95,2011_20_miami_sony_ericsson_open,7,0,91,0,4,0,96,Djokovic N.,Nadal R.,2.0,1.1983,miami_sony_ericsson_open
atp,2011,21,Casablanca,Grand Prix Hassan II,atp_250,clay,3,True,2011-04-04,2011-04-10,27,2011_21_casablanca_grand_prix_hassan_ii,5,0,26,0,1,0,28,Andujar P.,Starace P.,69.0,2.02,casablanca_grand_prix_hassan_ii
atp,2011,22,Houston,U.S. Men's Clay Court Championships,atp_250,clay,3,True,2011-04-04,2011-04-10,27,2011_22_houston_u_s_men_s_clay_court_championships,5,0,27,0,0,0,28,Sweeting R.,Nishikori K.,93.0,2.276,houston_u_s_men_s_clay_court_championships
atp,2011,23,Monte Carlo,Monte Carlo Masters,masters_1000,clay,3,True,2011-04-10,2011-04-17,55,2011_23_monte_carlo_monte_carlo_masters,6,0,53,0,2,0,56,Nadal R.,Ferrer D.,1.0,1.05,monte_carlo_monte_carlo_masters
atp,2011,24,Barcelona,Open Banco Sabadell,atp_500,clay,3,True,2011-04-18,2011-04-24,55,2011_24_barcelona_open_banco_sabadell,6,0,52,0,3,0,56,Nadal R.,Ferrer D.,1.0,1.03,barcelona_open_banco_sabadell
atp,2011,25,Belgrade,Serbia Open,atp_250,clay,3,True,2011-04-25,2011-05-01,27,2011_25_belgrade_serbia_open,5,0,26,0,0,1,28,Djokovic N.,Lopez F.,2.0,1.02,belgrade_serbia_open
atp,2011,26,Estoril,Estoril Open,atp_250,clay,3,True,2011-04-25,2011-05-01,27,2011_26_estoril_estoril_open,5,0,24,0,3,0,28,Del Potro J.M.,Verdasco F.,46.0,1.246,estoril_estoril_open
atp,2011,27,Munich,BMW Open,atp_250,clay,3,True,2011-04-24,2011-05-01,31,2011_27_munich_bmw_open,5,0,29,0,2,0,32,Davydenko N.,Mayer F.,40.0,1.524,munich_bmw_open
atp,2011,28,Madrid,Mutua Madrileña Madrid Open,masters_1000,clay,3,True,2011-05-01,2011-05-08,55,2011_28_madrid_mutua_madrile_a_madrid_open,6,0,52,0,2,1,56,Djokovic N.,Nadal R.,2.0,1.574,madrid_mutua_madrile_a_madrid_open
atp,2011,29,Rome,Internazionali BNL d'Italia,masters_1000,clay,3,True,2011-05-08,2011-05-15,55,2011_29_rome_internazionali_bnl_d_italia,6,0,52,0,3,0,56,Djokovic N.,Nadal R.,2.0,1.422,rome_internazionali_bnl_d_italia
atp,2011,30,Nice,Open de Nice Côte d’Azur,atp_250,clay,3,True,2011-05-15,2011-05-21,27,2011_30_nice_open_de_nice_c_te_d_azur,5,0,25,0,2,0,28,Almagro N.,Hanescu V.,12.0,1.485,nice_open_de_nice_c_te_d_azur
atp,2011,31,Paris,French Open,grand_slam,clay,5,True,2011-05-22,2011-06-05,127,2011_31_paris_french_open,7,0,124,0,2,1,128,Nadal R.,Federer R.,1.0,1.3557,paris_french_open
atp,2011,32,Halle,Gerry Weber Open,atp_250,grass,3,True,2011-06-06,2011-06-12,31,2011_32_halle_gerry_weber_open,5,0,29,0,2,0,32,Kohlschreiber P.,Petzschner P.,49.0,1.946,halle_gerry_weber_open
atp,2011,33,Queens Club,AEGON Championships,atp_250,grass,3,True,2011-06-06,2011-06-12,55,2011_33_queens_club_aegon_championships,6,0,51,0,3,1,56,Murray A.,Tsonga J.W.,4.0,1.276,queens_club_aegon_championships
atp,2011,34,Eastbourne,AEGON International,atp_250,grass,3,True,2011-06-13,2011-06-18,31,2011_34_eastbourne_aegon_international,5,0,29,0,2,0,32,Seppi A.,Tipsarevic J.,51.0,1.918,eastbourne_aegon_international
atp,2011,35,'s-Hertogenbosch,Unicef Open,atp_250,grass,3,True,2011-06-12,2011-06-18,31,2011_35_s_hertogenbosch_unicef_open,5,0,31,0,0,0,32,Tursunov D.,Dodig I.,70.0,1.754,s_hertogenbosch_unicef_open
atp,2011,36,London,Wimbledon,grand_slam,grass,5,True,2011-06-20,2011-07-02,127,2011_36_london_wimbledon,7,0,122,0,5,0,128,Djokovic N.,Nadal R.,2.0,1.2671,london_wimbledon
atp,2011,37,Newport,Hall of Fame Championships,atp_250,grass,3,True,2011-07-04,2011-07-10,31,2011_37_newport_hall_of_fame_championships,5,0,30,0,1,0,32,Isner J.,Rochus O.,46.0,1.306,newport_hall_of_fame_championships
atp,2011,38,Bastad,SkiStar Swedish Open,atp_250,clay,3,True,2011-07-11,2011-07-17,27,2011_38_bastad_skistar_swedish_open,5,0,25,0,1,1,28,Soderling R.,Ferrer D.,5.0,1.305,bastad_skistar_swedish_open
atp,2011,39,Stuttgart,Mercedes Cup,atp_250,clay,3,True,2011-07-11,2011-07-17,31,2011_39_stuttgart_mercedes_cup,5,0,31,0,0,0,32,Ferrero J.C.,Andujar P.,85.0,1.61,stuttgart_mercedes_cup
atp,2011,40,Atlanta,Atlanta Tennis Championships,atp_250,hard,3,True,2011-07-18,2011-07-24,27,2011_40_atlanta_atlanta_tennis_championships,5,0,27,0,0,0,28,Fish M.,Isner J.,9.0,1.2475,atlanta_atlanta_tennis_championships
atp,2011,41,Hamburg,German Open Tennis Championships,atp_500,clay,3,True,2011-07-18,2011-07-24,47,2011_41_hamburg_german_open_tennis_championships,6,0,45,0,2,0,48,Simon G.,Almagro N.,18.0,1.996,hamburg_german_open_tennis_championships
atp,2011,42,Gstaad,Allianz Suisse Open,atp_250,clay,3,True,2011-07-25,2011-07-31,27,2011_42_gstaad_allianz_suisse_open,5,0,27,0,0,0,28,Granollers M.,Verdasco F.,45.0,2.116,gstaad_allianz_suisse_open
atp,2011,43,Los Angeles,Farmers Classic,atp_250,hard,3,True,2011-07-25,2011-07-31,27,2011_43_los_angeles_farmers_classic,5,0,27,0,0,0,28,Gulbis E.,Fish M.,84.0,2.658,los_angeles_farmers_classic
atp,2011,44,Umag,Studena Croatia Open,atp_250,clay,3,True,2011-07-25,2011-07-31,27,2011_44_umag_studena_croatia_open,5,0,25,0,1,1,28,Dolgopolov O.,Cilic M.,26.0,1.84,umag_studena_croatia_open
atp,2011,45,Kitzbuhel,Bet-At-Home Cup,atp_250,clay,3,True,2011-07-31,2011-08-06,27,2011_45_kitzbuhel_bet_at_home_cup,5,0,26,0,1,0,28,Haase R.,Montanes A.,53.0,2.028,kitzbuhel_bet_at_home_cup
atp,2011,46,Washington,Legg Mason Classic,atp_500,hard,3,True,2011-07-31,2011-08-07,47,2011_46_washington_legg_mason_classic,6,0,43,0,4,0,48,Stepanek R.,Monfils G.,54.0,1.8617,washington_legg_mason_classic
atp,2011,47,Montreal,Rogers Masters,masters_1000,hard,3,True,2011-08-08,2011-08-14,55,2011_47_montreal_rogers_masters,6,0,53,0,2,0,56,Djokovic N.,Fish M.,1.0,1.104,montreal_rogers_masters
atp,2011,48,Cincinnati,Western & Southern Financial Group Masters,masters_1000,hard,3,True,2011-08-14,2011-08-21,55,2011_48_cincinnati_western_southern_financial_group_masters,6,0,50,0,5,0,56,Murray A.,Djokovic N.,4.0,1.778,cincinnati_western_southern_financial_group_masters
atp,2011,49,Winston-Salem,Winston-Salem Open at Wake Forest University,atp_250,hard,3,True,2011-08-21,2011-08-27,47,2011_49_winston_salem_winston_salem_open_at_wake_forest_university,6,0,46,0,1,0,48,Isner J.,Benneteau J.,28.0,1.516,winston_salem_winston_salem_open_at_wake_forest_university
atp,2011,50,New York,US Open,grand_slam,hard,5,True,2011-08-29,2011-09-12,127,2011_50_new_york_us_open,7,0,116,0,11,0,128,Djokovic N.,Nadal R.,1.0,1.1743,new_york_us_open
atp,2011,51,Bucharest,Open Romania,atp_250,clay,3,True,2011-09-19,2011-09-25,27,2011_51_bucharest_open_romania,5,0,26,0,1,0,28,Mayer F.,Andujar P.,24.0,1.66,bucharest_open_romania
atp,2011,52,Metz,Open de Moselle,atp_250,hard,3,False,2011-09-19,2011-09-25,27,2011_52_metz_open_de_moselle,5,0,26,0,1,0,28,Tsonga J.W.,Ljubicic I.,10.0,1.2075,metz_open_de_moselle
atp,2011,53,Bangkok,Thailand Open,atp_250,hard,3,False,2011-09-26,2011-10-02,27,2011_53_bangkok_thailand_open,5,0,26,0,1,0,28,Murray A.,Young D.,4.0,1.09,bangkok_thailand_open
atp,2011,54,Kuala Lumpur,Malaysian Open,atp_250,hard,3,False,2011-09-26,2011-10-02,27,2011_54_kuala_lumpur_malaysian_open,5,0,25,0,2,0,28,Tipsarevic J.,Baghdatis M.,17.0,1.4625,kuala_lumpur_malaysian_open
atp,2011,55,Beijing,China Open,atp_500,hard,3,True,2011-10-03,2011-10-09,31,2011_55_beijing_china_open,5,0,31,0,0,0,32,Berdych T.,Cilic M.,10.0,1.446,beijing_china_open
atp,2011,56,Tokyo,Rakuten Japan Open Tennis Championships,atp_500,hard,3,True,2011-10-03,2011-10-09,31,2011_56_tokyo_rakuten_japan_open_tennis_championships,5,0,31,0,0,0,32,Murray A.,Nadal R.,4.0,1.47,tokyo_rakuten_japan_open_tennis_championships
atp,2011,57,Shanghai,Shanghai Masters,masters_1000,hard,3,True,2011-10-09,2011-10-16,55,2011_57_shanghai_shanghai_masters,6,0,54,0,0,1,56,Murray A.,Ferrer D.,4.0,1.092,shanghai_shanghai_masters
atp,2011,58,Moscow,Kremlin Cup,atp_250,hard,3,False,2011-10-17,2011-10-23,27,2011_58_moscow_kremlin_cup,5,0,27,0,0,0,28,Tipsarevic J.,Troicki V.,14.0,1.3675,moscow_kremlin_cup
atp,2011,59,Stockholm,Stockholm Open,atp_250,hard,3,False,2011-10-17,2011-10-23,27,2011_59_stockholm_stockholm_open,5,0,26,0,0,1,28,Monfils G.,Nieminen J.,10.0,1.49,stockholm_stockholm_open
atp,2011,60,St. Petersburg,St. Petersburg Open,atp_250,hard,3,False,2011-10-24,2011-10-30,31,2011_60_st_petersburg_st_petersburg_open,5,0,30,0,1,0,32,Cilic M.,Tipsarevic J.,22.0,1.612,st_petersburg_st_petersburg_open
atp,2011,61,Vienna,Erste Bank Open,atp_250,hard,3,False,2011-10-24,2011-10-30,27,2011_61_vienna_erste_bank_open,5,0,24,0,3,0,28,Tsonga J.W.,Del Potro J.M.,9.0,1.43,vienna_erste_bank_open
atp,2011,62,Basel,Swiss Indoors,atp_500,hard,3,False,2011-10-31,2011-11-06,31,2011_62_basel_swiss_indoors,5,0,29,0,2,0,32,Federer R.,Nishikori K.,4.0,1.084,basel_swiss_indoors
atp,2011,63,Valencia,Valencia Open 500,atp_500,hard,3,False,2011-10-30,2011-11-06,31,2011_63_valencia_valencia_open_500,5,0,30,0,0,1,32,Granollers M.,Monaco J.,34.0,2.738,valencia_valencia_open_500
atp,2011,64,Paris,BNP Paribas Masters,masters_1000,hard,3,False,2011-11-07,2011-11-13,47,2011_64_paris_bnp_paribas_masters,6,0,44,0,2,1,48,Federer R.,Tsonga J.W.,4.0,1.158,paris_bnp_paribas_masters
atp,2011,65,London,Masters Cup,tour_finals,hard,3,False,2011-11-20,2011-11-27,15,2011_65_london_masters_cup,3,0,15,0,0,0,9,Federer R.,Tsonga J.W.,4.0,1.212,london_masters_cup
atp,2012,1,Brisbane,Brisbane International,atp_250,hard,3,True,2012-01-01,2012-01-08,31,2012_1_brisbane_brisbane_international,5,0,29,0,1,1,32,Murray A.,Dolgopolov O.,4.0,1.154,brisbane_brisbane_international
atp,2012,2,Chennai,Chennai Open,atp_250,hard,3,True,2012-01-02,2012-01-08,27,2012_2_chennai_chennai_open,5,0,26,0,0,1,28,Raonic M.,Tipsarevic J.,31.0,1.4025,chennai_chennai_open
atp,2012,3,Doha,Qatar Exxon Mobil Open,atp_250,hard,3,True,2012-01-02,2012-01-07,31,2012_3_doha_qatar_exxon_mobil_open,5,0,29,0,0,2,32,Tsonga J.W.,Monfils G.,6.0,1.484,doha_qatar_exxon_mobil_open
atp,2012,4,Auckland,Heineken Open,atp_250,hard,3,True,2012-01-09,2012-01-14,27,2012_4_auckland_heineken_open,5,0,26,0,1,0,28,Ferrer D.,Rochus O.,5.0,1.16,auckland_heineken_open
atp,2012,5,Sydney,Apia International,atp_250,hard,3,True,2012-01-09,2012-01-15,27,2012_5_sydney_apia_international,5,0,27,0,0,0,28,Nieminen J.,Benneteau J.,77.0,1.716,sydney_apia_international
atp,2012,6,Melbourne,Australian Open,grand_slam,hard,5,True,2012-01-16,2012-01-29,127,2012_6_melbourne_australian_open,7,0,118,0,8,1,128,Djokovic N.,Nadal R.,1.0,1.1671,melbourne_australian_open
atp,2012,7,Montpellier,Open Sud de France,atp_250,hard,3,False,2012-01-30,2012-02-05,27,2012_7_montpellier_open_sud_de_france,5,0,27,0,0,0,28,Berdych T.,Monfils G.,7.0,1.2075,montpellier_open_sud_de_france
atp,2012,8,Vina del Mar,VTR Open,atp_250,clay,3,True,2012-01-30,2012-02-05,27,2012_8_vina_del_mar_vtr_open,5,0,27,0,0,0,28,Monaco J.,Berlocq C.,29.0,1.4175,vina_del_mar_vtr_open
atp,2012,9,Zagreb,PBZ Zagreb Indoors,atp_250,hard,3,False,2012-01-30,2012-02-05,31,2012_9_zagreb_pbz_zagreb_indoors,5,0,31,0,0,0,32,Youzhny M.,Lacko L.,39.0,1.516,zagreb_pbz_zagreb_indoors
atp,2012,10,Rotterdam,ABN AMRO World Tennis Tournament,atp_500,hard,3,False,2012-02-13,2012-02-19,31,2012_10_rotterdam_abn_amro_world_tennis_tournament,5,0,28,0,2,1,32,Federer R.,Del Potro J.M.,3.0,1.184,rotterdam_abn_amro_world_tennis_tournament
atp,2012,11,San Jose,SAP Open,atp_250,hard,3,False,2012-02-13,2012-02-19,27,2012_11_san_jose_sap_open,5,0,27,0,0,0,28,Raonic M.,Istomin D.,32.0,1.3475,san_jose_sap_open
atp,2012,12,Sao Paulo,Brasil Open,atp_250,clay,3,False,2012-02-13,2012-02-19,27,2012_12_sao_paulo_brasil_open,5,0,27,0,0,0,28,Almagro N.,Volandri F.,11.0,1.215,sao_paulo_brasil_open
atp,2012,13,Buenos Aires,Copa Claro,atp_250,clay,3,True,2012-02-20,2012-02-26,31,2012_13_buenos_aires_copa_claro,5,0,29,0,2,0,32,Ferrer D.,Almagro N.,5.0,1.15,buenos_aires_copa_claro
atp,2012,14,Marseille,Open 13,atp_250,hard,3,False,2012-02-20,2012-02-26,27,2012_14_marseille_open_13,5,0,25,0,2,0,28,Del Potro J.M.,Llodra M.,10.0,1.475,marseille_open_13
atp,2012,15,Memphis,Regions Morgan Keegan Championships,atp_500,hard,3,False,2012-02-20,2012-02-26,31,2012_15_memphis_regions_morgan_keegan_championships,5,0,31,0,0,0,32,Melzer J.,Raonic M.,38.0,2.138,memphis_regions_morgan_keegan_championships
atp,2012,16,Acapulco,Abierto Mexicano,atp_500,clay,3,True,2012-02-27,2012-03-04,31,2012_16_acapulco_abierto_mexicano,5,0,29,0,2,0,32,Ferrer D.,Verdasco F.,6.0,1.094,acapulco_abierto_mexicano
atp,2012,17,Delray Beach,International Championships,atp_250,hard,3,True,2012-02-27,2012-03-04,31,2012_17_delray_beach_international_championships,5,0,31,0,0,0,32,Anderson K.,Matosevic M.,36.0,1.688,delray_beach_international_championships
atp,2012,18,Dubai,Dubai Tennis Championships,atp_500,hard,3,True,2012-02-27,2012-03-03,31,2012_18_dubai_dubai_tennis_championships,5,0,30,0,1,0,32,Federer R.,Murray A.,3.0,1.238,dubai_dubai_tennis_championships
atp,2012,19,Indian Wells,BNP Paribas Open,masters_1000,hard,3,True,2012-03-08,2012-03-18,95,2012_19_indian_wells_bnp_paribas_open,7,0,91,0,2,2,96,Federer R.,Isner J.,3.0,1.3417,indian_wells_bnp_paribas_open
atp,2012,20,Miami,Sony Ericsson Open,masters_1000,hard,3,True,2012-03-21,2012-04-01,95,2012_20_miami_sony_ericsson_open,7,0,91,0,2,2,96,Djokovic N.,Murray A.,1.0,1.14,miami_sony_ericsson_open
atp,2012,21,Casablanca,Grand Prix Hassan II,atp_250,clay,3,True,2012-04-09,2012-04-15,27,2012_21_casablanca_grand_prix_hassan_ii,5,0,26,0,1,0,28,Andujar P.,Ramos A.,58.0,1.5225,casablanca_grand_prix_hassan_ii
atp,2012,22,Houston,U.S. Men's Clay Court Championships,atp_250,clay,3,True,2012-04-09,2012-04-15,27,2012_22_houston_u_s_men_s_clay_court_championships,5,0,25,0,2,0,28,Monaco J.,Isner J.,16.0,1.3725,houston_u_s_men_s_clay_court_championships
atp,2012,23,Monte Carlo,Monte Carlo Masters,masters_1000,clay,3,True,2012-04-15,2012-04-22,55,2012_23_monte_carlo_monte_carlo_masters,6,0,52,0,3,0,56,Nadal R.,Djokovic N.,2.0,1.164,monte_carlo_monte_carlo_masters
atp,2012,24,Barcelona,Open Banco Sabadell,atp_500,clay,3,True,2012-04-23,2012-04-29,55,2012_24_barcelona_open_banco_sabadell,6,0,52,0,3,0,56,Nadal R.,Ferrer D.,2.0,1.03,barcelona_open_banco_sabadell
atp,2012,25,Bucharest,BRD Nastase Tiriac Trophy,atp_250,clay,3,True,2012-04-23,2012-04-29,27,2012_25_bucharest_brd_nastase_tiriac_trophy,5,0,27,0,0,0,28,Simon G.,Fognini F.,12.0,1.1625,bucharest_brd_nastase_tiriac_trophy
atp,2012,26,Belgrade,Serbia Open,atp_250,clay,3,True,2012-04-30,2012-05-06,27,2012_26_belgrade_serbia_open,5,0,26,0,1,0,28,Seppi A.,Paire B.,46.0,1.8075,belgrade_serbia_open
atp,2012,27,Estoril,Estoril Open,atp_250,clay,3,True,2012-04-30,2012-05-06,27,2012_27_estoril_estoril_open,5,0,26,0,1,0,28,Del Potro J.M.,Gasquet R.,12.0,1.12,estoril_estoril_open
atp,2012,28,Munich,BMW Open,atp_250,clay,3,True,2012-04-30,2012-05-06,27,2012_28_munich_bmw_open,5,0,27,0,0,0,28,Kohlschreiber P.,Cilic M.,34.0,1.7675,munich_bmw_open
atp,2012,29,Madrid,Mutua Madrid Open,masters_1000,clay,3,True,2012-05-06,2012-05-13,55,2012_29_madrid_mutua_madrid_open,6,0,54,0,1,0,56,Federer R.,Berdych T.,3.0,1.23,madrid_mutua_madrid_open
atp,2012,30,Rome,Internazionali BNL d'Italia,masters_1000,clay,3,True,2012-05-13,2012-05-21,55,2012_30_rome_internazionali_bnl_d_italia,6,0,54,0,1,0,56,Nadal R.,Djokovic N.,3.0,1.172,rome_internazionali_bnl_d_italia
atp,2012,31,Nice,Open de Nice Côte d’Azur,atp_250,clay,3,True,2012-05-22,2012-05-26,27,2012_31_nice_open_de_nice_c_te_d_azur,5,0,27,0,0,0,28,Almagro N.,Baker B.,11.0,1.25,nice_open_de_nice_c_te_d_azur
atp,2012,32,Paris,French Open,grand_slam,clay,5,True,2012-05-27,2012-06-10,127,2012_32_paris_french_open,7,0,122,0,5,0,128,Nadal R.,Djokovic N.,2.0,1.06,paris_french_open
atp,2012,33,Halle,Gerry Weber Open,atp_250,grass,3,True,2012-06-11,2012-06-17,27,2012_33_halle_gerry_weber_open,5,0,26,0,1,0,28,Haas T.,Federer R.,87.0,3.286,halle_gerry_weber_open
atp,2012,34,Queens Club,AEGON Championships,atp_250,grass,3,True,2012-06-12,2012-06-17,55,2012_34_queens_club_aegon_championships,6,0,51,1,3,0,56,Cilic M.,Nalbandian D.,25.0,1.35,queens_club_aegon_championships
atp,2012,35,Eastbourne,AEGON International,atp_250,grass,3,True,2012-06-18,2012-06-23,27,2012_35_eastbourne_aegon_international,5,0,24,0,3,0,28,Roddick A.,Seppi A.,33.0,1.634,eastbourne_aegon_international
atp,2012,36,'s-Hertogenbosch,Unicef Open,atp_250,grass,3,True,2012-06-17,2012-06-23,31,2012_36_s_hertogenbosch_unicef_open,5,0,28,0,2,1,32,Ferrer D.,Petzschner P.,6.0,1.094,s_hertogenbosch_unicef_open
atp,2012,37,London,Wimbledon,grand_slam,grass,5,True,2012-06-25,2012-07-08,127,2012_37_london_wimbledon,7,0,122,0,5,0,128,Federer R.,Murray A.,3.0,1.36,london_wimbledon
atp,2012,38,Bastad,SkiStar Swedish Open,atp_250,clay,3,True,2012-07-09,2012-07-15,27,2012_38_bastad_skistar_swedish_open,5,0,27,0,0,0,28,Ferrer D.,Almagro N.,5.0,1.1075,bastad_skistar_swedish_open
atp,2012,39,Newport,Hall of Fame Championships,atp_250,grass,3,True,2012-07-09,2012-07-15,31,2012_39_newport_hall_of_fame_championships,5,0,30,0,1,0,32,Isner J.,Hewitt L.,11.0,1.38,newport_hall_of_fame_championships
atp,2012,40,Stuttgart,Mercedes Cup,atp_250,clay,3,True,2012-07-09,2012-07-15,27,2012_40_stuttgart_mercedes_cup,5,0,27,0,0,0,28,Tipsarevic J.,Monaco J.,8.0,1.62,stuttgart_mercedes_cup
atp,2012,41,Umag,ATP Vegeta Croatia Open,atp_250,clay,3,True,2012-07-09,2012-07-15,27,2012_41_umag_atp_vegeta_croatia_open,5,0,27,0,0,0,28,Cilic M.,Granollers M.,15.0,1.225,umag_atp_vegeta_croatia_open
atp,2012,42,Atlanta,BB&T Atlanta Open,atp_250,hard,3,True,2012-07-16,2012-07-22,27,2012_42_atlanta_bb_t_atlanta_open,5,0,26,0,1,0,28,Roddick A.,Muller G.,27.0,1.4075,atlanta_bb_t_atlanta_open
atp,2012,43,Gstaad,Crédit Agricole Suisse Open Gstaad,atp_250,clay,3,True,2012-07-16,2012-07-22,27,2012_43_gstaad_cr_dit_agricole_suisse_open_gstaad,5,0,26,0,1,0,28,Bellucci T.,Tipsarevic J.,60.0,1.65,gstaad_cr_dit_agricole_suisse_open_gstaad
atp,2012,44,Hamburg,German Open Tennis Championships,atp_500,clay,3,True,2012-07-16,2012-07-22,31,2012_44_hamburg_german_open_tennis_championships,5,0,31,0,0,0,32,Monaco J.,Haas T.,14.0,1.588,hamburg_german_open_tennis_championships
atp,2012,45,Kitzbuhel,Bet-At-Home Cup,atp_250,clay,3,True,2012-07-22,2012-07-28,27,2012_45_kitzbuhel_bet_at_home_cup,5,0,26,0,1,0,28,Haase R.,Kohlschreiber P.,42.0,1.92,kitzbuhel_bet_at_home_cup
atp,2012,46,Los Angeles,Farmers Classic,atp_250,hard,3,True,2012-07-23,2012-07-29,27,2012_46_los_angeles_farmers_classic,5,0,25,0,2,0,28,Querrey S.,Berankis R.,57.0,1.3325,los_angeles_farmers_classic
atp,2012,47,Washington,Citi Open,atp_500,hard,3,True,2012-07-30,2012-08-05,31,2012_47_washington_citi_open,5,0,31,0,0,0,32,Dolgopolov O.,Haas T.,25.0,1.626,washington_citi_open
atp,2012,48,Toronto,Rogers Masters,masters_1000,hard,3,True,2012-08-06,2012-08-13,47,2012_48_toronto_rogers_masters,6,0,46,0,0,1,48,Djokovic N.,Gasquet R.,2.0,1.116,toronto_rogers_masters
atp,2012,49,Cincinnati,Western & Southern Financial Group Masters,masters_1000,hard,3,True,2012-08-12,2012-08-19,55,2012_49_cincinnati_western_southern_financial_group_masters,6,0,53,0,2,0,56,Federer R.,Djokovic N.,1.0,1.35,cincinnati_western_southern_financial_group_masters
atp,2012,50,Winston-Salem,Winston-Salem Open at Wake Forest University,atp_250,hard,3,True,2012-08-19,2012-08-25,47,2012_50_winston_salem_winston_salem_open_at_wake_forest_university,6,0,46,0,1,0,48,Isner J.,Berdych T.,14.0,1.558,winston_salem_winston_salem_open_at_wake_forest_university
atp,2012,51,New York,US Open,grand_slam,hard,5,True,2012-08-27,2012-09-10,127,2012_51_new_york_us_open,7,0,123,0,3,1,128,Murray A.,Djokovic N.,4.0,1.3971,new_york_us_open
atp,2012,52,Metz,Open de Moselle,atp_250,hard,3,False,2012-09-17,2012-09-23,27,2012_52_metz_open_de_moselle,5,0,25,0,2,0,28,Tsonga J.W.,Seppi A.,7.0,1.135,metz_open_de_moselle
atp,2012,53,St. Petersburg,St. Petersburg Open,atp_250,hard,3,False,2012-09-17,2012-09-23,31,2012_53_st_petersburg_st_petersburg_open,5,0,27,0,4,0,32,Klizan M.,Fognini F.,45.0,1.728,st_petersburg_st_petersburg_open
atp,2012,54,Bangkok,Thailand Open,atp_250,hard,3,False,2012-09-24,2012-09-30,27,2012_54_bangkok_thailand_open,5,0,26,0,1,0,28,Gasquet R.,Simon G.,14.0,1.47,bangkok_thailand_open
atp,2012,55,Kuala Lumpur,Malaysian Open,atp_250,hard,3,False,2012-09-24,2012-09-30,27,2012_55_kuala_lumpur_malaysian_open,5,0,24,0,3,0,28,Monaco J.,Benneteau J.,11.0,1.65,kuala_lumpur_malaysian_open
