source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Dosedel S.,Ljubicic I.,63,77,,,2,0,6,4,6,2,,,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_dosedel_s_ljubicic_i
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Enqvist T.,Clement A.,5,56,,,2,0,6,3,6,3,,,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_enqvist_t_clement_a
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Escude N.,Baccanello P.,40,655,,,2,1,6,7,7,5,6,3,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_escude_n_baccanello_p
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Federer R.,Knippschild J.,65,87,,,2,0,6,1,6,4,,,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_federer_r_knippschild_j
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Fromberg R.,Woodbridge T.,81,198,,,2,1,7,6,5,7,6,4,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_fromberg_r_woodbridge_t
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Gambill J.M.,Arthurs W.,58,105,,,2,1,3,6,7,6,6,4,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_gambill_j_m_arthurs_w
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Grosjean S.,Ilie A.,26,51,,,2,0,6,2,6,1,,,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_grosjean_s_ilie_a
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Henman T.,Balcells J.,11,218,,,2,0,6,4,7,6,,,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_henman_t_balcells_j
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Hewitt L.,Woodforde M.,24,129,,,2,1,6,3,2,6,6,1,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_hewitt_l_woodforde_m
tennis_data_uk,atp,2000,1,Australian Hardcourt Championships,Adelaide,2000-01-03,International,True,hard,R32,32,3,Lisnard J.,Tebbutt M.,134,351,,,2,1,7,6,6,7,6,4,,,,,completed,,,,,,,,,2000_1_adelaide_australian_hardcourt_championships,2000_1_adelaide_australian_hardcourt_championships_2000-01-03_R32_lisnard_j_tebbutt_m
