source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Arazi H.,Kratochvil M.,25,46,,,2,1,6,3,2,6,7,6,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_arazi_h_kratochvil_m
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Carlsen K.,Black W.,153,160,,,2,1,7,6,6,7,6,0,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_carlsen_k_black_w
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Chela J.I.,Delgado R.,70,92,,,2,0,6,1,6,3,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_chela_j_i_delgado_r
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Draper S.,Sa A.,221,85,,,2,0,6,1,6,2,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_draper_s_sa_a
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Enqvist T.,Rios M.,24,39,,,2,0,6,0,6,3,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_enqvist_t_rios_m
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Golmard J.,Arthurs W.,50,77,,,2,0,6,4,6,0,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_golmard_j_arthurs_w
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Henman T.,Fromberg R.,9,309,,,2,1,6,3,6,7,6,0,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_henman_t_fromberg_r
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Ljubicic I.,Russell M.,37,87,,,2,0,7,6,7,6,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_ljubicic_i_russell_m
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Llodra M.,Ferreira W.,89,62,,,2,1,6,3,3,6,6,3,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_llodra_m_ferreira_w
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Martin A.,Vinciguerra A.,41,34,,,2,0,6,3,6,4,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_martin_a_vinciguerra_a
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Martin T.,Sampras P.,57,10,,,2,1,3,6,6,3,6,4,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_martin_t_sampras_p
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Massu N.,Savolt A.,80,93,,,2,0,6,2,6,1,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_massu_n_savolt_a
tennis_data_uk,atp,2002,1,AAPT Championships,Adelaide,2001-12-31,International,True,hard,R32,32,3,Mathieu P.H.,Ilie A.,150,66,,,2,0,6,3,6,1,,,,,,,completed,,,,,,,,,2002_1_adelaide_aapt_championships,2002_1_adelaide_aapt_championships_2001-12-31_R32_mathieu_p_h_ilie_a
