source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key,official_tournament_id,linkage_status,unmatched_reason
tennis_data_uk,wta,2023,2,ASB Classic,Auckland,2023-01-02,wta_250,True,hard,R32,32,3,Bonaventure Y.,Mcnally C.,95,93,651.0,661.0,2,1,5,7,6,4,6,4,,,,,completed,2.63,1.5,2.71,1.52,2.96,1.53,2.61,1.49,2023_2_auckland_asb_classic,2023_2_auckland_asb_classic_2023-01-02_R32_bonaventure_y_mcnally_c,1049,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,17,Copa Colsanitas,Bogota,2023-04-04,wta_250,True,clay,R32,32,3,Tan H.,Arango E.,216,242,308.0,274.0,0,1,5,7,1,3,,,,,,,retired,2.3,1.62,2.19,1.75,2.3,1.76,2.17,1.67,2023_17_bogota_copa_colsanitas,2023_17_bogota_copa_colsanitas_2023-04-04_R32_tan_h_arango_e,894,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,20,Mutua Madrid Open,Madrid,2023-04-26,wta_1000,True,clay,R128,128,3,Burillo I.,Kanepi K.,110,63,582.0,888.0,2,1,6,7,6,2,6,4,,,,,completed,4.0,1.25,3.91,1.29,4.5,1.29,3.83,1.26,2023_20_madrid_mutua_madrid_open,2023_20_madrid_mutua_madrid_open_2023-04-26_R128_burillo_i_kanepi_k,1038,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,20,Mutua Madrid Open,Madrid,2023-04-27,wta_1000,True,clay,R64,64,3,Gauff C.,Burillo I.,6,110,4400.0,582.0,2,0,6,4,6,1,,,,,,,completed,1.04,13.0,1.05,14.71,1.06,14.71,1.04,11.52,2023_20_madrid_mutua_madrid_open,2023_20_madrid_mutua_madrid_open_2023-04-27_R64_gauff_c_burillo_i,1038,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,22,Morocco Open,Rabat,2023-05-23,wta_250,True,clay,R32,32,3,Fernandez L.A.,Fita Boluda A.,51,1023,289.0,219.0,2,0,6,3,6,4,,,,,,,completed,1.08,8.0,1.08,10.28,1.09,10.4,1.07,8.36,2023_22_rabat_morocco_open,2023_22_rabat_morocco_open_2023-05-23_R32_fernandez_l_a_fita_boluda_a,1005,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,22,Morocco Open,Rabat,2023-05-24,wta_250,True,clay,R16,16,3,Stearns P.,Fernandez L.A.,69,806,51.0,1023.0,2,1,6,3,2,6,6,2,,,,,completed,2.1,1.73,2.05,1.85,2.15,1.85,1.99,1.79,2023_22_rabat_morocco_open,2023_22_rabat_morocco_open_2023-05-24_R16_stearns_p_fernandez_l_a,1005,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,31,Wimbledon,London,2023-07-05,grand_slam,True,grass,R128,128,3,Juvan K.,Betova M.,244,1316,299.0,4.0,2,0,6,0,6,3,,,,,,,completed,1.07,9.0,1.09,9.18,1.09,10.75,1.07,8.57,2023_31_london_wimbledon,2023_31_london_wimbledon_2023-07-05_R128_juvan_k_betova_m,540,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,38,Citi Open,Washington,2023-08-02,wta_500,True,hard,R32,32,3,Fernandez L.A.,Pera B.,86,56,764.0,976.0,2,0,6,3,7,5,,,,,,,completed,1.36,3.2,1.38,3.25,1.4,3.55,1.36,3.11,2023_38_washington_citi_open,2023_38_washington_citi_open_2023-08-02_R32_fernandez_l_a_pera_b,1045,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,38,Citi Open,Washington,2023-08-04,wta_500,True,hard,R16,16,3,Sakkari M.,Fernandez L.A.,9,86,3310.0,764.0,2,0,7,5,6,2,,,,,,,completed,1.57,2.38,1.65,2.35,1.65,2.4,1.61,2.29,2023_38_washington_citi_open,2023_38_washington_citi_open_2023-08-04_R16_sakkari_m_fernandez_l_a,1045,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2023,39,Canadian Open,Montreal,2023-08-08,wta_1000,True,hard,R64,64,3,Fernandez L.A.,Stearns P.,81,57,819.0,975.0,2,0,6,3,6,2,,,,,,,completed,1.57,2.38,1.66,2.35,1.68,2.4,1.62,2.27,2023_39_montreal_canadian_open,2023_39_montreal_canadian_open_2023-08-08_R64_fernandez_l_a_stearns_p,806,unmatched,no_name_pair_candidate
