year,tour,source_match_key,canonical_match_key,official_tournament_id,winner_id,loser_id,match_method,review_flag,data_quality_flag,source_candidate_count,canonical_candidate_count,round_agrees,winner_rank_points_diff,loser_rank_points_diff
2024,atp,2024_49_cincinnati_western_southern_financial_group_masters_2024-08-17_R16_draper_j_auger_aliassime_f,2024-0422_287,422,207733,200000,manual_override,False,,,,,,
2024,atp,2024_50_winston_salem_winston_salem_open_at_wake_forest_university_2024-08-19_R64_o_connell_c_kirchheimer_s,2024-6242_264,6242,106331,126177,manual_override,False,,,,,,
2024,atp,2024_1_brisbane_brisbane_international_2023-12-31_R32_popyrin_a_o_connell_c,2024-0339_280,339,200615,106331,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2023-12-31_R32_shevchenko_a_van_assche_l,2024-0339_284,339,207686,209414,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-01_R32_safiullin_r_shelton_b,2024-0339_281,339,126128,210097,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-01_R32_rune_h_purcell_m,2024-0339_285,339,208029,126845,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-01_R32_dimitrov_g_murray_a,2024-0339_270,339,105777,104918,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_hanfmann_y_korda_s,2024-0339_282,339,105870,200624,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_klein_l_baez_s,2024-0339_278,339,127760,202104,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_duckworth_j_wolf_j_j,2024-0339_283,339,105902,200670,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_altmaier_d_tu_l,2024-0339_271,339,127157,111454,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_machac_t_etcheverry_t,2024-0339_273,339,207830,144869,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_thompson_j_vukic_a,2024-0339_275,339,111442,126846,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_kubler_j_karatsev_a,2024-0339_277,339,106186,106234,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_arnaldi_m_fucsovics_m,2024-0339_279,339,208286,105916,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_nadal_r_thiem_d,2024-0339_276,339,104745,106233,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-02_R32_hijikata_r_kokkinakis_t,2024-0339_272,339,208014,106423,tournament_rank_unique,False,,1,1,True,0,0
2024,atp,2024_1_brisbane_brisbane_international_2024-01-03_R32_humbert_u_michelsen_a,2024-0339_274,339,200005,210506,tournament_rank_unique,False,,1,1,True,0,0
