source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2018-12-31,international,True,hard,R32,3,Puig M.,Mattek-Sands B.,53,350,1010.0,109.0,2,0,6,3,6,2,,,,,,,completed,1.36,3.0,1.38,3.29,1.43,3.29,1.37,3.09,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2018-12-31_puig_m_mattek_sands_b
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2018-12-31,international,True,hard,R32,3,Davis L.,Arruabarrena L.,173,82,340.0,731.0,2,0,6,2,6,2,,,,,,,completed,1.44,2.62,1.55,2.6,1.57,2.88,1.5,2.59,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2018-12-31_davis_l_arruabarrena_l
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2018-12-31,international,True,hard,R32,3,Kuzmova V.,Zidansek T.,50,79,1052.0,752.0,2,0,6,2,7,6,,,,,,,completed,1.61,2.2,1.65,2.36,1.68,2.5,1.62,2.28,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2018-12-31_kuzmova_v_zidansek_t
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2018-12-31,international,True,hard,R32,3,Bouchard E.,Brengle M.,87,88,692.0,676.0,2,0,6,3,6,3,,,,,,,completed,1.5,2.5,1.55,2.62,1.66,2.75,1.53,2.51,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2018-12-31_bouchard_e_brengle_m
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2018-12-31,international,True,hard,R32,3,Sorribes Tormo S.,Voegele S.,86,83,700.0,727.0,2,0,7,5,6,3,,,,,,,completed,2.25,1.57,2.4,1.63,3.27,1.65,2.35,1.59,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2018-12-31_sorribes_tormo_s_voegele_s
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Kenin S.,Martic P.,52,32,1024.0,1465.0,2,1,7,5,2,6,6,2,,,,,completed,2.0,1.72,2.13,1.79,2.15,1.83,2.03,1.78,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_kenin_s_martic_p
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Flipkens K.,Vickery S.,47,101,1058.0,610.0,2,0,6,2,6,2,,,,,,,completed,,,1.87,2.03,1.91,2.13,1.83,1.98,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_flipkens_k_vickery_s
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Strycova B.,Townsend T.,33,90,1460.0,673.0,2,1,6,2,6,7,6,3,,,,,completed,1.3,3.4,1.3,3.82,1.33,3.82,1.31,3.5,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_strycova_b_townsend_t
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Schoofs B.,Van Uytvanck A.,174,49,329.0,1055.0,0,0,3,4,,,,,,,,,retired,2.62,1.44,2.85,1.47,2.85,1.52,2.68,1.47,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_schoofs_b_van_uytvanck_a
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Hsieh S.W.,Hercog P.,28,85,1640.0,715.0,2,0,6,2,6,3,,,,,,,completed,1.5,2.5,1.61,2.45,1.63,2.63,1.55,2.46,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_hsieh_s_w_hercog_p
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Barthel M.,Soler-Espinosa S.,77,190,764.0,308.0,2,0,6,2,7,6,,,,,,,completed,1.44,2.62,1.48,2.84,1.5,3.06,1.45,2.74,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_barthel_m_soler_espinosa_s
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Goerges J.,Larsson J.,14,75,3055.0,778.0,2,0,6,0,6,4,,,,,,,completed,1.2,4.33,1.19,5.29,1.22,5.45,1.18,4.89,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_goerges_j_larsson_j
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Anisimova A.,Cepelova J.,96,188,635.0,310.0,1,0,6,2,3,0,,,,,,,retired,1.44,2.62,1.6,2.48,1.61,5.27,1.52,2.58,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_anisimova_a_cepelova_j
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Williams V.,Azarenka V.,39,51,1206.0,1051.0,2,1,6,3,1,6,6,3,,,,,completed,2.25,1.57,2.36,1.65,2.54,1.69,2.28,1.63,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_williams_v_azarenka_v
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R32,3,Andreescu B.,Babos T.,152,59,382.0,945.0,2,0,6,4,7,6,,,,,,,completed,1.72,2.0,1.68,2.29,1.78,2.3,1.69,2.17,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_andreescu_b_babos_t
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-02,international,True,hard,R32,3,Wozniacki C.,Siegemund L.,3,113,5586.0,517.0,2,0,6,3,6,2,,,,,,,completed,1.28,3.5,1.34,3.53,1.45,3.55,1.35,3.21,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-02_wozniacki_c_siegemund_l
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-01,international,True,hard,R16,3,Sorribes Tormo S.,Flipkens K.,86,47,700.0,1058.0,2,1,6,4,1,6,6,1,,,,,completed,2.62,1.44,2.72,1.52,2.75,1.55,2.61,1.49,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-01_sorribes_tormo_s_flipkens_k
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-02,international,True,hard,R16,3,Hsieh S.W.,Puig M.,28,53,1640.0,1010.0,2,0,6,1,7,6,,,,,,,completed,2.1,1.66,2.24,1.73,2.24,1.78,2.14,1.71,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-02_hsieh_s_w_puig_m
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-02,international,True,hard,R16,3,Bouchard E.,Schoofs B.,87,174,692.0,329.0,2,1,6,7,6,4,6,4,,,,,completed,1.28,3.5,1.28,4.11,1.32,4.11,1.28,3.69,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-02_bouchard_e_schoofs_b
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-02,international,True,hard,R16,3,Goerges J.,Barthel M.,14,77,3055.0,764.0,2,0,6,4,6,4,,,,,,,completed,1.28,3.5,1.32,3.78,1.33,3.85,1.29,3.59,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-02_goerges_j_barthel_m
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-02,international,True,hard,R16,3,Kuzmova V.,Kenin S.,50,52,1052.0,1024.0,2,1,7,5,5,7,6,3,,,,,completed,1.9,1.8,2.08,1.84,2.12,1.91,2.01,1.81,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-02_kuzmova_v_kenin_s
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-03,international,True,hard,R16,3,Anisimova A.,Strycova B.,96,33,635.0,1460.0,2,0,6,3,6,3,,,,,,,completed,1.66,2.1,1.79,2.15,1.87,2.2,1.77,2.07,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-03_anisimova_a_strycova_b
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-03,international,True,hard,R16,3,Williams V.,Davis L.,39,173,1206.0,340.0,2,0,6,4,6,3,,,,,,,completed,1.28,3.5,1.28,4.16,1.32,4.25,1.27,3.76,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-03_williams_v_davis_l
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-03,international,True,hard,R16,3,Andreescu B.,Wozniacki C.,152,3,382.0,5586.0,2,0,6,4,6,4,,,,,,,completed,4.33,1.2,4.73,1.23,4.73,1.3,4.16,1.23,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-03_andreescu_b_wozniacki_c
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-03,international,True,hard,QF,3,Kuzmova V.,Anisimova A.,50,96,1052.0,635.0,2,1,6,3,2,6,6,4,,,,,completed,2.3,1.61,2.39,1.66,2.4,1.69,2.3,1.63,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-03_kuzmova_v_anisimova_a
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-04,international,True,hard,QF,3,Goerges J.,Bouchard E.,14,87,3055.0,692.0,2,1,3,6,6,3,7,6,,,,,completed,1.36,3.2,1.37,3.43,1.4,3.43,1.36,3.15,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-04_goerges_j_bouchard_e
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-04,international,True,hard,QF,3,Andreescu B.,Williams V.,152,39,382.0,1206.0,2,1,6,7,6,1,6,3,,,,,completed,2.37,1.57,2.43,1.65,2.5,1.67,2.35,1.61,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-04_andreescu_b_williams_v
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-04,international,True,hard,QF,3,Hsieh S.W.,Sorribes Tormo S.,28,86,1640.0,700.0,2,0,6,3,6,2,,,,,,,completed,1.28,3.75,1.33,3.76,1.34,3.8,1.31,3.5,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-04_hsieh_s_w_sorribes_tormo_s
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-05,international,True,hard,SF,3,Goerges J.,Kuzmova V.,14,50,3055.0,1052.0,2,0,6,1,7,6,,,,,,,completed,1.33,3.4,1.34,3.64,1.37,3.64,1.33,3.33,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-05_goerges_j_kuzmova_v
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-05,international,True,hard,SF,3,Andreescu B.,Hsieh S.W.,152,28,382.0,1640.0,2,0,6,3,6,3,,,,,,,completed,1.9,1.9,2.07,1.86,2.07,2.2,1.93,1.89,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-05_andreescu_b_hsieh_s_w
tennis_data_uk,wta,2019,1,ASB Classic,Auckland,2019-01-06,international,True,hard,F,3,Goerges J.,Andreescu B.,14,152,3055.0,382.0,2,1,2,6,7,5,6,1,,,,,completed,1.4,3.0,1.43,3.14,1.5,3.15,1.42,2.91,2019_1_auckland_asb_classic,2019_1_auckland_asb_classic_2019-01-06_goerges_j_andreescu_b
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Tsurenko L.,Buzarnescu M.,27,24,1755.0,1820.0,2,0,6,0,6,2,,,,,,,completed,1.8,1.9,1.95,1.93,1.96,2.04,1.89,1.92,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_tsurenko_l_buzarnescu_m
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Birrell K.,Kasatkina D.,283,10,170.0,3415.0,2,1,5,7,6,4,7,6,,,,,completed,6.5,1.11,6.81,1.13,7.24,1.14,6.35,1.12,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_birrell_k_kasatkina_d
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Pliskova Ka.,Putintseva Y.,8,44,4465.0,1145.0,2,1,4,6,6,3,6,4,,,,,completed,1.16,5.0,1.2,5.11,1.21,5.3,1.18,4.86,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_pliskova_ka_putintseva_y
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Aiava D.,Mladenovic K.,247,43,226.0,1155.0,2,0,6,3,7,6,,,,,,,completed,2.0,1.72,2.1,1.81,2.3,1.81,2.12,1.73,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_aiava_d_mladenovic_k
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Bertens K.,Mertens E.,9,12,4335.0,3165.0,2,1,6,2,6,7,6,4,,,,,completed,1.9,1.8,2.06,1.84,2.06,1.88,1.99,1.82,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_bertens_k_mertens_e
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Vekic D.,Rybarikova M.,34,48,1455.0,1056.0,2,0,6,1,6,2,,,,,,,completed,1.5,2.5,1.57,2.55,1.6,2.6,1.55,2.48,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_vekic_d_rybarikova_m
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Dart H.,Hon P.,149,157,392.0,371.0,2,1,1,6,6,3,6,4,,,,,completed,1.53,2.37,1.54,2.63,1.57,2.7,1.53,2.52,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_dart_h_hon_p
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Kontaveit A.,Suarez Navarro C.,20,23,2480.0,2153.0,2,0,6,0,6,3,,,,,,,completed,1.72,2.0,1.79,2.12,1.83,2.12,1.79,2.02,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_kontaveit_a_suarez_navarro_c
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2018-12-31,premier,True,hard,R32,3,Bouzkova M.,Stosur S.,139,74,431.0,800.0,2,1,4,6,6,2,6,2,,,,,completed,1.61,2.2,1.58,2.52,1.67,2.65,1.58,2.39,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2018-12-31_bouzkova_m_stosur_s
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R32,3,Tomljanovic A.,Siniakova K.,46,31,1082.0,1492.0,2,1,1,6,6,3,6,0,,,,,completed,2.25,1.57,2.5,1.59,2.58,1.65,2.39,1.58,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_tomljanovic_a_siniakova_k
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R32,3,Konta J.,Stephens S.,37,6,1300.0,5023.0,2,0,6,4,6,3,,,,,,,completed,2.0,1.72,2.15,1.78,2.2,1.8,2.1,1.74,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_konta_j_stephens_s
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R32,3,Sevastova A.,Gavrilova D.,11,35,3240.0,1335.0,2,0,6,3,6,3,,,,,,,completed,1.4,2.75,1.48,2.83,1.5,3.37,1.44,2.77,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_sevastova_a_gavrilova_d
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R32,3,Sasnovich A.,Potapova A.,30,93,1570.0,648.0,2,0,6,4,7,5,,,,,,,completed,1.66,2.1,1.66,2.34,1.78,2.62,1.64,2.27,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_sasnovich_a_potapova_a
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R32,3,Kvitova P.,Collins D.,7,36,4630.0,1319.0,2,1,6,7,7,6,6,3,,,,,completed,1.2,4.33,1.26,4.21,1.28,4.5,1.24,4.06,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_kvitova_p_collins_d
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R16,3,Osaka N.,Aiava D.,5,247,5115.0,226.0,2,0,6,3,6,2,,,,,,,completed,1.14,5.5,1.18,5.56,1.19,6.41,1.16,5.34,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_osaka_n_aiava_d
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-01,premier,True,hard,R16,3,Tsurenko L.,Birrell K.,27,283,1755.0,170.0,2,0,6,4,6,3,,,,,,,completed,1.18,4.5,1.21,5.11,1.22,5.5,1.19,4.78,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-01_tsurenko_l_birrell_k
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-02,premier,True,hard,R16,3,Sevastova A.,Dart H.,11,149,3240.0,392.0,2,0,6,2,6,0,,,,,,,completed,1.12,6.0,1.17,5.94,1.2,6.1,1.16,5.35,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-02_sevastova_a_dart_h
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-02,premier,True,hard,R16,3,Kontaveit A.,Kvitova P.,20,7,2480.0,4630.0,2,0,7,5,7,6,,,,,,,completed,1.9,1.8,2.01,1.89,2.05,2.0,1.92,1.89,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-02_kontaveit_a_kvitova_p
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-02,premier,True,hard,R16,3,Vekic D.,Bertens K.,34,9,1455.0,4335.0,2,1,7,6,1,6,7,5,,,,,completed,2.2,1.61,2.35,1.67,2.35,1.69,2.27,1.64,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-02_vekic_d_bertens_k
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-02,premier,True,hard,R16,3,Pliskova Ka.,Bouzkova M.,8,139,4465.0,431.0,2,0,7,5,6,2,,,,,,,completed,1.2,4.33,1.24,4.58,1.25,4.7,1.21,4.39,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-02_pliskova_ka_bouzkova_m
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-02,premier,True,hard,R16,3,Tomljanovic A.,Konta J.,46,37,1082.0,1300.0,2,0,6,2,7,6,,,,,,,completed,3.25,1.33,3.18,1.41,3.25,1.45,2.98,1.4,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-02_tomljanovic_a_konta_j
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-02,premier,True,hard,R16,3,Sasnovich A.,Svitolina E.,30,4,1570.0,5350.0,2,1,6,4,0,6,6,3,,,,,completed,3.5,1.28,3.81,1.31,3.81,1.33,3.55,1.3,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-02_sasnovich_a_svitolina_e
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-03,premier,True,hard,QF,3,Osaka N.,Sevastova A.,5,11,5115.0,3240.0,2,1,3,6,6,0,6,4,,,,,completed,1.9,1.9,1.93,1.99,2.46,2.05,1.88,1.94,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-03_osaka_n_sevastova_a
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-03,premier,True,hard,QF,3,Tsurenko L.,Kontaveit A.,27,20,1755.0,2480.0,2,0,7,5,6,3,,,,,,,completed,2.2,1.66,2.3,1.71,2.47,1.71,2.27,1.64,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-03_tsurenko_l_kontaveit_a
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-04,premier,True,hard,QF,3,Vekic D.,Sasnovich A.,34,30,1455.0,1570.0,2,0,6,2,6,0,,,,,,,completed,1.72,2.1,1.83,2.12,1.87,2.2,1.77,2.07,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-04_vekic_d_sasnovich_a
tennis_data_uk,wta,2019,2,Brisbane International,Brisbane,2019-01-04,premier,True,hard,QF,3,Pliskova Ka.,Tomljanovic A.,8,46,4465.0,1082.0,2,1,6,1,1,6,6,1,,,,,completed,1.33,3.4,1.37,3.43,1.4,3.56,1.35,3.24,2019_2_brisbane_brisbane_international,2019_2_brisbane_brisbane_international_2019-01-04_pliskova_ka_tomljanovic_a
