tournament_group_id,group_name,level,title,year,start_date,end_date,surface,in_outdoor,city,country,singles_draw_size,doubles_draw_size,prize_money,prize_money_currency,singles_champion,status
219,EVANSVILLE,ITF,"WTT W100 - EVANSVILLE, IN, USA",2026,2026-07-20,2026-07-27,Hard,O,,USA,32,16,100000,USD,Caroline Dolehide,past
691,HORB,ITF,"WTT W50 - HORB, GERMANY",2026,2026-07-20,2026-07-26,Clay,O,,GER,32,16,40000,USD,Lea Nilsson,past
1082,PRAGUE,WTA 250,"Livesport Prague Open 2026 - Prague, CZE",2026,2026-07-20,2026-07-26,Hard,O,PRAGUE,CZE,32,16,283347,USD,Lilli Tagger,past
1131,PALERMO 125,WTA 125,"37° Palermo Ladies Open - Palermo, ITA",2026,2026-07-20,2026-07-26,Clay,O,PALERMO,ITA,32,16,115000,USD,Francesca Jones,past
2042,HAMBURG,WTA 250,"MSC Hamburg Ladies Open - Hamburg, GER",2026,2026-07-20,2026-07-26,Clay,O,HAMBURG,GER,32,16,283347,USD,Tamara Korpatsch,past
4246,CORDENONS,ITF,"WTT W75 - CORDENONS, ITALY",2026,2026-07-20,2026-07-26,Clay,O,,ITA,32,16,60000,USD,Mia Ristic,past
4422,SASKATOON,ITF,"WTT W35 - SASKATOON, CANADA",2026,2026-07-20,2026-07-26,Hard,O,,CAN,32,16,30000,USD,Teah Chavez,past
4733,KURSUMLIJSKA BANJA 11,ITF,"WTT W15- KURSUMLIJSKA BANJA 11, SERBIA",2026,2026-07-20,2026-07-26,Clay,O,,SRB,32,16,15000,USD,Ariana Geerlings,past
4784,VACARIA,ITF,"WTT W75 - VACARIA, BRAZIL",2026,2026-07-20,2026-07-26,Clay,I,,BRA,32,16,60000,USD,Julia Riera,past
4818,AMSTETTEN,ITF,"WTT W100- AMSTETTEN, AUSTRIA",2026,2026-07-20,2026-07-26,Clay,O,,AUT,32,16,100000,USD,Teodora Kostovic,past
4831,NOGENT-SUR-MARNE,ITF,"WTT W15 - NOGENT SUR MARNE, FRANCE",2026,2026-07-20,2026-07-26,Clay,O,,FRA,32,16,15000,USD,Agustina Chlpac,past
4878,HUAMANTLA 3,ITF,"WTT W15 - HUAMANTLA 3, MEXICO",2026,2026-07-20,2026-07-26,Hard,O,,MEX,32,16,15000,USD,Kallista Liu,past
4884,CLUJ NAPOCA,ITF,"WTT W15 - CLUJ-NAPOCA, ROMANIA",2026,2026-07-20,2026-07-26,Clay,O,,ROU,32,16,15000,USD,Ilinca Amariei,past
4924,BRISBANE 4,ITF,"WTT W15 - BRISBANE 4, AUSTRALIA",2026,2026-07-20,2026-07-26,Hard,O,,AUS,32,16,15000,USD,Destanee Aiava,past
4982,SANTA FE,ITF,"WTT W35 - SANTA FE, NEW MEXICO, USA",2026,2026-07-20,2026-07-26,Hard,O,,USA,32,16,30000,USD,Malaika Rapolu,past
4983,GENTOFTE,ITF,"WTT W35 - GENTOFTE, DENMARK",2026,2026-07-20,2026-07-26,Clay,O,,DEN,32,16,30000,USD,Lucia Cortez Llorca,past
2064,VANCOUVER 125,WTA 125,"Odlum Brown VanOpen - Vancouver, CAN",2026,2026-07-26,2026-08-01,Hard,O,VANCOUVER,CAN,32,16,225000,USD,Taylah Preston,past
151,HECHINGEN,ITF,"WTT W75 - HECHINGEN, GERMANY",2026,2026-07-27,2026-08-02,Clay,O,,GER,32,16,60000,USD,Barbora Palicova,past
443,DUBLIN,ITF,"WTT W50 - DUBLIN, IRELAND",2026,2026-07-27,2026-08-02,Carpet,O,,IRL,32,16,40000,USD,Vendula Valdmannova,past
856,ROGASKA SLATINA,ITF,"WTT W15 - ROGASKA SLATINA, SLOVENIA",2026,2026-07-27,2026-08-02,Clay,O,,SLO,32,16,15000,USD,Alja Senica,past
900,LEXINGTON,ITF,"WTT W75 - LEXINGTON, KY, USA",2026,2026-07-27,2026-08-02,Hard,O,,USA,32,16,60000,USD,Anastasia Kulikova,past
1045,WASHINGTON DC,WTA 500,"Mubadala DC Open - Washington, DC, USA",2026,2026-07-27,2026-08-02,Hard,O,WASHINGTON DC,USA,28,16,1637982,USD,Alexandra Eala,past
1163,TARGU MURES 125,WTA 125,"AXERIA Open 2026 powered by INTARO Sport - Targu Mures, ROU",2026,2026-07-27,2026-08-02,Clay,O,TARGU MURES,ROU,32,16,115000,USD,Laura Samson,past
1167,MEMPHIS,WTA 250,"The Memphis Classic - Memphis, TN, USA",2026,2026-07-27,2026-08-02,Hard,O,MEMPHIS,USA,32,16,283347,USD,Kristina Liutova,past
2478,SAVITAIPALE,ITF,"WTT W15 - SAVITAIPALE, FINLAND",2026,2026-07-27,2026-08-02,Clay,O,,FIN,32,16,15000,USD,Elza Tomase,past
2771,KNOKKE,ITF,"WTT W50 - KNOKKE-HEIST, BELGIUM",2026,2026-07-27,2026-08-02,Clay,O,,BEL,32,16,40000,USD,Jule Niemeier,past
2877,ASTANA 3,ITF,"WTT W15 - ASTANA 3, KAZAKHSTAN",2026,2026-07-27,2026-08-02,Hard,O,,KAZ,32,16,15000,USD,Edda Mamedova,past
4641,ALDERSHOT,ITF,"WTT W35- ALDERSHOT, GREAT BRITAIN",2026,2026-07-27,2026-08-02,Hard,O,,GBR,32,16,30000,USD,Rina Saigo,past
4751,GRAN CANARIA,ITF,"WTT W100 - GRAN CANARIA, SPAIN",2026,2026-07-27,2026-08-02,Clay,O,,ESP,32,16,100000,USD,Laura Pigossi,past
4759,KURSUMLIJSKA BANJA 12,ITF,"WTT W15 - KURSUMLIJSKA BANJA 12, SERBIA",2026,2026-07-27,2026-08-02,Clay,O,,SRB,32,16,15000,USD,Ariana Geerlings,past
4821,BIELKSO-BIALA,ITF,"WTT W15 - BIELSKO BIALA, POLAND",2026,2026-07-27,2026-08-02,Clay,O,,POL,32,16,15000,USD,Emma Slavikova,past
4880,FLORENCE,ITF,"WTT W35 - FLORENCE, SOUTH CAROLINA",2026,2026-07-27,2026-08-02,Hard,O,,USA,32,16,30000,USD,Annika Penickova,past
4882,PERGAMINO,ITF,"WTT W35 - PERGAMINO, ARGENTINA",2026,2026-07-27,2026-08-02,Clay,O,,ARG,32,16,30000,USD,Carolina Alves,past
4885,HUAMANTLA 4,ITF,"WTT W15 - HUAMANTLA 4, MEXICO",2026,2026-07-27,2026-08-02,Hard,O,,MEX,32,16,15000,USD,Mika Buchnik,past
4931,BRISBANE 5,ITF,"WTT W15 - BRISBANE 5, AUSTRALIA",2026,2026-07-27,2026-08-02,Hard,O,,AUS,32,16,15000,USD,Mutsumi Uemura,past
806,MONTREAL,WTA 1000,"National Bank Open presented by Rogers - Toronto, CAN",2026,2026-08-02,2026-08-13,Hard,O,TORONTO,CAN,96,32,7433076,USD,Iga Swiatek,past
162,KOKSIJDE,ITF,"WTT W75 - KOKSIJDE, BELGIUM",2026,2026-08-03,2026-08-09,Clay,O,,BEL,32,16,60000,USD,Noemi Basiletti,past
2087,WARSAW 125,WTA 125,"Warsaw T-Mobile Polish Open - Warsaw, POL",2026,2026-08-03,2026-08-08,Hard,O,WARSAW,POL,32,8,115000,USD,Carol Young Suh Lee,past
2607,LANDISVILLE,ITF,"WTT W100 - LANDISVILLE, PENNSYLVANIA, USA",2026,2026-08-03,2026-08-09,Hard,O,,USA,32,16,100000,USD,Hanne Vandewinkel,past
2912,ASTANA 4,ITF,"WTT W15 - ASTANA 4, KAZAKHSTAN",2026,2026-08-03,2026-08-09,Hard,O,,KAZ,32,16,15000,USD,Asylzhan Arystanbekova,past
3160,TIANJIN,ITF,"WTT W15 - TIANJIN, CHINA",2026,2026-08-03,2026-08-09,Hard,O,,CHN,32,16,15000,USD,Junhan Zhang,past
3193,LEIPZIG,ITF,"WTT W75 - LEIPZIG, GERMANY",2026,2026-08-03,2026-08-09,Clay,O,,GER,32,16,60000,USD,Irene Burillo,past
4456,ROEHAMPTON 2,ITF,"WTT W35 - ROEHAMPTON 2, GREAT BRITAIN",2026,2026-08-03,2026-08-09,Hard,O,,GBR,32,16,30000,USD,Amelia Rajecki,past
4539,OURENSE,ITF,"WTT W75 - OURENSE, SPAIN",2026,2026-08-03,2026-08-09,Hard,O,,ESP,32,16,60000,USD,Sonja Zhiyenbayeva,past
4765,KURSUMLIJSKA BANJA 13,ITF,"WTT W15 - KURSUMLIJSKA BANJA 13, SERBIA",2026,2026-08-03,2026-08-09,Clay,O,,SRB,32,16,15000,USD,Felitsata Dorofeeva-Rybas,past
4814,CHACABUCO,ITF,"WTT W35 -CHACABUCO, ARGENTINA",2026,2026-08-03,2026-08-09,Clay,O,,ARG,32,16,30000,USD,Giorgia Pedone,past
4887,HAMEENLINNA,ITF,"WTT W15 - HAMEENLINNA, FINLAND",2026,2026-08-03,2026-08-09,Clay,O,,FIN,32,16,15000,USD,Amelie Justine Hejtmanek,past
4889,SOUTHAVEN,ITF,"WTT W35 -SOUTHAVEN, UNITES STATES",2026,2026-08-03,2026-08-09,Hard,O,,USA,32,16,30000,USD,Dana Guzman,past
292,VIGO,ITF,"WTT W35 - VIGO, SPAIN",2026,2026-08-10,2026-08-16,Hard,O,,ESP,32,16,30000,USD,Sonja Zhiyenbayeva,past
827,CAMPOS DO JORDAO,ITF,"WTT W15 - CAMPOS DO JORDAO, BRAZIL",2026,2026-08-10,2026-08-16,Hard,O,,BRA,32,16,15000,USD,Luiza Fullana,past
997,BUCHAREST 3,ITF,"WTT W15 - BUCHAREST 3, ROMANIA",2026,2026-08-10,2026-08-16,Clay,O,,ROU,32,16,15000,USD,Maria Sara Popa,past
2593,HAMBURG,ITF,"WTT W50 - HAMBURG, GERMANY",2026,2026-08-10,2026-08-16,Clay,O,,GER,32,16,40000,USD,Anna Siskova,past
2990,ASTANA 5,ITF,"WTT W15 - ASTANA 5, KAZAKHSTAN",2026,2026-08-10,2026-08-16,Hard,O,,KAZ,32,16,15000,USD,Asylzhan Arystanbekova,past
4530,BYDGOSZCZ,ITF,"WTT W35 - BYDGOSZCZ, POLAND",2026,2026-08-10,2026-08-16,Clay,O,,POL,32,16,30000,USD,Daria Kuczer,past
4730,TIANJIN 2,ITF,"WTT W15 - TIANJIN 2, CHINA",2026,2026-08-10,2026-08-16,Hard,O,,CHN,32,16,15000,USD,Chengyiyi Yuan,past
4767,KURSUMLIJSKA BANJA 14,ITF,"WTT W75 - KURSUMLIJSKA BANJA 14, SERBIA",2026,2026-08-10,2026-08-16,Clay,O,,SRB,32,16,60000,USD,Mia Ristic,past
4984,ALDERSHOT 2,ITF,"WTT W35- ALDERSHOT 2, GREAT BRITAIN",2026,2026-08-10,2026-08-16,Hard,O,,GBR,32,16,30000,USD,Susan Bandecchi,past
1017,CINCINNATI,WTA 1000,"Cincinnati Open - Cincinnati, OH, USA",2026,2026-08-13,2026-08-23,Hard,O,CINCINNATI,USA,96,32,7433076,USD,Coco Gauff,past
2544,PRAGUE 2,ITF,"WTT W50 - PRAGUE 2, CZECH REPUBLIC",2026,2026-08-17,2026-08-23,Clay,O,,CZE,32,16,40000,USD,Jana Kovackova,past
2649,KRAKOW,ITF,"WTT W35 - KRAKOW, POLAND",2026,2026-08-17,2026-08-23,Clay,O,,POL,32,16,30000,USD,Ariana Geerlings,past
2783,WANFERCEE-BAULET,ITF,"WTT W15 - WANFERCEE-BAULET, BELGIUM",2026,2026-08-17,2026-08-23,Clay,O,,BEL,32,16,15000,USD,Maria Andrienko,past
3186,CAMPOS DO JORDAO 2,ITF,"WTT W15 - CAMPOS DO JORDAO 2, BRAZIL",2026,2026-08-17,2026-08-23,Hard,O,,BRA,32,16,15000,USD,Carolina  Bohrer Martins,past
4326,VERBIER,ITF,"WTT W35 - VERBIER, SWITZERLAND",2026,2026-08-17,2026-08-23,Clay,O,,SUI,32,16,30000,USD,Valentini Grammatikopoulou,past
4542,ERWITTE,ITF,"WTT W35 - ERWITTE, GERMANY",2026,2026-08-17,2026-08-23,Clay,O,,GER,32,16,30000,USD,Valentina  Steiner,past
4734,TIANJIN 3,ITF,"WTT W15 - TIANJIN 3, CHINA",2026,2026-08-17,2026-08-23,Hard,O,,CHN,32,16,15000,USD,Rinko Matsuda,past
4754,BISTRITA,ITF,"WTT W35 - BISTRITA, ROMANIA",2026,2026-08-17,2026-08-23,Clay,O,,ROU,32,16,30000,USD,Teodora Miron,past
4769,KURSUMLIJSKA BANJA 15,ITF,"WTT W75- KURSUMLIJSKA BANJA 15, SERBIA",2026,2026-08-17,2026-08-23,Clay,O,,SRB,32,16,60000,USD,Rada Zolotareva,past
4895,LOGRONO,ITF,"WTT W15 - LOGRONO, SPAIN",2026,2026-08-17,2026-08-23,Hard,O,,ESP,32,16,15000,USD,Juliana Giaccio,past
1039,MONTERREY,WTA 500,"Abierto GNP Seguros - Monterrey, MEX",2026,2026-08-23,2026-08-29,Hard,O,MONTERREY,MEX,28,16,1206446,USD,Diane Parry,past
1166,PHILADELPHIA 125,WTA 125,"Ennoble Care Philly Open - Philadelphia, PA, USA",2026,2026-08-23,2026-08-29,Hard,O,PHILADELPHIA,USA,32,16,115000,USD,Katie Volynets,past
665,BYTOM,ITF,"WTT W75 - BYTOM, POLAND",2026,2026-08-24,2026-08-30,Clay,O,,POL,32,16,60000,USD,Barbora Palicova,past
2231,BRASOV,ITF,"WTT W15 - BRASOV, ROMANIA",2026,2026-08-24,2026-08-30,Clay,O,,ROU,32,16,15000,USD,Ashley Lahey,past
2547,BARUERI,ITF,"WTT W35 - BARUERI, BRAZIL",2026,2026-08-24,2026-08-30,Hard,O,,BRA,32,16,30000,USD,Cadence Brace,past
2896,TRIESTE,ITF,"WTT W35 - TRIESTE, ITALY",2026,2026-08-24,2026-08-30,Clay,O,,ITA,32,16,30000,USD,Gabriela Ce,past
3198,OLDENZAAL,ITF,"WTT W50 - OLDENZAAL, NETHERLANDS",2026,2026-08-24,2026-08-30,Clay,O,,NED,32,16,40000,USD,Nastasja Schunk,past
4537,MONASTIR 30,ITF,"WTT W15 - MONASTIR 30, TUNISIA",2026,2026-08-24,2026-08-30,Hard,O,,TUN,32,16,15000,USD,Sofia Rojas,past
4738,TIANJIN 4,ITF,"WTT W15 - TIANJIN 4, CHINA",2026,2026-08-24,2026-08-30,Hard,O,,CHN,32,16,15000,USD,Han Shi,past
4770,KURSUMLIJSKA BANJA 16,ITF,"WTT W50- KURSUMLIJSKA BANJA 16, SERBIA",2026,2026-08-24,2026-08-30,Clay,O,,SRB,32,16,40000,USD,Samira De Stefano,past
4898,VERBIER 2,ITF,"WTT W35 - VERBIER 2, SWITZERLAND",2026,2026-08-24,2026-08-30,Clay,O,,SUI,32,16,30000,USD,Anastasija Cvetkovic,past
4941,TORELLO,ITF,"WTT W15 - TORELLO, SPAIN",2026,2026-08-24,2026-08-30,Hard,O,,ESP,32,16,15000,USD,Anne Christine Lutkemeyer Obregon,past
4985,HURGHADA 8,ITF,"WTT W15 - HURGHADA 8, EGYPT",2026,2026-08-24,2026-08-30,Hard,O,,EGY,32,16,15000,USD,Dune Vaissaud,past
905,US OPEN,Grand Slam,"US Open - New York, NY, USA",2026,2026-08-30,2026-09-13,Hard,O,NEW YORK,USA,128,64,48980000,USD,Elena Rybakina,past
308,PECS,ITF,"WTT W15 - PECS, HUNGARY",2026,2026-08-31,2026-09-06,Clay,O,,HUN,32,16,15000,USD,Enola Chiesa,past
2603,BADALONA,ITF,"WTT W15 - BADALONA, SPAIN",2026,2026-08-31,2026-09-06,Clay,O,,ESP,32,16,15000,USD,Ashley Lahey,past
3199,YEONGWOL,ITF,"WTT W15 - YEONGWOL, KOREA",2026,2026-08-31,2026-09-06,Hard,O,,KOR,32,16,15000,USD,Naho Sato,past
4336,HAREN,ITF,"WTT W15 - HAREN, NETHERLANDS",2026,2026-08-31,2026-09-06,Clay,O,,NED,32,16,15000,USD,Charlotte Van Zonneveld,past
4433,GRODZISK MAZOWIECKI,ITF,"WTT W15 - GRODZISK MAZOWIECKI, POLAND",2026,2026-08-31,2026-09-06,Hard,O,,POL,32,16,15000,USD,Kateryna Lazarenko,past
4485,SAINT PALAIS SUR MER,ITF,"WTT W50 - SAINT PALAIS SUR MER, FRANCE",2026,2026-08-31,2026-09-06,Clay,O,,FRA,32,16,40000,USD,Fiona Ferro,past
4540,MONASTIR 31,ITF,"WTT W15 - MONASTIR 31, TUNISIA",2026,2026-08-31,2026-09-06,Hard,O,,TUN,32,16,15000,USD,Carolyn Ansari,past
4640,BRASOV 2,ITF,"WTT W15 - BRASOV 2, ROMANIA",2026,2026-08-31,2026-09-06,Clay,O,,ROU,32,16,15000,USD,Alesia Breaz,past
4766,FIANO ROMANO,ITF,"WTT W15 - FIANO ROMANO, ITALY",2026,2026-08-31,2026-09-06,Clay,O,,ITA,32,16,15000,USD,,past
4771,LUJAN,ITF,"WTT W15 - LUJAN, ARGENTINA",2026,2026-08-31,2026-09-06,Clay,O,,ARG,32,16,15000,USD,Victoria Bosio,past
4816,KURSUMLIJSKA BANJA 17,ITF,"WTT W35 - KURSUMLIJSKA BANJA 17, SERBIA",2026,2026-08-31,2026-09-06,Clay,O,,SRB,32,16,30000,USD,Ksenia Zaytseva,past
4826,LLEIRIA,ITF,"WTT W50 - LEIRIA, PORTUGAL",2026,2026-08-31,2026-09-06,Hard,O,,POR,32,16,40000,USD,Hannah Klugman,past
4915,CAP D'AGDE,ITF,"WTT W15 - CAP D'AGDE, FRANCE",2026,2026-08-31,2026-09-06,Clay,O,,FRA,32,16,15000,USD,Jahnie Van Zyl,past
4986,TIANJIN 5,ITF,"WTT W75 - TIANJIN 5, CHINA",2026,2026-08-31,2026-09-06,Hard,O,,CHN,32,16,60000,USD,Joanna Garland,past
4987,PORTO VELHO,ITF,"WTT W15 - PORTO VELHO, BRAZIL",2026,2026-08-31,2026-09-06,Hard,O,,BRA,32,16,15000,USD,Ana Sofia Sánchez,past
4988,HURGHADA 9,ITF,"WTT W15 - HURGHADA 9, EGYPT",2026,2026-08-31,2026-09-06,Hard,O,,EGY,32,16,15000,USD,Yasmin Ezzat,past
1112,MONTREUX 125,WTA 125,"Montreux Nestlé Open - Montreux, SUI",2026,2026-09-07,2026-09-13,Clay,O,MONTREUX,SUI,32,8,115000,USD,Fiona Ferro,past
1173,ANTALYA 125 (ATIK),WTA 125,"ATIK Antalya Open - Antalya, TUR",2026,2026-09-07,2026-09-13,Clay,O,ANTALYA,TUR,32,16,115000,USD,Rositsa Dencheva,past
2093,BARRANQUILLA 125,WTA 125,"Kia Open - Barranquilla, COL",2026,2026-09-07,2026-09-13,Hard,O,BARRANQUILLA,COL,32,8,115000,USD,Claire Liu,past
2360,EVORA,ITF,"WTT W50 - EVORA, PORTUGAL",2026,2026-09-07,2026-09-13,Hard,O,,POR,32,16,40000,USD,Matilde Jorge,past
4209,GUIYANG,ITF,"WTT W50 - GUIYANG, CHINA",2026,2026-09-07,2026-09-13,Hard,O,,CHN,32,16,40000,USD,Alexandra Shubladze,past
2075,GUADALAJARA 500,WTA 500,"Guadalajara Open presentado por Santander - Guadalajara, MEX",2026,2026-09-13,2026-09-19,Hard,O,GUADALAJARA,MEX,28,16,1206446,USD,,past
1136,CALDAS DA RAINHA 125,WTA 125,"Caldas da Rainha Ladies Open - Caldas Da Rainha, POR",2026,2026-09-14,2026-09-20,Hard,O,CALDAS DA RAINHA,POR,32,16,115000,USD,,past
1139,SAO PAULO,WTA 250,"SP Open - Sao Paulo, BRA",2026,2026-09-14,2026-09-20,Hard,O,SAO PAULO,BRA,32,16,283347,USD,,past
2044,LJUBLJANA 125,WTA 125,"Zavarovalnica Triglav Ljubljana - Ljubljana, SLO",2026,2026-09-14,2026-09-20,Clay,O,LJUBLJANA,SLO,32,16,115000,USD,,past
2061,VALENCIA 125,WTA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",2026,2026-09-14,2026-09-20,Clay,O,VALENCIA,ESP,32,8,115000,USD,,past
1024,SEOUL,WTA 250,"Korea Open - Seoul, KOR",2026,2026-09-21,2026-09-27,Hard,O,SEOUL,KOR,32,16,283347,USD,,inProgress
1133,TOLENTINO 125,WTA 125,"Delta Motors Tolentino Open - Tolentino, ITA",2026,2026-09-21,2026-09-27,Clay,O,TOLENTINO,ITA,32,16,115000,USD,,live
1135,PORTO 125,WTA 125,"Eupago Porto Open - Porto, POR",2026,2026-09-21,2026-09-27,Hard,O,PORTO,POR,32,16,115000,USD,,inProgress
1152,SINGAPORE,WTA 500,"Singapore Tennis Open presented by BNP Paribas - Singapore, SIN",2026,2026-09-21,2026-09-27,Hard,I,SINGAPORE,SIN,28,16,1206446,USD,,inProgress
1178,ANKARA 125,WTA 125,"Turk Telekom Ankara Open - Ankara, TUR",2026,2026-09-21,2026-09-27,Hard,O,ANKARA,TUR,32,16,115000,USD,,live
1143,JINGSHAN 125,WTA 125,"Jingshan Tennis Open - Jingshan, CHN",2026,2026-09-28,2026-10-04,Hard,O,JINGSHAN,CHN,32,16,115000,USD,,future
1179,ADANA 125,WTA 125,"Adana Open - Adana, TUR",2026,2026-09-28,2026-10-04,Hard,O,ADANA,TUR,32,16,115000,USD,,future
1020,BEIJING,WTA 1000,"China Open - Beijing, CHN",2026,2026-09-30,2026-10-11,Hard,O,BEIJING,CHN,96,32,9415725,USD,,future
1147,SUZHOU 125,WTA 125,"Suzhou Open - Suzhou, CHN",2026,2026-10-05,2026-10-11,Hard,O,SUZHOU,CHN,32,16,115000,USD,,future
1149,SAMSUN 125,WTA 125,"Samsun Open - Samsun, TUR",2026,2026-10-05,2026-10-11,Hard,O,SAMSUN,TUR,32,16,115000,USD,,future
1075,WUHAN,WTA 1000,"Wuhan Open - Wuhan, CHN",2026,2026-10-12,2026-10-18,Hard,O,WUHAN,CHN,56,28,4088211,USD,,future
1128,MALLORCA 125,WTA 125,"Vanda Pharmaceuticals Mallorca Women's Championships - Mallorca, ESP",2026,2026-10-12,2026-10-18,Clay,O,MALLORCA,ESP,32,8,115000,USD,,future
1140,ROVERETO 125,WTA 125,"RoveretOpen Città della Pace - Rovereto, ITA",2026,2026-10-12,2026-10-18,Hard,I,ROVERETO,ITA,32,16,115000,USD,,future
1168,LISBON 125,WTA 125,"Lisboa Belem Open - Lisbon, POR",2026,2026-10-12,2026-10-18,Clay,O,LISBON,POR,32,16,115000,USD,,future
405,OSAKA,WTA 250,"Kinoshita Group Japan Open - Osaka, JPN",2026,2026-10-19,2026-10-25,Hard,O,OSAKA,JPN,32,16,283347,USD,,future
1150,RIO DE JANEIRO 125,WTA 125,"Río Ladies Open by MundoTênis Tours  - Rio De Janeiro, BRA",2026,2026-10-19,2026-10-25,Clay,O,RIO DE JANEIRO,BRA,32,16,115000,USD,,future
2092,NINGBO,WTA 500,"Ningbo Open - Ningbo, CHN",2026,2026-10-19,2026-10-25,Hard,O,NINGBO,CHN,28,16,1206446,USD,,future
1023,GUANGZHOU,WTA 250,"Guangzhou Open - Guangzhou, CHN",2026,2026-10-26,2026-11-01,Hard,O,GUANGZHOU,CHN,32,16,283347,USD,,future
1056,TOKYO,WTA 500,"Toray Pan Pacific Open Tennis - Tokyo, JPN",2026,2026-10-26,2026-11-01,Hard,O,TOKYO,JPN,28,16,1206446,USD,,future
1145,QUERETARO 125,WTA 125,"Queretaro Open - Queretaro, MEX",2026,2026-10-26,2026-11-01,Clay,O,QUERETARO,MEX,32,8,115000,USD,,future
1174,COURMAYEUR 125,WTA 125,"Valle D'Aosta Ladies Open - Courmayeur, ITA",2026,2026-10-26,2026-11-01,Hard,I,COURMAYEUR,ITA,32,8,115000,USD,,future
1180,CURITIBA 125,WTA 125,"Curitiba Open - Curitiba, BRA",2026,2026-10-26,2026-11-01,Clay,O,CURITIBA,BRA,32,8,115000,USD,,future
1074,HONG KONG,WTA 250,"Prudential Hong Kong Tennis Open - Hong Kong, China",2026,2026-11-02,2026-11-08,Hard,O,HONG KONG,HKG,32,16,283347,USD,,future
1110,CALI 125,WTA 125,"Cali Open - Cali, COL",2026,2026-11-02,2026-11-07,Clay,O,CALI,COL,32,8,115000,USD,,future
1148,CHENNAI,WTA 250,"Chennai Open - Chennai, IND",2026,2026-11-02,2026-11-08,Hard,O,CHENNAI,IND,32,16,283347,USD,,future
1169,MIAMI 125,WTA 125,"American Tennis Open Miami - Miami, FL, USA",2026,2026-11-02,2026-11-08,Hard,O,MIAMI,USA,32,16,125000,USD,,future
1176,LUANDA 125,WTA 125,"Angola Ladies Open - Angola, ANG",2026,2026-11-02,2026-11-08,Hard,O,LUANDA,ANG,32,16,115000,USD,,future
808,WTA FINALS,Finals,WTA Finals Indian Wells,2026,2026-11-08,2026-11-15,Hard,O,INDIAN WELLS,USA,8,8,0,USD,,future
1181,SOPO 125,WTA 125,"Cundinamarca Open - Sopo, COL",2026,2026-11-09,2026-11-14,Clay,O,SOPO,COL,32,8,115000,USD,,future
2076,COLINA 125,WTA 125,"LP Open by IND - Colina, CHI",2026,2026-11-16,2026-11-22,Clay,O,COLINA,CHI,32,8,115000,USD,,future
2052,BUENOS AIRES 125,WTA 125,"IEB+ Argentina Open - Buenos Aires, ARG",2026,2026-11-23,2026-11-29,Clay,O,BUENOS AIRES,ARG,32,8,115000,USD,,future
1118,QUITO 125,WTA 125,"Quito Open - Quito, ECU",2026,2026-11-30,2026-12-06,Clay,O,QUITO,ECU,32,8,115000,USD,,future
2056,ANGERS 125,WTA 125,"Open Angers Loire Trélazé - Angers, FRA",2026,2026-11-30,2026-12-06,Hard,I,ANGERS,FRA,32,8,115000,USD,,future
1072,LIMOGES 125,WTA 125,"Open BLS de Limoges - Limoges, FRA",2026,2026-12-14,2026-12-20,Hard,I,LIMOGES,FRA,32,8,115000,USD,,future
