tournament_group_id,group_name,level,title,year,start_date,end_date,surface,in_outdoor,city,country,singles_draw_size,doubles_draw_size,prize_money,prize_money_currency,singles_champion,status
4948,AHMEDABAD,ITF,"WTT W15 - AHMEDABAD, INDIA",2026,2025-12-29,2026-01-04,Hard,O,,IND,32,16,15000,USD,Mariia Golovina,past
2742,MONASTIR,ITF,"WTT W15 - MONASTIR, TUNISIA",2026,2025-12-29,2026-01-04,Hard,O,,TUN,32,16,15000,USD,Lan Mi,past
4440,NAIROBI,ITF,"WTT W35 - NAIROBI, KENYA",2026,2025-12-29,2026-01-04,Clay,O,,KEN,32,16,30000,USD,Angella Okutoyi,past
2084,UNITED CUP,WTA 500,"United Cup - Australia, AUS",2026,2026-01-02,2026-01-11,Hard,O,PERTH + SYDNEY,AUS,0,0,5903345,USD,,past
800,BRISBANE,WTA 500,"Brisbane International - Brisbane, AUS",2026,2026-01-04,2026-01-11,Hard,O,BRISBANE,AUS,48,16,1691602,USD,Aryna Sabalenka,past
2096,CANBERRA 125,WTA 125,"Workday Canberra International - Canberra, AUS",2026,2026-01-05,2026-01-10,Hard,O,CANBERRA,AUS,32,16,225000,USD,Joanna Garland,past
2403,OSLO,ITF,"WTT W15 - OSLO, NORWAY",2026,2026-01-05,2026-01-11,Hard,I,,NOR,32,16,15000,USD,Katarina Kuzmova,past
4902,HURGHADA,ITF,"WTT W15 - HURGHADA, EGYPT",2026,2026-01-05,2026-01-11,Hard,O,,EGY,32,16,15000,USD,Daria Egorova,past
4949,CAYENNE,ITF,"WTT W15 - CAYENNE, FRANCE",2026,2026-01-05,2026-01-11,Hard,O,,FRA,32,16,15000,USD,Jasmijn Gimbrere,past
2927,MONASTIR 2,ITF,"WTT W15 - MONASTIR 2, TUNISIA",2026,2026-01-05,2026-01-11,Hard,O,,TUN,32,16,15000,USD,Carolyn Ansari,past
1049,AUCKLAND,WTA 250,"ASB Classic - Auckland, NZL",2026,2026-01-05,2026-01-11,Hard,O,AUCKLAND,NZL,32,16,283347,USD,Elina Svitolina,past
911,ANTALYA,ITF,"WTT W35 - ANTALYA, TURKEY",2026,2026-01-05,2026-01-11,Clay,O,,TUR,32,16,30000,USD,Andreea Prisacariu,past
734,NIAROBI 2,ITF,"WTT W35 - NAIROBI 2, KENYA",2026,2026-01-05,2026-01-11,Clay,O,,KEN,32,16,30000,USD,Angella Okutoyi,past
698,NONTHABURI,ITF,"WTT W75 - NONTHABURI, THAILAND",2026,2026-01-05,2026-01-11,Hard,O,,THA,32,16,60000,USD,Mananchaya Sawangkaew,past
2014,ADELAIDE,WTA 500,"Adelaide International - Adelaide, AUS",2026,2026-01-12,2026-01-17,Hard,O,ADELAIDE,AUS,30,16,1206446,USD,Mirra Andreeva,past
2347,MANCHESTER,ITF,"WTT W50 - MANCHESTER, GREAT BRITAIN",2026,2026-01-12,2026-01-18,Hard,I,,GBR,32,16,40000,USD,Celine Naef,past
174,BUENOS AIRES,ITF,"WTT W50 - BUENOS AIRES, ARGENTINA",2026,2026-01-12,2026-01-18,Clay,O,,ARG,32,16,40000,USD,Dalila Spiteri,past
4906,HURGHADA 2,ITF,"WTT W15 - HURGHADA 2, EGYPT",2026,2026-01-12,2026-01-18,Hard,O,,EGY,32,16,15000,USD,Daria Egorova,past
4950,BRADENTON,ITF,"WTT W35 - BRADENTON, FL, UNITED STATES",2026,2026-01-12,2026-01-18,Hard,O,,USA,32,16,30000,USD,Bianca Andreescu,past
2684,ANTALYA 2,ITF,"WTT W35 - ANTALYA 2, TURKEY",2026,2026-01-12,2026-01-18,Clay,O,,TUR,32,16,30000,USD,Darya Astakhova,past
1050,HOBART,WTA 250,"Hobart International - Hobart, AUS",2026,2026-01-12,2026-01-17,Hard,O,HOBART,AUS,32,16,283347,USD,Elisabetta Cocciaretto,past
3020,LE LAMENTIN (MARTINIQUE),ITF,"WTT W35 - LE LAMENTIN (MARTINIQUE), FRANCE",2026,2026-01-12,2026-01-18,Hard,O,,FRA,32,16,30000,USD,Kayla Day,past
4340,MONASTIR 3,ITF,"WTT W15 - MONASTIR 3, TUNISIA",2026,2026-01-12,2026-01-18,Hard,O,,TUN,32,16,15000,USD,Samira De Stefano,past
555,NONTHABURI 2,ITF,"WTT W75 - NONTHABURI 2, THAILAND",2026,2026-01-12,2026-01-18,Hard,O,,THA,32,16,60000,USD,Lisa Pigato,past
901,AUSTRALIAN OPEN,Grand Slam,"Australian Open - Melbourne, AUS",2026,2026-01-18,2026-02-01,Hard,O,MELBOURNE,AUS,128,64,31834276,USD,Elena Rybakina,past
89,ANTALYA 3,ITF,"WTT W15 - ANTALYA 3, TURKEY",2026,2026-01-19,2026-01-25,Clay,O,,TUR,32,16,15000,USD,,past
2301,MANAMA,ITF,"WTT W75 - MANAMA, BAHRAIN",2026,2026-01-19,2026-01-25,Hard,O,,BRN,32,16,60000,USD,Alina Korneeva,past
2726,PETIT-BOURG (GUADELOUPE),ITF,"WTT W35 - PETIT BOURG (GUADELOUPE), FRANCE",2026,2026-01-19,2026-01-25,Hard,O,,FRA,32,16,30000,USD,Margaux Rouvroy,past
4849,LEZNO,ITF,"WTT W75 - LESZNO, POLAND",2026,2026-01-19,2026-01-25,Hard,I,,POL,32,16,60000,USD,Mia Pohankova,past
4164,WESTON,ITF,"WTT W35 - WESTON, FL, UNITED STATES",2026,2026-01-19,2026-01-25,Clay,O,,USA,32,16,30000,USD,Akasha Urhobo,past
700,BUENOS AIRES 2,ITF,"WTT W35 - BUENOS AIRES 2, ARGENTINA",2026,2026-01-19,2026-01-25,Clay,O,,ARG,64,16,30000,USD,Carolina Alves,past
4342,MONASTIR 4,ITF,"WTT W50 - MONASTIR 4, TUNISIA",2026,2026-01-19,2026-01-25,Hard,O,,TUN,32,16,40000,USD,Anastasia Gasanova,past
2425,PORTO,ITF,"WTT W75 - PORTO, PORTUGAL",2026,2026-01-26,2026-02-01,Hard,I,,POR,32,16,60000,USD,Ayla Aksu,past
2500,SAN DIEGO,ITF,"WTT W100 - SAN DIEGO, CA, UNITED STATES",2026,2026-01-26,2026-02-01,Hard,O,,USA,32,16,100000,USD,Elvina Kalieva,past
2625,VERO BEACH,ITF,"WTT W75 - VERO BEACH, FL, USA",2026,2026-01-26,2026-02-01,Clay,O,,USA,32,16,60000,USD,Bianca Andreescu,past
1153,MANILA 125,WTA 125,"Philippine Women's Open - Manila, PHI",2026,2026-01-26,2026-01-31,Hard,O,MANILA,PHI,32,16,115000,USD,Camila Osorio,past
2727,ANTALYA 4,ITF,"WTT W15 - ANTALYA 4, TURKEY",2026,2026-01-26,2026-02-01,Clay,O,,TUR,32,16,15000,USD,Nina Vargova,past
2758,FUJAIRAH,ITF,"WTT W100 - FUJAIRAH, UNITED ARAB EMIRATES",2026,2026-01-26,2026-02-01,Hard,O,,UAE,32,16,100000,USD,Lilli Tagger,past
2944,SHARM ELSHEIKH,ITF,"WTT W15 - SHARM EL SHEIKH, EGYPT",2026,2026-01-26,2026-02-01,Hard,O,,EGY,32,16,15000,USD,Yufei Ren,past
857,BIRMINGHAM,ITF,"WTT W35 - BIRMINGHAM, GREAT BRITAIN",2026,2026-01-26,2026-02-01,Hard,I,,GBR,32,16,30000,USD,Elena Malygina,past
4346,MONASTIR 5,ITF,"WTT W50 - MONASTIR 5, TUNISIA",2026,2026-01-26,2026-02-01,Hard,O,,TUN,32,16,40000,USD,Han Shi,past
2050,CLUJ-NAPOCA,WTA 250,"Transylvania Open powered by Kaufland - Cluj-Napoca, ROU",2026,2026-02-01,2026-02-07,Hard,I,CLUJ-NAPOCA,ROU,32,16,283347,USD,Sorana Cirstea,past
2088,ABU DHABI,WTA 500,"Mubadala Abu Dhabi Open presented by Abu Dhabi Sports Council - Abu Dhabi, UAE",2026,2026-02-01,2026-02-07,Hard,O,ABU DHABI,UAE,28,16,1206446,USD,Sara Bejlek,past
1154,OSTRAVA,WTA 250,"Ostrava Open - Ostrava, CZE",2026,2026-02-01,2026-02-07,Hard,I,OSTRAVA,CZE,30,16,283347,USD,Katie Boulter,past
598,"ORLANDO, FL",ITF,"WTT W50 - ORLANDO, FL, USA",2026,2026-02-02,2026-02-08,Hard,O,,USA,32,16,40000,USD,Kayla Day,past
4349,MONASTIR 6,ITF,"WTT W15 - MONASTIR 6, TUNISIA",2026,2026-02-02,2026-02-08,Hard,O,,TUN,32,16,15000,USD,Weronika Falkowska,past
638,BRISBANE,ITF,"WTT W75 - BRISBANE, AUSTRALIA",2026,2026-02-02,2026-02-08,Hard,O,,AUS,32,16,60000,USD,Talia Gibson,past
2454,SHEFFIELD,ITF,"WTT W35 - SHEFFIELD, GREAT BRITAIN",2026,2026-02-02,2026-02-08,Hard,I,,GBR,32,16,30000,USD,Katarina Kuzmova,past
2730,ANTALYA 5,ITF,"WTT W15 - ANTALYA 5, TURKEY",2026,2026-02-02,2026-02-08,Clay,O,,TUR,32,16,15000,USD,Anastasia Zolotareva,past
1100,MUMBAI 125,WTA 125,"L&T Mumbai Open - Mumbai, IND",2026,2026-02-02,2026-02-08,Hard,O,MUMBAI,IND,32,8,115000,USD,Mananchaya Sawangkaew,past
2830,ANDRÉZIEUX-BOUTHÉON,ITF,"WTT W75 - ANDREZIEUX-BOUTHEON, FRANCE",2026,2026-02-02,2026-02-08,Hard,I,,FRA,32,16,60000,USD,Julia Avdeeva,past
2945,SHARM ELSHEIKH 2,ITF,"WTT W15 - SHARM EL SHEIKH 2, EGYPT",2026,2026-02-02,2026-02-08,Hard,O,,EGY,32,16,15000,USD,Ekaterina Perelygina,past
4486,PORTO 2,ITF,"WTT W50 - PORTO 2, PORTUGAL",2026,2026-02-02,2026-02-08,Hard,I,,POR,32,16,40000,USD,Fiona Crawley,past
1003,DOHA,WTA 1000,"Qatar TotalEnergies Open 2026 - Doha, Qatar",2026,2026-02-08,2026-02-14,Hard,O,DOHA,QAT,56,28,4088211,USD,Karolina Muchova,past
4351,MONASTIR 7,ITF,"WTT W15 - MONASTIR 7, TUNISIA",2026,2026-02-09,2026-02-15,Hard,O,,TUN,32,16,15000,USD,Weronika Falkowska,past
39,GRENOBLE,ITF,"WTT W50 - GRENOBLE, FRANCE",2026,2026-02-09,2026-02-15,Hard,I,,FRA,32,16,40000,USD,Celine Naef,past
78,PUNE,ITF,"WTT W75 - PUNE, INDIA",2026,2026-02-09,2026-02-15,Hard,O,,IND,32,16,60000,USD,Hanne Vandewinkel,past
1155,OEIRAS 125 INDOOR #1,WTA 125,"Oeiras 1 Jamor Indoor - Oeiras, POR",2026,2026-02-09,2026-02-15,Hard,I,OEIRAS,POR,32,16,115000,USD,Alina Korneeva,past
2734,ANTALYA 6,ITF,"WTT W35 - ANTALYA 6, TURKEY",2026,2026-02-09,2026-02-15,Clay,O,,TUR,32,16,30000,USD,Luisina Giovannini,past
754,PRAGUE,ITF,"WTT W75 - PRAGUE, CZECH REPUBLIC",2026,2026-02-09,2026-02-15,Hard,I,,CZE,32,16,60000,USD,Tereza Martincova,past
4252,MANACOR,ITF,"WTT W15 - MANACOR, SPAIN",2026,2026-02-09,2026-02-15,Hard,O,,ESP,32,16,15000,USD,Neus Torner Sensano,past
4848,BRISBANE 2,ITF,"WTT W75 - BRISBANE 2, AUSTRALIA",2026,2026-02-09,2026-02-15,Hard,O,,AUS,32,16,60000,USD,Emerson Jones,past
2957,SHARM EL SHEIKH 3,ITF,"WTT W15 - SHARM EL SHEIKH 3, EGYPT",2026,2026-02-09,2026-02-15,Hard,O,,EGY,32,16,15000,USD,Lamis Alhussein Abdel Aziz,past
718,DUBAI,WTA 1000,"Dubai Duty Free Tennis Championships - Dubai, UAE",2026,2026-02-15,2026-02-21,Hard,O,DUBAI,UAE,56,28,4088211,USD,Jessica Pegula,past
2051,MIDLAND 125,WTA 125,"Dow Tennis Classic - Midland, MI, USA",2026,2026-02-16,2026-02-22,Hard,I,MIDLAND,USA,32,16,115000,USD,Alina Charaeva,past
4353,MONASTIR 8,ITF,"WTT W15 - MONASTIR 8, TUNISIA",2026,2026-02-16,2026-02-22,Hard,O,,TUN,32,16,15000,USD,Han Shi,past
1157,LES SABLES D'OLONNE 125,WTA 125,"Open Arena Les Sables d'Olonne - Les Sables d'Olonne, FRA",2026,2026-02-16,2026-02-22,Hard,I,LES SABLES D'OLONNE,FRA,32,8,115000,USD,Dominika Salkova,past
1156,OEIRAS 125 INDOOR #2,WTA 125,"Oeiras 2 Jamor Indoor - Oeiras, POR",2026,2026-02-16,2026-02-22,Hard,I,OEIRAS,POR,32,16,115000,USD,Daria Snigur,past
4582,BENGALURU,ITF,"WTT W100 - BENGALURU, INDIA",2026,2026-02-16,2026-02-22,Hard,O,,IND,32,16,100000,USD,Hanne Vandewinkel,past
272,LAS VEGAS,ITF,"WTT W35 - LAS VEGAS, NEVADA, USA",2026,2026-02-16,2026-02-22,Hard,O,,USA,32,16,30000,USD,Kristina Liutova,past
4253,MANACOR 2,ITF,"WTT W15 - MANACOR 2, SPAIN",2026,2026-02-16,2026-02-22,Hard,O,,ESP,32,16,15000,USD,Laura Mair,past
2738,ANTALYA 7,ITF,"WTT W15 - ANTALYA 7, TURKEY",2026,2026-02-16,2026-02-22,Clay,O,,TUR,32,16,15000,USD,Tena Lukas,past
4787,MACON,ITF,"WTT W50 - MACON, FRANCE",2026,2026-02-16,2026-02-22,Hard,I,,FRA,32,16,40000,USD,Celine Naef,past
4847,PALM COAST,ITF,"WTT W15 - PALM COAST, FL, USA",2026,2026-02-16,2026-02-22,Hard,O,,USA,32,16,15000,USD,Sofia Johnson,past
4519,THE HAGUE,ITF,"WTT W35 - THE HAGUE, NETHERLANDS",2026,2026-02-16,2026-02-22,Hard,I,,NED,32,16,30000,USD,Veronika Podrez,past
3145,ALTENKIRCHEN,ITF,"WTT W75 - ALTENKIRCHEN, GERMANY",2026,2026-02-16,2026-02-22,Carpet,I,,GER,32,16,60000,USD,Noma Noha Akugue,past
2971,SHARM ELSHEIKH 4,ITF,"WTT W15- SHARM ELSHEIKH 4, EGYPT",2026,2026-02-16,2026-02-22,Hard,O,,EGY,32,16,15000,USD,Yufei Ren,past
4356,MONASTIR 9,ITF,"WTT W35 - MONASTIR 9, TUNISIA",2026,2026-02-23,2026-03-01,Hard,O,,TUN,32,16,30000,USD,Alisa Oktiabreva,past
2082,AUSTIN,WTA 250,"ATX Open - Austin, TX, USA",2026,2026-02-23,2026-03-01,Hard,O,AUSTIN,USA,32,16,283347,USD,Peyton Stearns,past
2085,MÉRIDA,WTA 500,"MÉRIDA OPEN - Mérida, MEX",2026,2026-02-23,2026-03-01,Hard,O,MÉRIDA,MEX,28,16,1206446,USD,Cristina Bucsa,past
4623,PORTO 3,ITF,"WTT W75 - PORTO 3, PORTUGAL",2026,2026-02-23,2026-03-01,Hard,I,,POR,32,16,60000,USD,Anouk Koevermans,past
2667,BURNIE,ITF,"WTT W35 - BURNIE, AUSTRALIA",2026,2026-02-23,2026-03-01,Hard,O,,AUS,32,16,30000,USD,Lizette Cabrera,past
4596,GURUGRAM,ITF,"WTT W15 - GURUGRAM, INDIA",2026,2026-02-23,2026-03-01,Hard,O,,IND,32,16,15000,USD,Zeel Desai,past
2710,TRNAVA,ITF,"WTT W75 - TRNAVA, SLOVAKIA",2026,2026-02-23,2026-03-01,Hard,I,,SVK,32,16,60000,USD,Laura Samson,past
2797,ANTALYA 8,ITF,"WTT W35 - ANTALYA 8, TURKEY",2026,2026-02-23,2026-03-01,Clay,O,,TUR,32,16,30000,USD,Alexandra Shubladze,past
2834,LEIMEN,ITF,"WTT W15 - LEIMEN, GERMANY",2026,2026-02-23,2026-03-01,Hard,I,,GER,32,16,15000,USD,Iva Primorac Pavicic,past
4501,MANACOR 3,ITF,"WTT W15 - MANACOR 3, SPAIN",2026,2026-02-23,2026-03-01,Hard,O,,ESP,32,16,15000,USD,Indianna Spink,past
2972,SHARM ELSHEIKH 5,ITF,"WTT W15- SHARM ELSHEIKH 5, EGYPT",2026,2026-02-23,2026-03-01,Hard,O,,EGY,32,16,15000,USD,Yuliya Hatouka,past
4381,ARCADIA,ITF,"WTT W35 - ARCADIA, CA, USA",2026,2026-02-23,2026-03-01,Hard,O,,USA,32,16,30000,USD,Akasha Urhobo,past
1124,ANTALYA 125 #1,WTA 125,"Megasaray Hotels Open - Antalya, TUR",2026,2026-02-24,2026-03-01,Clay,O,ANTALYA,TUR,32,16,115000,USD,Moyuka Uchijima,past
2974,SHARM ELSHEIKH 6,ITF,"WTT W15 - SHARM EL SHEIKH 6, EGYPT",2026,2026-03-02,2026-03-08,Hard,O,,EGY,32,16,15000,USD,Yuliya Hatouka,past
3757,HAGETMAU,ITF,"WTT W15 - HAGETMAU, FRANCE",2026,2026-03-02,2026-03-08,Hard,I,,FRA,32,16,15000,USD,Lidia Encheva,past
103,HELSINKI,ITF,"WTT W50 - HELSINKI, FINLAND",2026,2026-03-02,2026-03-09,Hard,I,,FIN,32,16,40000,USD,Noma Noha Akugue,past
4951,KALABURGAI,ITF,"WTT W35 - KALABURGAI, INDIA",2026,2026-03-02,2026-03-08,Hard,O,,IND,32,16,30000,USD,Vaishnavi Adkar,past
2850,HERAKLION,ITF,"WTT W35 - HERAKLION, GREECE",2026,2026-03-02,2026-03-08,Clay,O,,GRE,32,16,30000,USD,Ane Mintegi Del Olmo,past
2942,LAUNCESTON,ITF,"WTT W35 - LAUNCESTON, AUSTRALIA",2026,2026-03-02,2026-03-08,Hard,O,,AUS,32,16,30000,USD,Lizette Cabrera,past
3910,HUAMANTLA,ITF,"WTT W15 - HUAMANTLA, MEXICO",2026,2026-03-02,2026-03-08,Hard,O,,MEX,32,16,15000,USD,Gina Feistel,past
4360,MONASTIR 10,ITF,"WTT W35 - MONASTIR 10, TUNISIA",2026,2026-03-02,2026-03-08,Hard,O,,TUN,32,16,30000,USD,Aliona Falei,past
2802,ANTALYA 9,ITF,"WTT W15 - ANTALYA 9, TURKEY",2026,2026-03-02,2026-03-08,Clay,O,,TUR,32,16,15000,USD,,past
9876,TROIS-RIVIERES,ITF,"WTT W15 - TROIS-RIVIERES, CANADA",2026,2026-03-02,2026-03-08,Hard,I,,CAN,32,16,15000,USD,Ariana Arseneault,past
2802,ANTALYA 9,ITF,"WTT W15 - ANTALYA 9, TURKEY",2026,2026-03-02,2026-03-08,Clay,O,,TUR,32,16,15000,USD,,past
4951,KALABURGAI,ITF,"WTT W35 - KALABURGAI, INDIA",2026,2026-03-02,2026-03-08,Hard,O,,IND,32,16,30000,USD,Vaishnavi Adkar,past
1107,ANTALYA 125 #2,WTA 125,"Megasaray Hotels Open - Antalya, TUR",2026,2026-03-03,2026-03-08,Clay,O,ANTALYA,TUR,32,16,115000,USD,Anhelina Kalinina,past
609,INDIAN WELLS,WTA 1000,"BNP Paribas Open - Indian Wells, CA, USA",2026,2026-03-04,2026-03-15,Hard,O,INDIAN WELLS,USA,96,32,9415725,USD,Aryna Sabalenka,past
185,KYOTO,ITF,"WTT W75 - KYOTO, JAPAN",2026,2026-03-09,2026-03-15,Hard,I,,JPN,32,16,60000,USD,Hayu Kinoshita,past
5739,MAANSHAN 2,ITF,"WTT W15 - MAANSHAN 2, CHINA",2026,2026-03-09,2026-03-15,Hard,I,,CHN,32,16,15000,USD,Boyoung Jeong,past
4362,MONASTIR 11,ITF,"WTT W35 - MONASTIR 11, TUNISIA",2026,2026-03-09,2026-03-15,Hard,O,,TUN,32,16,30000,USD,Aliona Falei,past
3911,HUAMANTLA 2,ITF,"WTT W35 - HUAMANTLA 2, MEXICO",2026,2026-03-09,2026-03-15,Hard,O,,MEX,32,16,30000,USD,Valeriya Strakhova,past
2991,SHARM EL SHEIKH 7,ITF,"WTT W15 - SHARM EL SHEIKH 7, EGYPT",2026,2026-03-09,2026-03-15,Hard,O,,EGY,32,16,15000,USD,Ekaterina Tupitsyna,past
2954,HERAKLION 2,ITF,"WTT W50 - HERAKLION 2, GREECE",2026,2026-03-09,2026-03-15,Clay,O,,GRE,64,16,40000,USD,Irene Burillo,past
4952,VICTORIAVILLE,ITF,"WTT W15 - VICTORIAVILLE, CANADA",2026,2026-03-09,2026-03-15,Hard,I,,CAN,32,16,15000,USD,Esther Adeshina,past
2672,GONESSE,ITF,"WTT W15 - GONESSE, FRANCE",2026,2026-03-09,2026-03-15,Clay,I,,FRA,32,16,15000,USD,Maria Garcia Cid,past
4851,TIMARU,ITF,"WTT W35 - TIMARU, NEW ZEALAND",2026,2026-03-09,2026-03-15,Hard,O,,NZL,32,16,30000,USD,Kisa Yoshioka,past
1161,AUSTIN 125 #1,WTA 125,"Austin 125 - Austin, TX, USA",2026,2026-03-09,2026-03-14,Hard,O,AUSTIN,USA,32,8,115000,USD,Lanlana Tararudee,past
1125,ANTALYA 125 #3,WTA 125,"Megasaray Hotels Open - Antalya, TUR",2026,2026-03-10,2026-03-15,Clay,O,ANTALYA,TUR,32,16,115000,USD,Anhelina Kalinina,past
160,SANTIAGO,ITF,"WTT W15 - SANTIAGO, CHILE",2026,2026-03-16,2026-03-22,Clay,O,,CHI,32,16,15000,USD,Victoria Bosio,past
229,WODONGA,ITF,"WTT W15 - WODONGA, AUSTRALIA",2026,2026-03-16,2026-03-22,Grass,O,,AUS,32,16,15000,USD,Ha Eum Lee,past
372,LE HAVRE,ITF,"WTT W15 - LE HAVRE, FRANCE",2026,2026-03-16,2026-03-22,Clay,I,,FRA,32,16,15000,USD,Yelyzaveta Kotliar,past
4363,MONASTIR 12,ITF,"WTT W15 - MONASTIR 12, TUNISIA",2026,2026-03-16,2026-03-22,Hard,O,,TUN,32,16,15000,USD,Alicia Dudeney,past
618,MARIBOR,ITF,"WTT W75 - MARIBOR, SLOVENIA",2026,2026-03-16,2026-03-22,Hard,I,,SLO,32,16,60000,USD,Tatiana Prozorova,past
695,CHIHUAHUA,ITF,"WTT W50 - CHIHUAHUA, MEXICO",2026,2026-03-16,2026-03-22,Clay,O,,MEX,32,16,40000,USD,Julieta Pareja,past
2992,SHARM ELSHEIKH 8,ITF,"WTT W15 - SHARM EL SHEIKH 8, EGYPT",2026,2026-03-16,2026-03-22,Hard,O,,EGY,32,16,15000,USD,Sandra Samir,past
4953,SAN GREGORIO,ITF,"WTT W35 - SAN GREGORIO, ITALY",2026,2026-03-16,2026-03-22,Clay,O,,ITA,32,16,30000,USD,Lisa Pigato,past
2567,KOFU,ITF,"WTT W75 - KOFU, JAPAN",2026,2026-03-16,2026-03-22,Hard,O,,JPN,32,16,60000,USD,Sofia Costoulas,past
4857,MAANSHAN 3,ITF,"WTT W35 - MAANSHAN 3, CHINA",2026,2026-03-16,2026-03-22,Hard,I,,CHN,32,16,30000,USD,Xiyu Wang,past
2455,SABADELL,ITF,"WTT W35 - SABADELL, SPAIN",2026,2026-03-16,2026-03-22,Clay,O,,ESP,32,16,30000,USD,Katarina Zavatska,past
902,MIAMI,WTA 1000,"Miami Open presented by Itaú - Miami, FL, USA",2026,2026-03-17,2026-03-29,Hard,O,MIAMI,USA,96,32,9415725,USD,Aryna Sabalenka,past
4682,SWAN HILL,ITF,"WTT W15 - SWAN HILL, AUSTRALIA",2026,2026-03-23,2026-03-29,Grass,O,,AUS,32,16,15000,USD,Ashleigh Simes,past
4749,JUNIN,ITF,"WTT W35 - JUNIN, ARGENTINA",2026,2026-03-23,2026-03-29,Clay,O,,ARG,32,16,30000,USD,Luisina Giovannini,past
4598,NAGPUR,ITF,"WTT W15 - NAGPUR, INDIA",2026,2026-03-23,2026-03-29,Clay,O,,IND,32,16,15000,USD,Zhibek Kulambayeva,past
4365,MONASTIR 13,ITF,"WTT W15 - MONASTIR 13, TUNISIA",2026,2026-03-23,2026-03-29,Hard,O,,TUN,32,16,15000,USD,Alicia Dudeney,past
664,SANTIAGO 2,ITF,"WTT W15 - SANTIAGO 2, CHILE",2026,2026-03-23,2026-03-29,Clay,O,,CHI,32,16,15000,USD,Luciana Moyano,past
669,MURSKA SOBOTA,ITF,"WTT W75 - MURSKA SOBOTA, SLOVENIA",2026,2026-03-23,2026-03-29,Hard,I,,SLO,32,16,60000,USD,Daria Snigur,past
3036,CROISSY-BEAUBOURG,ITF,"WTT W50 - CROISSY-BEAUBOURG, FRANCE",2026,2026-03-23,2026-03-28,Hard,I,,FRA,32,16,40000,USD,Harmony Tan,past
2993,SHARM ELSHEIKH 9,ITF,"WTT W15 - SHARM EL SHEIKH 9, EGYPT",2026,2026-03-23,2026-03-29,Hard,O,,EGY,32,16,15000,USD,Selina Dal,past
4954,SAN GREGORIO 2,ITF,"WTT W35 - SAN GREGORIO 2, ITALY",2026,2026-03-23,2026-03-29,Clay,O,,ITA,32,16,30000,USD,Alice Tubello,past
1158,DUBROVNIK 125,WTA 125,"Dubrovnik Open - Dubrovnik, CRO",2026,2026-03-23,2026-03-29,Clay,O,DUBROVNIK,CRO,32,8,115000,USD,Andrea Lazaro Garcia,past
4860,MAANSHAN 4,ITF,"WTT W50 - MAANSHAN 4, CHINA",2026,2026-03-23,2026-03-29,Hard,I,,CHN,32,16,40000,USD,Xiyu Wang,past
4368,MONASTIR 14,ITF,"WTT W15 - MONASTIR 14, TUNISIA",2026,2026-03-30,2026-04-05,Hard,O,,TUN,32,16,15000,USD,Mara Guth,past
4260,LUAN,ITF,"WTT W100 - LUAN, CHINA",2026,2026-03-30,2026-04-05,Hard,O,,CHN,32,16,100000,USD,Xiaodi You,past
804,CHARLESTON,WTA 500,"Credit One Charleston Open - Charleston, SC, USA",2026,2026-03-30,2026-04-05,Clay,O,CHARLESTON,USA,48,16,2300000,USD,Jessica Pegula,past
894,BOGOTA,WTA 250,"Copa Colsanitas Colsubsidio - Bogota, COL",2026,2026-03-30,2026-04-05,Clay,O,BOGOTA,COL,32,16,283347,USD,Marie Bouzkova,past
3046,SANTA MARGHERITA DI PULA,ITF,"WTT W35 - SANTA MARGHERITA DI PULA, ITALY",2026,2026-03-30,2026-04-05,Clay,O,,ITA,32,16,30000,USD,Rositsa Dencheva,past
3032,SHARM EL SHEIKH 10,ITF,"WTT W15 - SHARM EL SHEIKH 10, EGYPT",2026,2026-03-30,2026-04-05,Hard,O,,EGY,32,16,15000,USD,Anna Siskova,past
987,JACKSON,ITF,"WTT W35 - JACKSON, MS, USA",2026,2026-03-30,2026-04-05,Clay,O,,USA,32,16,30000,USD,Sofia Johnson,past
4956,CH. SAMBHAJI NAGAR,ITF,"WTT W15 - CH. SAMBHAJI NAGAR, INDIA",2026,2026-03-30,2026-04-05,Clay,O,,IND,32,16,15000,USD,Elina Nepliy,past
4955,JUNIN 2,ITF,"WTT W35 - JUNIN 2, ARGENTINA",2026,2026-03-30,2026-04-05,Clay,O,,ARG,32,16,30000,USD,Luisina Giovannini,past
2353,NANTES,ITF,"WTT W50 - NANTES, FRANCE",2026,2026-03-30,2026-04-05,Hard,I,,FRA,32,16,40000,USD,Jeline Vandromme,past
4691,BUJUMBURA,ITF,"WTT W50- BUJUMBURA, BURUNDI",2026,2026-04-06,2026-04-12,Clay,O,,BUR,32,16,40000,USD,Darya Astakhova,past
324,BOCA RATON,ITF,"WTT W35 - BOCA RATON, FL, USA",2026,2026-04-06,2026-04-12,Clay,O,,USA,32,16,30000,USD,Kayla Day,past
4395,BONITA SPRINGS,ITF,"WTT W115 - BONITA SPRINGS, FL, USA",2026,2026-04-06,2026-04-12,Clay,O,,USA,32,16,15000,USD,Carson Tanguilig,past
4371,MONASTIR 15,ITF,"WTT W15 - MONASTIR 15, TUNISIA",2026,2026-04-06,2026-04-12,Hard,O,,TUN,32,16,15000,USD,Daria Yesypchuk,past
528,LINZ,WTA 500,"Upper Austria Ladies Linz - Linz, AUT",2026,2026-04-06,2026-04-12,Clay,I,LINZ,AUT,28,16,1206446,USD,Mirra Andreeva,past
