source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key,official_tournament_id,linkage_status,unmatched_reason
tennis_data_uk,wta,2014,8,Pattaya Women's Open,Pattaya,2014-01-31,international,True,hard,QF,8,3,Makarova E.,Date Krumm K.,28,60,1801,990.0,2,1,6,2,4,6,6,4,,,,,completed,1.12,6.0,1.16,6.27,1.2,6.27,1.15,5.2,2014_8_pattaya_pattaya_women_s_open,2014_8_pattaya_pattaya_women_s_open_2014-01-31_QF_makarova_e_date_krumm_k,303,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,12,Abierto Mexicano,Acapulco,2014-02-26,international,True,clay,R32,32,3,Duval V.,Melzer I.,157,,409,,2,0,6,2,6,4,,,,,,,completed,1.2,4.33,1.28,4.06,1.28,4.6,1.23,4.04,2014_12_acapulco_abierto_mexicano,2014_12_acapulco_abierto_mexicano_2014-02-26_R32_duval_v_melzer_i,1002,unmatched,no_rank_candidate
tennis_data_uk,wta,2014,14,BNP Paribas Open,Indian Wells,2014-03-05,premier,True,hard,R128,128,3,Meusburger Y.,Melzer I.,39,,1307,,2,0,6,4,6,2,,,,,,,completed,1.22,4.0,1.3,3.92,1.32,4.0,1.26,3.73,2014_14_indian_wells_bnp_paribas_open,2014_14_indian_wells_bnp_paribas_open_2014-03-05_R128_meusburger_y_melzer_i,609,unmatched,no_rank_candidate
tennis_data_uk,wta,2014,24,Mutua Madrid Open,Madrid,2014-05-03,premier,True,clay,R64,64,3,Riske A.,Kanepi K.,46,23,1183,2121.0,2,1,6,7,6,1,6,2,,,,,completed,5.5,1.14,5.36,1.19,5.75,1.2,4.94,1.17,2014_24_madrid_mutua_madrid_open,2014_24_madrid_mutua_madrid_open_2014-05-03_R64_riske_a_kanepi_k,1038,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,24,Mutua Madrid Open,Madrid,2014-05-05,premier,True,clay,R64,64,3,Wozniacki C.,Makarova E.,14,22,2730,2240.0,2,0,6,2,6,2,,,,,,,completed,1.57,2.25,1.68,2.31,1.68,2.45,1.62,2.25,2014_24_madrid_mutua_madrid_open,2014_24_madrid_mutua_madrid_open_2014-05-05_R64_wozniacki_c_makarova_e,1038,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,24,Mutua Madrid Open,Madrid,2014-05-07,premier,True,clay,R32,32,3,Suarez Navarro C.,Riske A.,15,46,2700,1183.0,2,0,6,2,6,4,,,,,,,completed,1.14,5.5,1.16,6.3,1.17,7.5,1.14,5.45,2014_24_madrid_mutua_madrid_open,2014_24_madrid_mutua_madrid_open_2014-05-07_R32_suarez_navarro_c_riske_a,1038,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,26,Nürnberger Versicherungscup,Nürnberg,2014-05-19,international,True,clay,R32,32,3,Svitolina E.,Melzer I.,38,59,1355,800.0,2,0,7,5,6,4,,,,,,,completed,1.22,4.0,1.2,5.03,1.28,5.03,1.23,4.07,2014_26_n_rnberg_n_rnberger_versicherungscup,2014_26_n_rnberg_n_rnberger_versicherungscup_2014-05-19_R32_svitolina_e_melzer_i,1068,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,28,French Open,Paris,2014-05-27,grand_slam,True,clay,R128,128,3,Vandeweghe C.,Melzer I.,91,56,687,835.0,2,0,7,6,6,2,,,,,,,completed,2.0,1.72,2.05,1.86,2.25,1.93,2.08,1.73,2014_28_paris_french_open,2014_28_paris_french_open_2014-05-27_R128_vandeweghe_c_melzer_i,903,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-23,grand_slam,True,grass,R128,128,3,Makarova E.,Date Krumm K.,22,58,2130,920.0,2,1,3,6,6,4,7,5,,,,,completed,1.2,4.33,1.23,4.69,1.24,5.0,1.21,4.34,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-23_R128_makarova_e_date_krumm_k,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-23,grand_slam,True,grass,R128,128,3,Zahlavova Strycova B.,Kudryavtseva A.,43,135,1181,460.0,2,0,6,2,6,2,,,,,,,completed,1.33,3.25,1.37,3.39,1.37,3.6,1.33,3.26,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-23_R128_zahlavova_strycova_b_kudryavtseva_a,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-23,grand_slam,True,grass,R128,128,3,Vesnina E.,Mayr P.,32,73,1520,773.0,2,0,6,0,6,4,,,,,,,completed,1.06,8.0,1.11,7.97,1.11,10.5,1.07,8.37,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-23_R128_vesnina_e_mayr_p,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-24,grand_slam,True,grass,R128,128,3,Radwanska A.,Mitu A.,4,214,5990,265.0,2,0,6,2,6,1,,,,,,,completed,1.03,15.0,1.04,14.5,1.05,17.75,1.03,12.85,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-24_R128_radwanska_a_mitu_a,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-24,grand_slam,True,grass,R128,128,3,Riske A.,Pavlyuchenkova A.,44,26,1171,1885.0,2,1,4,6,7,5,6,1,,,,,completed,1.83,1.83,2.1,1.83,2.1,1.97,1.92,1.84,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-24_R128_riske_a_pavlyuchenkova_a,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-24,grand_slam,True,grass,R128,128,3,Giorgi C.,Cadantu A.,42,84,1214,705.0,2,0,6,1,7,6,,,,,,,completed,1.07,9.0,1.09,9.62,1.09,10.0,1.06,8.66,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-24_R128_giorgi_c_cadantu_a,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-25,grand_slam,True,grass,R64,64,3,Zahlavova Strycova B.,Vesnina E.,43,32,1181,1520.0,2,0,6,4,6,2,,,,,,,completed,2.1,1.66,2.2,1.75,2.27,1.75,2.15,1.68,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-25_R64_zahlavova_strycova_b_vesnina_e,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-25,grand_slam,True,grass,R64,64,3,Makarova E.,Doi M.,22,98,2130,650.0,2,0,7,5,6,4,,,,,,,completed,1.22,4.0,1.29,4.05,1.29,4.55,1.24,3.99,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-25_R64_makarova_e_doi_m,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,32,Wimbledon,London,2014-06-26,grand_slam,True,grass,R64,64,3,Riske A.,Giorgi C.,44,42,1171,1214.0,2,0,7,5,6,2,,,,,,,completed,2.0,1.72,2.1,1.83,2.1,1.85,2.0,1.78,2014_32_london_wimbledon,2014_32_london_wimbledon_2014-06-26_R64_riske_a_giorgi_c,904,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2014,43,US Open,New York,2014-08-25,grand_slam,True,hard,R128,128,3,Halep S.,Collins D.R.,2,,6310,,2,1,6,7,6,1,6,2,,,,,completed,1.01,26.0,1.01,29.16,1.02,30.0,1.01,19.07,2014_43_new_york_us_open,2014_43_new_york_us_open_2014-08-25_R128_halep_s_collins_d_r,905,unmatched,no_rank_candidate
tennis_data_uk,wta,2014,49,Toray Pan Pacific Open,Tokyo,2014-09-16,premier,True,hard,R32,32,3,Gavrilova D.,Davis L.,365,86,98,665.0,2,1,4,6,6,4,6,4,,,,,completed,3.5,1.28,3.52,1.34,3.75,1.36,3.38,1.31,2014_49_tokyo_toray_pan_pacific_open,2014_49_tokyo_toray_pan_pacific_open_2014-09-16_R32_gavrilova_d_davis_l,1056,unmatched,no_name_pair_candidate
