tour,year,tourney_id,tourney_number,tournament_name,tourney_level,surface,best_of,draw_size
atp,2007,2007-D077,1,1,1,1,2,1
atp,2007,2007-D078,1,1,1,1,2,1
atp,2007,2007-D079,1,1,1,1,2,1
atp,2007,2007-D081,1,1,1,1,2,1
atp,2007,2007-D082,1,1,1,1,2,1
atp,2007,2007-D083,1,1,1,1,2,1
atp,2008,2008-96,1,1,1,1,2,1
atp,2008,2008-D001,1,1,1,1,2,1
atp,2008,2008-D002,1,1,1,1,2,1
atp,2008,2008-D004,1,1,1,1,2,1
atp,2008,2008-D005,1,1,1,1,2,1
atp,2008,2008-D007,1,1,1,1,2,1
atp,2008,2008-D009,1,1,1,1,2,1
atp,2008,2008-D010,1,1,1,1,2,1
atp,2008,2008-D011,1,1,1,1,2,1
atp,2008,2008-D012,1,1,1,1,2,1
atp,2008,2008-D013,1,1,1,1,2,1
atp,2008,2008-D014,1,1,1,1,2,1
atp,2008,2008-D015,1,1,1,1,2,1
atp,2008,2008-D017,1,1,1,1,2,1
atp,2008,2008-D018,1,1,1,1,2,1
atp,2008,2008-D021,1,1,1,1,2,1
atp,2008,2008-D023,1,1,1,1,2,1
atp,2008,2008-D024,1,1,1,1,2,1
atp,2008,2008-D025,1,1,1,1,2,1
atp,2008,2008-D026,1,1,1,1,2,1
atp,2008,2008-D027,1,1,1,1,2,1
atp,2008,2008-D029,1,1,1,1,2,1
atp,2008,2008-D030,1,1,1,1,2,1
atp,2008,2008-D031,1,1,1,1,2,1
atp,2008,2008-D032,1,1,1,1,2,1
atp,2008,2008-D034,1,1,1,1,2,1
atp,2008,2008-D035,1,1,1,1,2,1
atp,2008,2008-D036,1,1,1,1,2,1
atp,2008,2008-D037,1,1,1,1,2,1
atp,2008,2008-D038,1,1,1,1,2,1
atp,2008,2008-D039,1,1,1,1,2,1
atp,2008,2008-D040,1,1,1,1,2,1
atp,2008,2008-D042,1,1,1,1,2,1
atp,2008,2008-D044,1,1,1,1,2,1
atp,2008,2008-D045,1,1,1,1,2,1
atp,2008,2008-D047,1,1,1,1,2,1
atp,2008,2008-D048,1,1,1,1,2,1
atp,2008,2008-D049,1,1,1,1,2,1
atp,2008,2008-D052,1,1,1,1,2,1
atp,2008,2008-D053,1,1,1,1,2,1
atp,2008,2008-D054,1,1,1,1,2,1
atp,2008,2008-D055,1,1,1,1,2,1
atp,2008,2008-D056,1,1,1,1,2,1
atp,2008,2008-D058,1,1,1,1,2,1
atp,2008,2008-D059,1,1,1,1,2,1
atp,2008,2008-D060,1,1,1,1,2,1
atp,2008,2008-D061,1,1,1,1,2,1
atp,2008,2008-D063,1,1,1,1,2,1
atp,2008,2008-D065,1,1,1,1,2,1
atp,2008,2008-D066,1,1,1,1,2,1
atp,2008,2008-D068,1,1,1,1,2,1
atp,2008,2008-D070,1,1,1,1,2,1
atp,2008,2008-D072,1,1,1,1,2,1
atp,2008,2008-D073,1,1,1,1,2,1
atp,2008,2008-D074,1,1,1,1,2,1
atp,2008,2008-D075,1,1,1,1,2,1
atp,2008,2008-D077,1,1,1,1,2,1
atp,2008,2008-D078,1,1,1,1,2,1
atp,2008,2008-D079,1,1,1,1,2,1
atp,2008,2008-D081,1,1,1,1,2,1
atp,2008,2008-D082,1,1,1,1,2,1
atp,2009,2009-D001,1,1,1,1,2,1
atp,2009,2009-D002,1,1,1,1,2,1
atp,2009,2009-D003,1,1,1,1,2,1
atp,2009,2009-D004,1,1,1,1,2,1
atp,2009,2009-D006,1,1,1,1,2,1
atp,2009,2009-D007,1,1,1,1,2,1
atp,2009,2009-D008,1,1,1,1,2,1
atp,2009,2009-D010,1,1,1,1,2,1
atp,2009,2009-D011,1,1,1,1,2,1
atp,2009,2009-D013,1,1,1,1,2,1
atp,2009,2009-D014,1,1,1,1,2,1
atp,2009,2009-D015,1,1,1,1,2,1
atp,2009,2009-D016,1,1,1,1,2,1
atp,2009,2009-D018,1,1,1,1,2,1
atp,2009,2009-D019,1,1,1,1,2,1
atp,2009,2009-D021,1,1,1,1,2,1
atp,2009,2009-D022,1,1,1,1,2,1
atp,2009,2009-D024,1,1,1,1,2,1
atp,2009,2009-D025,1,1,1,1,2,1
atp,2009,2009-D026,1,1,1,1,2,1
atp,2009,2009-D027,1,1,1,1,2,1
atp,2009,2009-D028,1,1,1,1,2,1
atp,2009,2009-D029,1,1,1,1,2,1
atp,2009,2009-D030,1,1,1,1,2,1
atp,2009,2009-D031,1,1,1,1,2,1
atp,2009,2009-D032,1,1,1,1,2,1
atp,2009,2009-D034,1,1,1,1,2,1
atp,2009,2009-D035,1,1,1,1,2,1
atp,2009,2009-D036,1,1,1,1,2,1
atp,2009,2009-D037,1,1,1,1,2,1
atp,2009,2009-D038,1,1,1,1,2,1
atp,2009,2009-D039,1,1,1,1,2,1
atp,2009,2009-D041,1,1,1,1,2,1
atp,2009,2009-D042,1,1,1,1,2,1
atp,2009,2009-D044,1,1,1,1,2,1
atp,2009,2009-D045,1,1,1,1,2,1
atp,2009,2009-D046,1,1,1,1,2,1
atp,2009,2009-D047,1,1,1,1,2,1
atp,2009,2009-D049,1,1,1,1,2,1
atp,2009,2009-D050,1,1,1,1,2,1
atp,2009,2009-D051,1,1,1,1,2,1
atp,2009,2009-D052,1,1,1,1,2,1
atp,2009,2009-D053,1,1,1,1,2,1
atp,2009,2009-D054,1,1,1,1,2,1
atp,2009,2009-D055,1,1,1,1,2,1
atp,2009,2009-D056,1,1,1,1,2,1
atp,2009,2009-D057,1,1,1,1,2,1
atp,2009,2009-D059,1,1,1,1,2,1
atp,2009,2009-D062,1,1,1,1,2,1
atp,2009,2009-D063,1,1,1,1,2,1
atp,2009,2009-D065,1,1,1,1,2,1
atp,2009,2009-D066,1,1,1,1,2,1
atp,2009,2009-D067,1,1,1,1,2,1
atp,2009,2009-D069,1,1,1,1,2,1
atp,2009,2009-D070,1,1,1,1,2,1
atp,2009,2009-D072,1,1,1,1,2,1
atp,2009,2009-D075,1,1,1,1,2,1
atp,2009,2009-D078,1,1,1,1,2,1
atp,2009,2009-D079,1,1,1,1,2,1
atp,2009,2009-D080,1,1,1,1,2,1
atp,2009,2009-D081,1,1,1,1,2,1
atp,2009,2009-D083,1,1,1,1,2,1
atp,2010,2010-D002,1,1,1,1,2,1
atp,2010,2010-D003,1,1,1,1,2,1
atp,2010,2010-D004,1,1,1,1,2,1
atp,2010,2010-D005,1,1,1,1,2,1
atp,2010,2010-D006,1,1,1,1,2,1
atp,2010,2010-D007,1,1,1,1,2,1
atp,2010,2010-D009,1,1,1,1,2,1
atp,2010,2010-D010,1,1,1,1,2,1
atp,2010,2010-D011,1,1,1,1,2,1
atp,2010,2010-D013,1,1,1,1,2,1
atp,2010,2010-D014,1,1,1,1,2,1
atp,2010,2010-D015,1,1,1,1,2,1
atp,2010,2010-D016,1,1,1,1,2,1
atp,2010,2010-D017,1,1,1,1,2,1
atp,2010,2010-D018,1,1,1,1,2,1
atp,2010,2010-D020,1,1,1,1,2,1
atp,2010,2010-D021,1,1,1,1,2,1
atp,2010,2010-D023,1,1,1,1,2,1
atp,2010,2010-D024,1,1,1,1,2,1
atp,2010,2010-D025,1,1,1,1,2,1
atp,2010,2010-D026,1,1,1,1,2,1
atp,2010,2010-D028,1,1,1,1,2,1
atp,2010,2010-D029,1,1,1,1,2,1
atp,2010,2010-D030,1,1,1,1,2,1
atp,2010,2010-D031,1,1,1,1,2,1
atp,2010,2010-D032,1,1,1,1,2,1
atp,2010,2010-D033,1,1,1,1,2,1
atp,2010,2010-D034,1,1,1,1,2,1
atp,2010,2010-D035,1,1,1,1,2,1
atp,2010,2010-D036,1,1,1,1,2,1
atp,2010,2010-D039,1,1,1,1,2,1
atp,2010,2010-D041,1,1,1,1,2,1
atp,2010,2010-D042,1,1,1,1,2,1
atp,2010,2010-D043,1,1,1,1,2,1
atp,2010,2010-D047,1,1,1,1,2,1
atp,2010,2010-D048,1,1,1,1,2,1
atp,2010,2010-D049,1,1,1,1,2,1
atp,2010,2010-D050,1,1,1,1,2,1
atp,2010,2010-D051,1,1,1,1,2,1
atp,2010,2010-D052,1,1,1,1,2,1
atp,2010,2010-D053,1,1,1,1,2,1
atp,2010,2010-D054,1,1,1,1,2,1
atp,2010,2010-D056,1,1,1,1,2,1
atp,2010,2010-D057,1,1,1,1,2,1
atp,2010,2010-D060,1,1,1,1,2,1
atp,2010,2010-D061,1,1,1,1,2,1
atp,2010,2010-D062,1,1,1,1,2,1
atp,2010,2010-D063,1,1,1,1,2,1
atp,2010,2010-D065,1,1,1,1,2,1
atp,2010,2010-D066,1,1,1,1,2,1
atp,2010,2010-D067,1,1,1,1,2,1
atp,2010,2010-D070,1,1,1,1,2,1
atp,2010,2010-D071,1,1,1,1,2,1
atp,2010,2010-D072,1,1,1,1,2,1
atp,2010,2010-D073,1,1,1,1,2,1
atp,2010,2010-D074,1,1,1,1,2,1
atp,2010,2010-D077,1,1,1,1,2,1
atp,2010,2010-D078,1,1,1,1,2,1
atp,2010,2010-D081,1,1,1,1,2,1
atp,2010,2010-D082,1,1,1,1,2,1
atp,2011,2011-D001,1,1,1,1,2,1
atp,2011,2011-D002,1,1,1,1,2,1
atp,2011,2011-D003,1,1,1,1,2,1
atp,2011,2011-D004,1,1,1,1,2,1
atp,2011,2011-D007,1,1,1,1,2,1
atp,2011,2011-D008,1,1,1,1,2,1
atp,2011,2011-D009,1,1,1,1,2,1
atp,2011,2011-D010,1,1,1,1,2,1
atp,2011,2011-D012,1,1,1,1,2,1
atp,2011,2011-D013,1,1,1,1,2,1
atp,2011,2011-D014,1,1,1,1,2,1
atp,2011,2011-D017,1,1,1,1,2,1
atp,2011,2011-D018,1,1,1,1,2,1
atp,2011,2011-D019,1,1,1,1,2,1
atp,2011,2011-D024,1,1,1,1,2,1
atp,2011,2011-D025,1,1,1,1,2,1
atp,2011,2011-D028,1,1,1,1,2,1
atp,2011,2011-D029,1,1,1,1,2,1
atp,2011,2011-D030,1,1,1,1,2,1
atp,2011,2011-D031,1,1,1,1,2,1
atp,2011,2011-D032,1,1,1,1,2,1
atp,2011,2011-D033,1,1,1,1,2,1
atp,2011,2011-D034,1,1,1,1,2,1
atp,2011,2011-D036,1,1,1,1,2,1
atp,2011,2011-D037,1,1,1,1,2,1
atp,2011,2011-D039,1,1,1,1,2,1
atp,2011,2011-D041,1,1,1,1,2,1
atp,2011,2011-D043,1,1,1,1,2,1
atp,2011,2011-D045,1,1,1,1,2,1
atp,2011,2011-D048,1,1,1,1,2,1
atp,2011,2011-D049,1,1,1,1,2,1
atp,2011,2011-D051,1,1,1,1,2,1
atp,2011,2011-D054,1,1,1,1,2,1
atp,2011,2011-D056,1,1,1,1,2,1
atp,2011,2011-D057,1,1,1,1,2,1
atp,2011,2011-D058,1,1,1,1,2,1
atp,2011,2011-D059,1,1,1,1,2,1
atp,2011,2011-D060,1,1,1,1,2,1
atp,2011,2011-D064,1,1,1,1,2,1
atp,2011,2011-D065,1,1,1,1,2,1
atp,2011,2011-D067,1,1,1,1,2,1
atp,2011,2011-D068,1,1,1,1,2,1
atp,2011,2011-D069,1,1,1,1,2,1
atp,2011,2011-D071,1,1,1,1,2,1
atp,2011,2011-D074,1,1,1,1,2,1
atp,2011,2011-D075,1,1,1,1,2,1
atp,2011,2011-D076,1,1,1,1,2,1
atp,2011,2011-D077,1,1,1,1,2,1
atp,2011,2011-D078,1,1,1,1,2,1
atp,2012,2012-319,1,1,1,1,2,1
atp,2012,2012-96,1,1,1,1,2,1
atp,2012,2012-D001,1,1,1,1,2,1
atp,2012,2012-D003,1,1,1,1,2,1
atp,2012,2012-D005,1,1,1,1,2,1
atp,2012,2012-D006,1,1,1,1,2,1
atp,2012,2012-D007,1,1,1,1,2,1
atp,2012,2012-D008,1,1,1,1,2,1
atp,2012,2012-D009,1,1,1,1,2,1
atp,2012,2012-D010,1,1,1,1,2,1
atp,2012,2012-D012,1,1,1,1,2,1
atp,2012,2012-D014,1,1,1,1,2,1
atp,2012,2012-D016,1,1,1,1,2,1
atp,2012,2012-D017,1,1,1,1,2,1
atp,2012,2012-D018,1,1,1,1,2,1
atp,2012,2012-D019,1,1,1,1,2,1
atp,2012,2012-D020,1,1,1,1,2,1
atp,2012,2012-D021,1,1,1,1,2,1
atp,2012,2012-D022,1,1,1,1,2,1
atp,2012,2012-D023,1,1,1,1,2,1
atp,2012,2012-D024,1,1,1,1,2,1
atp,2012,2012-D025,1,1,1,1,2,1
atp,2012,2012-D026,1,1,1,1,2,1
atp,2012,2012-D028,1,1,1,1,2,1
atp,2012,2012-D029,1,1,1,1,2,1
atp,2012,2012-D030,1,1,1,1,2,1
atp,2012,2012-D031,1,1,1,1,2,1
atp,2012,2012-D032,1,1,1,1,2,1
atp,2012,2012-D033,1,1,1,1,2,1
atp,2012,2012-D035,1,1,1,1,2,1
atp,2012,2012-D036,1,1,1,1,2,1
atp,2012,2012-D037,1,1,1,1,2,1
atp,2012,2012-D038,1,1,1,1,2,1
atp,2012,2012-D039,1,1,1,1,2,1
atp,2012,2012-D040,1,1,1,1,2,1
atp,2012,2012-D042,1,1,1,1,2,1
atp,2012,2012-D046,1,1,1,1,2,1
atp,2012,2012-D047,1,1,1,1,2,1
atp,2012,2012-D048,1,1,1,1,2,1
atp,2012,2012-D051,1,1,1,1,2,1
atp,2012,2012-D053,1,1,1,1,2,1
atp,2012,2012-D054,1,1,1,1,2,1
atp,2012,2012-D056,1,1,1,1,2,1
atp,2012,2012-D060,1,1,1,1,2,1
atp,2012,2012-D061,1,1,1,1,2,1
atp,2012,2012-D063,1,1,1,1,2,1
atp,2012,2012-D064,1,1,1,1,2,1
atp,2012,2012-D065,1,1,1,1,2,1
atp,2012,2012-D066,1,1,1,1,2,1
atp,2012,2012-D067,1,1,1,1,2,1
atp,2012,2012-D068,1,1,1,1,2,1
atp,2012,2012-D069,1,1,1,1,2,1
atp,2012,2012-D070,1,1,1,1,2,1
atp,2012,2012-D071,1,1,1,1,2,1
atp,2012,2012-D072,1,1,1,1,2,1
atp,2012,2012-D073,1,1,1,1,2,1
atp,2012,2012-D074,1,1,1,1,2,1
atp,2012,2012-D076,1,1,1,1,2,1
atp,2012,2012-D077,1,1,1,1,2,1
atp,2012,2012-M-DC-2012-WG-M-ESP-CZE-01,1,1,1,1,2,1
atp,2013,2013-D001,1,1,1,1,2,1
atp,2013,2013-D003,1,1,1,1,2,1
atp,2013,2013-D005,1,1,1,1,2,1
atp,2013,2013-D006,1,1,1,1,2,1
atp,2013,2013-D008,1,1,1,1,2,1
atp,2013,2013-D014,1,1,1,1,2,1
atp,2013,2013-D018,1,1,1,1,2,1
atp,2013,2013-D019,1,1,1,1,2,1
atp,2013,2013-D020,1,1,1,1,2,1
atp,2013,2013-D021,1,1,1,1,2,1
atp,2013,2013-D022,1,1,1,1,2,1
atp,2013,2013-D023,1,1,1,1,2,1
atp,2013,2013-D024,1,1,1,1,2,1
atp,2013,2013-D028,1,1,1,1,2,1
atp,2013,2013-D030,1,1,1,1,2,1
atp,2013,2013-D031,1,1,1,1,2,1
atp,2013,2013-D032,1,1,1,1,2,1
atp,2013,2013-D033,1,1,1,1,2,1
atp,2013,2013-D034,1,1,1,1,2,1
atp,2013,2013-D035,1,1,1,1,2,1
atp,2013,2013-D037,1,1,1,1,2,1
atp,2013,2013-D038,1,1,1,1,2,1
atp,2013,2013-D040,1,1,1,1,2,1
atp,2013,2013-D041,1,1,1,1,2,1
atp,2013,2013-D044,1,1,1,1,2,1
atp,2013,2013-D046,1,1,1,1,2,1
atp,2013,2013-D052,1,1,1,1,2,1
atp,2013,2013-D053,1,1,1,1,2,1
atp,2013,2013-D054,1,1,1,1,2,1
atp,2013,2013-D055,1,1,1,1,2,1
atp,2013,2013-D058,1,1,1,1,2,1
atp,2013,2013-D059,1,1,1,1,2,1
atp,2013,2013-D063,1,1,1,1,2,1
atp,2013,2013-D065,1,1,1,1,2,1
atp,2013,2013-D066,1,1,1,1,2,1
atp,2013,2013-D067,1,1,1,1,2,1
atp,2013,2013-D068,1,1,1,1,2,1
atp,2013,2013-D071,1,1,1,1,2,1
atp,2013,2013-D072,1,1,1,1,2,1
atp,2013,2013-D073,1,1,1,1,2,1
atp,2013,2013-D074,1,1,1,1,2,1
atp,2013,2013-D075,1,1,1,1,2,1
atp,2013,2013-D076,1,1,1,1,2,1
atp,2013,2013-D077,1,1,1,1,2,1
atp,2013,2013-D078,1,1,1,1,2,1
atp,2013,2013-D079,1,1,1,1,2,1
atp,2013,2013-D082,1,1,1,1,2,1
atp,2014,2014-D001,1,1,1,1,2,1
atp,2014,2014-D002,1,1,1,1,2,1
atp,2014,2014-D003,1,1,1,1,2,1
atp,2014,2014-D004,1,1,1,1,2,1
atp,2014,2014-D008,1,1,1,1,2,1
atp,2014,2014-D009,1,1,1,1,2,1
atp,2014,2014-D013,1,1,1,1,2,1
atp,2014,2014-D014,1,1,1,1,2,1
atp,2014,2014-D019,1,1,1,1,2,1
atp,2014,2014-D020,1,1,1,1,2,1
atp,2014,2014-D021,1,1,1,1,2,1
atp,2014,2014-D023,1,1,1,1,2,1
atp,2014,2014-D024,1,1,1,1,2,1
atp,2014,2014-D025,1,1,1,1,2,1
atp,2014,2014-D028,1,1,1,1,2,1
atp,2014,2014-D029,1,1,1,1,2,1
atp,2014,2014-D031,1,1,1,1,2,1
atp,2014,2014-D033,1,1,1,1,2,1
atp,2014,2014-D036,1,1,1,1,2,1
atp,2014,2014-D037,1,1,1,1,2,1
atp,2014,2014-D039,1,1,1,1,2,1
atp,2014,2014-D042,1,1,1,1,2,1
atp,2014,2014-D044,1,1,1,1,2,1
atp,2014,2014-D045,1,1,1,1,2,1
atp,2014,2014-D046,1,1,1,1,2,1
atp,2014,2014-D048,1,1,1,1,2,1
atp,2014,2014-D049,1,1,1,1,2,1
atp,2014,2014-D052,1,1,1,1,2,1
atp,2014,2014-D055,1,1,1,1,2,1
atp,2014,2014-D058,1,1,1,1,2,1
atp,2014,2014-D060,1,1,1,1,2,1
atp,2014,2014-D061,1,1,1,1,2,1
atp,2014,2014-D063,1,1,1,1,2,1
atp,2014,2014-D064,1,1,1,1,2,1
atp,2014,2014-D066,1,1,1,1,2,1
atp,2014,2014-D067,1,1,1,1,2,1
atp,2014,2014-D068,1,1,1,1,2,1
atp,2014,2014-D069,1,1,1,1,2,1
atp,2014,2014-D072,1,1,1,1,2,1
atp,2014,2014-D073,1,1,1,1,2,1
atp,2014,2014-D074,1,1,1,1,2,1
atp,2014,2014-D076,1,1,1,1,2,1
atp,2014,2014-D077,1,1,1,1,2,1
atp,2014,2014-D078,1,1,1,1,2,1
atp,2014,2014-D079,1,1,1,1,2,1
atp,2015,2015-D001,1,1,1,1,2,1
atp,2015,2015-D002,1,1,1,1,2,1
atp,2015,2015-D003,1,1,1,1,2,1
atp,2015,2015-D006,1,1,1,1,2,1
atp,2015,2015-D011,1,1,1,1,2,1
atp,2015,2015-D012,1,1,1,1,2,1
atp,2015,2015-D013,1,1,1,1,2,1
atp,2015,2015-D018,1,1,1,1,2,1
atp,2015,2015-D020,1,1,1,1,2,1
atp,2015,2015-D021,1,1,1,1,2,1
atp,2015,2015-D022,1,1,1,1,2,1
atp,2015,2015-D024,1,1,1,1,2,1
atp,2015,2015-D026,1,1,1,1,2,1
atp,2015,2015-D027,1,1,1,1,2,1
atp,2015,2015-D028,1,1,1,1,2,1
atp,2015,2015-D030,1,1,1,1,2,1
atp,2015,2015-D031,1,1,1,1,2,1
atp,2015,2015-D033,1,1,1,1,2,1
atp,2015,2015-D034,1,1,1,1,2,1
atp,2015,2015-D035,1,1,1,1,2,1
atp,2015,2015-D036,1,1,1,1,2,1
atp,2015,2015-D037,1,1,1,1,2,1
atp,2015,2015-D039,1,1,1,1,2,1
atp,2015,2015-D041,1,1,1,1,2,1
atp,2015,2015-D042,1,1,1,1,2,1
atp,2015,2015-D043,1,1,1,1,2,1
atp,2015,2015-D044,1,1,1,1,2,1
atp,2015,2015-D045,1,1,1,1,2,1
atp,2015,2015-D051,1,1,1,1,2,1
atp,2015,2015-D052,1,1,1,1,2,1
atp,2015,2015-D053,1,1,1,1,2,1
atp,2015,2015-D054,1,1,1,1,2,1
atp,2015,2015-D055,1,1,1,1,2,1
atp,2015,2015-D056,1,1,1,1,2,1
atp,2015,2015-D057,1,1,1,1,2,1
atp,2015,2015-D059,1,1,1,1,2,1
atp,2015,2015-D061,1,1,1,1,2,1
atp,2015,2015-D062,1,1,1,1,2,1
atp,2015,2015-D063,1,1,1,1,2,1
atp,2015,2015-D064,1,1,1,1,2,1
atp,2015,2015-D066,1,1,1,1,2,1
atp,2015,2015-D067,1,1,1,1,2,1
atp,2015,2015-D070,1,1,1,1,2,1
atp,2015,2015-D071,1,1,1,1,2,1
atp,2015,2015-D072,1,1,1,1,2,1
atp,2015,2015-D073,1,1,1,1,2,1
atp,2015,2015-D075,1,1,1,1,2,1
atp,2015,2015-D076,1,1,1,1,2,1
atp,2015,2015-D079,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-AM-M-BAR-ECU-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-AM-M-CHI-COL-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-AM-M-CHI-DOM-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-AO-M-PAK-CHN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-ESP-ROU-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-HUN-ISR-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-HUN-SVK-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-POR-AUT-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-ROU-SLO-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-RUS-NED-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G1-EPA-M-RUS-SWE-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AM-M-ESA-VEN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AM-M-MEX-GUA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AM-M-PAR-VEN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AM-M-PER-MEX,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AM-M-PUR-ESA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AM-M-URU-PER-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AO-M-PHI-KUW-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AO-M-TPE-MAS-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AO-M-TPE-PHI-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AO-M-TPE-THA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AO-M-VIE-INA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-AO-M-VIE-THA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-BLR-DEN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-BUL-TUR-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-EGY-BLR-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-FIN-DEN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-GEO-DEN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-LAT-BLR-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-LTU-BIH-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-LTU-NOR-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-LTU-RSA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-MON-LAT-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-RSA-LUX-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-G2-EPA-M-ZIM-FIN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-ARG-CRO-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-ARG-POL-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-CAN-FRA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-CRO-BEL-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-FRA-CRO-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-FRA-CZE-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-GBR-JPN-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-GBR-SRB-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-GER-CZE-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-SRB-KAZ-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-SUI-ITA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-USA-AUS-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-M-USA-CRO-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-PO-BEL-BRA-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-PO-CAN-CHI-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-PO-ESP-IND-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-PO-JPN-UKR-01,1,1,1,1,2,1
atp,2016,2016-M-DC-2016-WG-PO-SUI-UZB-01,1,1,1,1,2,1
atp,2016,2016-O16,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AM-M-BRA-ECU-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AM-M-CHI-COL-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AM-M-DOM-CHI-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AM-M-PER-ECU-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AO-M-KAZ-CHN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AO-M-NZL-IND-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AO-M-TPE-CHN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-AO-M-UZB-IND-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-EPA-M-ISR-POR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-EPA-M-POL-BIH-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-EPA-M-POR-UKR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G1-EPA-M-ROU-BLR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-BAH-VEN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-BAR-GUA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-BAR-PAR-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-BAR-VEN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-BOL-ESA-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-ESA-VEN-01,1,1,1,1,2,1
atp,2017,2017-M-DC-2017-G2-AM-M-MEX-GUA-01,1,1,1,1,2,1
