tour,year,tourney_id,tourney_number,tournament_name,tourney_level,surface,best_of,draw_size,start_date,end_date,num_matches,num_rounds,num_completed_matches,num_defaulted_matches,num_retired_matches,num_walkover_matches,num_players,champion,runner_up,champion_avg_rank
atp,2013,2013-D039,D039,Davis Cup G2 R3: ESA vs VEN,D,hard,5,4,2013-09-13,2013-09-13,3,1,3,0,0,0,4,,,
atp,2013,2013-D040,D040,Davis Cup G1 PO: DOM vs CHI,D,hard,3,4,2013-09-13,2013-09-13,4,1,4,0,0,0,7,,,
atp,2013,2013-D041,D041,Davis Cup G1 PO: SLO vs RSA,D,clay,3,4,2013-09-13,2013-09-13,4,1,3,0,1,0,6,,,
atp,2013,2013-D042,D042,Davis Cup G1 PO: SVK vs SWE,D,hard,5,4,2013-09-13,2013-09-13,4,1,4,0,0,0,4,,,
atp,2013,2013-D043,D043,Davis Cup G2 PO: BAR vs PUR,D,hard,5,4,2013-04-05,2013-04-05,3,1,3,0,0,0,4,,,
atp,2013,2013-D044,D044,Davis Cup G2 PO: GUA vs HAI,D,hard,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,5,,,
atp,2013,2013-D045,D045,Davis Cup G2 PO: LIB vs SRI,D,clay,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,4,,,
atp,2013,2013-D046,D046,Davis Cup G2 PO: KUW vs SYR,D,hard,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,4,,,
atp,2013,2013-D047,D047,Davis Cup G2 R1: BUL vs FIN,D,hard,5,4,2013-02-01,2013-02-01,4,1,4,0,0,0,5,,,
atp,2013,2013-D048,D048,Davis Cup G2 R1: IRL vs EST,D,hard,5,4,2013-02-01,2013-02-01,4,1,4,0,0,0,5,,,
atp,2013,2013-D049,D049,Davis Cup G2 R1: TUN vs LAT,D,hard,5,4,2013-02-01,2013-02-01,2,1,2,0,0,0,4,,,
atp,2013,2013-D050,D050,Davis Cup G2 R1: MON vs BLR,D,clay,5,4,2013-02-01,2013-02-01,3,1,3,0,0,0,4,,,
atp,2013,2013-D051,D051,Davis Cup G2 R1: MDA vs HUN,D,hard,5,4,2013-02-01,2013-02-01,4,1,4,0,0,0,4,,,
atp,2013,2013-D052,D052,Davis Cup G2 R1: BIH vs LUX,D,hard,3,4,2013-02-01,2013-02-01,4,1,4,0,0,0,6,,,
atp,2013,2013-D053,D053,Davis Cup G2 R1: LTU vs CYP,D,hard,5,4,2013-02-01,2013-02-01,4,1,4,0,0,0,7,,,
atp,2013,2013-D054,D054,Davis Cup G2 R1: POR vs BEN,D,clay,3,4,2013-02-01,2013-02-01,4,1,4,0,0,0,7,,,
atp,2013,2013-D055,D055,Davis Cup G2 R2: IRL vs FIN,D,hard,5,4,2013-04-05,2013-04-05,4,1,3,0,0,1,6,,,
atp,2013,2013-D056,D056,Davis Cup G2 R2: MON vs LAT,D,clay,5,4,2013-04-05,2013-04-05,4,1,3,0,1,0,4,,,
atp,2013,2013-D057,D057,Davis Cup G2 R2: BIH vs MDA,D,clay,5,4,2013-04-05,2013-04-05,3,1,3,0,0,0,4,,,
atp,2013,2013-D058,D058,Davis Cup G2 R2: POR vs LTU,D,clay,3,4,2013-04-05,2013-04-05,4,1,4,0,0,0,7,,,
atp,2013,2013-D059,D059,Davis Cup G2 R3: LAT vs FIN,D,hard,5,4,2013-09-13,2013-09-13,4,1,4,0,0,0,6,,,
atp,2013,2013-D060,D060,Davis Cup G2 R3: MDA vs POR,D,hard,5,4,2013-09-13,2013-09-13,4,1,4,0,0,0,5,,,
atp,2013,2013-D061,D061,Davis Cup G2 PO: BUL vs EST,D,clay,5,4,2013-04-05,2013-04-05,2,1,2,0,0,0,4,,,
atp,2013,2013-D062,D062,Davis Cup G2 PO: TUN vs BLR,D,clay,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,4,,,
atp,2013,2013-D063,D063,Davis Cup G2 PO: HUN vs LUX,D,hard,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,6,,,
atp,2013,2013-D064,D064,Davis Cup G2 PO: CYP vs BEN,D,hard,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,6,,,
atp,2013,2013-D065,D065,Davis Cup G1 R1: TPE vs AUS,D,hard,3,4,2013-02-01,2013-02-01,4,1,4,0,0,0,5,,,
atp,2013,2013-D066,D066,Davis Cup G1 R1: UZB vs CHN,D,clay,3,4,2013-02-01,2013-02-01,4,1,4,0,0,0,6,,,
atp,2013,2013-D067,D067,Davis Cup G1 R1: IND vs KOR,D,hard,5,4,2013-02-01,2013-02-01,4,1,4,0,0,0,5,,,
atp,2013,2013-D068,D068,Davis Cup G1 R1: JPN vs INA,D,hard,3,4,2013-02-01,2013-02-01,4,1,4,0,0,0,6,,,
atp,2013,2013-D069,D069,Davis Cup G1 R2: UZB vs AUS,D,clay,5,4,2013-04-05,2013-04-05,3,1,3,0,0,0,4,,,
atp,2013,2013-D070,D070,Davis Cup G1 R2: JPN vs KOR,D,hard,5,4,2013-04-05,2013-04-05,4,1,4,0,0,0,5,,,
atp,2013,2013-D071,D071,Davis Cup G1 PO: CHN vs TPE,D,hard,3,4,2013-04-05,2013-04-05,4,1,4,0,0,0,5,,,
atp,2013,2013-D072,D072,Davis Cup G1 PO: IND vs INA,D,hard,3,4,2013-04-05,2013-04-05,4,1,4,0,0,0,5,,,
atp,2013,2013-D073,D073,Davis Cup G1 PO: TPE vs INA,D,hard,3,4,2013-09-13,2013-09-13,4,1,4,0,0,0,5,,,
atp,2013,2013-D074,D074,Davis Cup WG PO: ESP vs UKR,D,clay,3,4,2013-09-13,2013-09-13,4,1,4,0,0,0,7,,,
atp,2013,2013-D075,D075,Davis Cup WG PO: NED vs AUT,D,clay,5,4,2013-09-13,2013-09-13,4,1,3,0,0,1,5,,,
atp,2013,2013-D076,D076,Davis Cup WG PO: CRO vs GBR,D,clay,5,4,2013-09-13,2013-09-13,4,1,4,0,0,0,5,,,
atp,2013,2013-D077,D077,Davis Cup WG PO: SUI vs ECU,D,hard,3,4,2013-09-13,2013-09-13,4,1,4,0,0,0,7,,,
atp,2013,2013-D078,D078,Davis Cup WG PO: GER vs BRA,D,hard,5,4,2013-09-13,2013-09-13,4,1,4,0,0,0,5,,,
atp,2013,2013-D079,D079,Davis Cup WG PO: POL vs AUS,D,clay,5,4,2013-09-13,2013-09-13,4,1,3,0,1,0,5,,,
atp,2013,2013-D080,D080,Davis Cup WG PO: BEL vs ISR,D,clay,5,4,2013-09-12,2013-09-12,4,1,4,0,0,0,4,,,
atp,2013,2013-D081,D081,Davis Cup WG PO: JPN vs COL,D,hard,5,4,2013-09-13,2013-09-13,4,1,4,0,0,0,4,,,
atp,2013,2013-D082,D082,Davis Cup G1 PO: RUS vs RSA,D,hard,5,4,2013-10-25,2013-10-25,4,1,3,0,1,0,6,,,
atp,2014,2014-1536,1536,Madrid Masters,M,clay,3,56,2014-05-04,2014-05-04,55,6,52,0,2,1,56,Rafael Nadal,Kei Nishikori,1.0
atp,2014,2014-2276,2276,Zagreb,A,hard,3,28,2014-02-03,2014-02-03,27,5,27,0,0,0,28,Marin Cilic,Tommy Haas,37.0
atp,2014,2014-301,301,Auckland,A,hard,3,28,2014-01-06,2014-01-06,27,5,27,0,0,0,28,John Isner,Yen Hsun Lu,14.0
atp,2014,2014-308,308,Munich,A,clay,3,28,2014-04-28,2014-04-28,27,5,26,0,1,0,28,Martin Klizan,Fabio Fognini,111.0
atp,2014,2014-311,311,Queen's Club,A,grass,3,56,2014-06-09,2014-06-09,55,6,52,0,2,1,56,Grigor Dimitrov,Feliciano Lopez,13.0
atp,2014,2014-314,314,Gstaad,A,clay,3,28,2014-07-21,2014-07-21,27,5,25,0,2,0,28,Pablo Andujar,Juan Monaco,71.0
atp,2014,2014-315,315,Newport,A,grass,3,32,2014-07-07,2014-07-07,31,5,30,0,1,0,32,Lleyton Hewitt,Ivo Karlovic,43.0
atp,2014,2014-316,316,Bastad,A,clay,3,28,2014-07-07,2014-07-07,27,5,24,0,3,0,28,Pablo Cuevas,Joao Sousa,111.0
atp,2014,2014-319,319,Kitzbuhel,A,clay,3,28,2014-07-27,2014-07-27,27,5,26,0,0,1,28,David Goffin,Dominic Thiem,78.0
atp,2014,2014-321,321,Stuttgart,A,clay,3,28,2014-07-07,2014-07-07,27,5,27,0,0,0,28,Roberto Bautista Agut,Lukas Rosol,23.0
atp,2014,2014-328,328,Basel,A,hard,3,32,2014-10-20,2014-10-20,31,5,30,0,1,0,32,Roger Federer,David Goffin,2.0
atp,2014,2014-329,329,Tokyo,A,hard,3,32,2014-09-29,2014-09-29,31,5,28,0,3,0,32,Kei Nishikori,Milos Raonic,7.0
atp,2014,2014-337,337,Vienna,A,hard,3,28,2014-10-13,2014-10-13,27,5,27,0,0,0,28,Andy Murray,David Ferrer,11.0
atp,2014,2014-338,338,Sydney,A,hard,3,28,2014-01-06,2014-01-06,27,5,26,0,1,0,28,Juan Martin del Potro,Bernard Tomic,5.0
atp,2014,2014-339,339,Brisbane,A,hard,3,28,2013-12-29,2013-12-29,27,5,27,0,0,0,28,Lleyton Hewitt,Roger Federer,60.0
atp,2014,2014-341,341,Metz,A,hard,3,28,2014-09-15,2014-09-15,27,5,25,0,2,0,28,David Goffin,Joao Sousa,45.0
atp,2014,2014-352,352,Paris Masters,M,hard,3,48,2014-10-27,2014-10-27,47,6,45,0,2,0,48,Novak Djokovic,Milos Raonic,1.0
atp,2014,2014-360,360,Casablanca,A,clay,3,28,2014-04-07,2014-04-07,27,5,26,0,1,0,28,Guillermo Garcia Lopez,Marcel Granollers,53.0
atp,2014,2014-375,375,Montpellier,A,hard,3,28,2014-02-03,2014-02-03,27,5,25,0,2,0,28,Gael Monfils,Richard Gasquet,30.0
atp,2014,2014-402,402,Memphis,A,hard,3,28,2014-02-10,2014-02-10,27,5,26,0,1,0,28,Kei Nishikori,Ivo Karlovic,16.0
atp,2014,2014-403,403,Miami Masters,M,hard,3,96,2014-03-19,2014-03-19,95,7,91,0,1,3,96,Novak Djokovic,Rafael Nadal,2.0
atp,2014,2014-404,404,Indian Wells Masters,M,hard,3,96,2014-03-06,2014-03-06,95,7,93,0,2,0,96,Novak Djokovic,Roger Federer,2.0
atp,2014,2014-407,407,Rotterdam,A,hard,3,32,2014-02-10,2014-02-10,31,5,31,0,0,0,32,Tomas Berdych,Marin Cilic,7.0
atp,2014,2014-410,410,Monte Carlo Masters,M,clay,3,56,2014-04-13,2014-04-13,55,6,54,0,0,1,56,Stan Wawrinka,Roger Federer,3.0
atp,2014,2014-414,414,Hamburg,A,clay,3,48,2014-07-14,2014-07-14,47,6,44,0,2,1,48,Leonardo Mayer,David Ferrer,46.0
atp,2014,2014-416,416,Rome Masters,M,clay,3,56,2014-05-11,2014-05-11,55,6,51,0,4,0,56,Novak Djokovic,Rafael Nadal,2.0
atp,2014,2014-418,418,Washington,A,hard,3,48,2014-07-28,2014-07-28,47,6,47,0,0,0,48,Milos Raonic,Vasek Pospisil,7.0
atp,2014,2014-421,421,Canada Masters,M,hard,3,56,2014-08-04,2014-08-04,55,6,54,0,0,1,56,Jo-Wilfried Tsonga,Roger Federer,15.0
atp,2014,2014-422,422,Cincinnati Masters,M,hard,3,56,2014-08-10,2014-08-10,55,6,55,0,0,0,56,Roger Federer,David Ferrer,3.0
atp,2014,2014-425,425,Barcelona,A,clay,3,48,2014-04-21,2014-04-21,47,6,44,0,3,0,48,Kei Nishikori,Santiago Giraldo,17.0
atp,2014,2014-429,429,Stockholm,A,hard,3,28,2014-10-13,2014-10-13,27,5,27,0,0,0,28,Tomas Berdych,Grigor Dimitrov,7.0
atp,2014,2014-438,438,Moscow,A,hard,3,28,2014-10-13,2014-10-13,27,5,27,0,0,0,28,Marin Cilic,Roberto Bautista Agut,8.0
atp,2014,2014-439,439,Umag,A,clay,3,28,2014-07-21,2014-07-21,27,5,26,0,0,1,28,Pablo Cuevas,Tommy Robredo,60.0
atp,2014,2014-440,440,s Hertogenbosch,A,grass,3,32,2014-06-15,2014-06-15,31,5,29,0,1,1,32,Roberto Bautista Agut,Benjamin Becker,28.0
atp,2014,2014-451,451,Doha,A,hard,3,32,2013-12-30,2013-12-30,31,5,31,0,0,0,32,Rafael Nadal,Gael Monfils,1.0
atp,2014,2014-468,468,Estoril,A,clay,3,28,2014-04-28,2014-04-28,27,5,27,0,0,0,28,Carlos Berlocq,Tomas Berdych,62.0
atp,2014,2014-495,495,Dubai,A,hard,3,32,2014-02-24,2014-02-24,31,5,28,0,1,2,32,Roger Federer,Tomas Berdych,8.0
atp,2014,2014-496,496,Marseille,A,hard,3,28,2014-02-17,2014-02-17,27,5,26,0,1,0,28,Ernests Gulbis,Jo-Wilfried Tsonga,23.0
atp,2014,2014-499,499,Delray Beach,A,hard,3,32,2014-02-17,2014-02-17,31,5,26,0,5,0,32,Marin Cilic,Kevin Anderson,29.0
atp,2014,2014-500,500,Halle,A,grass,3,28,2014-06-09,2014-06-09,27,5,25,0,0,2,28,Roger Federer,Alejandro Falla,4.0
atp,2014,2014-5014,5014,Shanghai Masters,M,hard,3,56,2014-10-05,2014-10-05,55,6,54,0,1,0,56,Roger Federer,Gilles Simon,3.0
atp,2014,2014-505,505,Vina del Mar,A,clay,3,28,2014-02-03,2014-02-03,27,5,27,0,0,0,28,Fabio Fognini,Leonardo Mayer,15.0
atp,2014,2014-506,506,Buenos Aires,A,clay,3,32,2014-02-10,2014-02-10,31,5,30,0,1,0,32,David Ferrer,Fabio Fognini,5.0
atp,2014,2014-520,520,Roland Garros,G,clay,5,128,2014-05-26,2014-05-26,127,7,122,0,5,0,128,Rafael Nadal,Novak Djokovic,1.0
atp,2014,2014-533,533,Sao Paulo,A,clay,3,28,2014-02-24,2014-02-24,27,5,25,0,2,0,28,Federico Delbonis,Paolo Lorenzi,61.0
atp,2014,2014-540,540,Wimbledon,G,grass,5,128,2014-06-23,2014-06-23,127,7,126,0,1,0,128,Novak Djokovic,Roger Federer,2.0
atp,2014,2014-560,560,US Open,G,hard,5,128,2014-08-25,2014-08-25,127,7,117,0,8,2,128,Marin Cilic,Kei Nishikori,16.0
atp,2014,2014-573,573,Valencia,A,hard,3,32,2014-10-20,2014-10-20,31,5,28,0,1,2,32,Andy Murray,Tommy Robredo,10.0
atp,2014,2014-580,580,Australian Open,G,hard,5,128,2014-01-13,2014-01-13,127,7,117,0,9,1,128,Stan Wawrinka,Rafael Nadal,8.0
atp,2014,2014-6003,6003,Kuala Lumpur,A,hard,3,28,2014-09-22,2014-09-22,27,5,27,0,0,0,28,Kei Nishikori,Julien Benneteau,8.0
atp,2014,2014-605,605,Tour Finals,F,hard,3,8,2014-11-09,2014-11-09,15,3,14,0,0,1,9,Novak Djokovic,Roger Federer,1.0
atp,2014,2014-6116,6116,Atlanta,A,hard,3,28,2014-07-21,2014-07-21,27,5,27,0,0,0,28,John Isner,Dudi Sela,12.0
atp,2014,2014-6120,6120,Nice,A,clay,3,28,2014-05-18,2014-05-18,27,5,27,0,0,0,28,Ernests Gulbis,Federico Delbonis,19.0
atp,2014,2014-6242,6242,Winston-Salem,A,hard,3,48,2014-08-17,2014-08-17,47,6,45,0,1,1,48,Lukas Rosol,Jerzy Janowicz,33.0
atp,2014,2014-6710,6710,Dusseldorf,A,clay,3,28,2014-05-18,2014-05-18,27,5,27,0,0,0,28,Philipp Kohlschreiber,Ivo Karlovic,29.0
atp,2014,2014-6718,6718,Bogota,A,hard,3,28,2014-07-14,2014-07-14,27,5,26,0,1,0,28,Bernard Tomic,Ivo Karlovic,124.0
atp,2014,2014-6932,6932,Rio de Janeiro,A,clay,3,32,2014-02-17,2014-02-17,31,5,29,0,1,1,32,Rafael Nadal,Alexandr Dolgopolov,1.0
atp,2014,2014-6967,6967,Shenzhen,A,hard,3,28,2014-09-22,2014-09-22,27,5,26,0,1,0,28,Andy Murray,Tommy Robredo,11.0
atp,2014,2014-717,717,Houston,A,clay,3,28,2014-04-07,2014-04-07,27,5,25,0,1,1,28,Fernando Verdasco,Nicolas Almagro,29.0
atp,2014,2014-741,741,Eastbourne,A,grass,3,28,2014-06-16,2014-06-16,27,5,25,0,2,0,28,Feliciano Lopez,Richard Gasquet,25.0
atp,2014,2014-747,747,Beijing,A,hard,3,32,2014-09-29,2014-09-29,31,5,30,0,1,0,32,Novak Djokovic,Tomas Berdych,1.0
atp,2014,2014-773,773,Bucharest,A,clay,3,28,2014-04-21,2014-04-21,27,5,26,0,1,0,28,Grigor Dimitrov,Lukas Rosol,16.0
atp,2014,2014-807,807,Acapulco,A,hard,3,32,2014-02-24,2014-02-24,31,5,30,0,1,0,32,Grigor Dimitrov,Kevin Anderson,22.0
atp,2014,2014-891,891,Chennai,A,hard,3,28,2013-12-30,2013-12-30,27,5,21,0,5,1,28,Stan Wawrinka,Edouard Roger-Vasselin,8.0
atp,2014,2014-D001,D001,Davis Cup WG R1: CZE vs NED,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,6,,,
atp,2014,2014-D002,D002,Davis Cup WG R1: JPN vs CAN,D,hard,5,4,2014-01-31,2014-01-31,4,1,3,0,1,0,4,,,
atp,2014,2014-D003,D003,Davis Cup WG R1: GER vs ESP,D,hard,3,4,2014-01-31,2014-01-31,4,1,3,0,0,1,5,,,
atp,2014,2014-D004,D004,Davis Cup WG R1: FRA vs AUS,D,clay,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,7,,,
atp,2014,2014-D005,D005,Davis Cup WG R1: USA vs GBR,D,clay,5,4,2014-01-31,2014-01-31,3,1,3,0,0,0,4,,,
atp,2014,2014-D006,D006,Davis Cup WG R1: ARG vs ITA,D,clay,5,4,2014-01-31,2014-01-31,3,1,3,0,0,0,4,,,
atp,2014,2014-D007,D007,Davis Cup WG R1: KAZ vs BEL,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,4,,,
atp,2014,2014-D008,D008,Davis Cup WG R1: SRB vs SUI,D,hard,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,7,,,
atp,2014,2014-D009,D009,Davis Cup WG QF: JPN vs CZE,D,hard,3,4,2014-04-04,2014-04-04,4,1,4,0,0,0,6,,,
atp,2014,2014-D010,D010,Davis Cup WG QF: FRA vs GER,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,5,,,
atp,2014,2014-D011,D011,Davis Cup WG QF: ITA vs GBR,D,clay,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,4,,,
atp,2014,2014-D012,D012,Davis Cup WG QF: SUI vs KAZ,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,4,,,
atp,2014,2014-D013,D013,Davis Cup WG SF: FRA vs CZE,D,clay,3,4,2014-09-12,2014-09-12,4,1,4,0,0,0,7,,,
atp,2014,2014-D014,D014,Davis Cup WG SF: SUI vs ITA,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,6,,,
atp,2014,2014-D015,D015,Davis Cup WG F: FRA vs SUI,D,clay,5,4,2014-11-21,2014-11-21,3,1,3,0,0,0,5,,,
atp,2014,2014-D016,D016,Davis Cup WG PO: IND vs SRB,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,4,,,
atp,2014,2014-D017,D017,Davis Cup WG PO: BRA vs ESP,D,clay,5,4,2014-09-12,2014-09-12,3,1,3,0,0,0,4,,,
atp,2014,2014-D018,D018,Davis Cup WG PO: ISR vs ARG,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,4,,,
atp,2014,2014-D019,D019,Davis Cup WG PO: CAN vs COL,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,5,,,
atp,2014,2014-D020,D020,Davis Cup WG PO: USA vs SVK,D,hard,3,4,2014-09-12,2014-09-12,4,1,4,0,0,0,5,,,
atp,2014,2014-D021,D021,Davis Cup WG PO: AUS vs UZB,D,grass,3,4,2014-09-12,2014-09-12,4,1,4,0,0,0,7,,,
atp,2014,2014-D022,D022,Davis Cup WG PO: NED vs CRO,D,clay,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,6,,,
atp,2014,2014-D023,D023,Davis Cup WG PO: UKR vs BEL,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,4,,,
atp,2014,2014-D024,D024,Davis Cup G2 R1: BAR vs CHI,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,6,,,
atp,2014,2014-D025,D025,Davis Cup G2 R1: PAR vs ESA,D,clay,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,7,,,
atp,2014,2014-D026,D026,Davis Cup G2 R1: BOL vs PER,D,clay,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,4,,,
atp,2014,2014-D027,D027,Davis Cup G2 R1: GUA vs MEX,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,5,,,
atp,2014,2014-D028,D028,Davis Cup G1 R1: ECU vs VEN,D,clay,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,5,,,
atp,2014,2014-D029,D029,Davis Cup G1 R1: DOM vs URU,D,hard,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,8,,,
atp,2014,2014-D030,D030,Davis Cup G1 R2: ECU vs BRA,D,clay,5,4,2014-04-04,2014-04-04,3,1,2,0,1,0,4,,,
atp,2014,2014-D031,D031,Davis Cup G1 R2: COL vs DOM,D,clay,3,4,2014-04-04,2014-04-04,4,1,4,0,0,0,8,,,
atp,2014,2014-D032,D032,Davis Cup G1 R1: CHN vs NZL,D,hard,5,4,2014-01-27,2014-01-27,3,1,3,0,0,0,4,,,
atp,2014,2014-D033,D033,Davis Cup G1 R1: IND vs TPE,D,hard,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,6,,,
atp,2014,2014-D034,D034,Davis Cup G1 R2: CHN vs UZB,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,4,,,
atp,2014,2014-D035,D035,Davis Cup G1 R2: KOR vs IND,D,hard,5,4,2014-04-04,2014-04-04,3,1,3,0,0,0,4,,,
atp,2014,2014-D036,D036,Davis Cup G2 R2: BAR vs ESA,D,hard,5,4,2014-04-04,2014-04-04,4,1,3,0,1,0,6,,,
atp,2014,2014-D037,D037,Davis Cup G2 R2: MEX vs PER,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,5,,,
atp,2014,2014-D038,D038,Davis Cup G2 R3: BAR vs MEX,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,5,,,
atp,2014,2014-D039,D039,Davis Cup G2 PO: CHI vs PAR,D,clay,3,4,2014-04-04,2014-04-04,4,1,4,0,0,0,6,,,
atp,2014,2014-D040,D040,Davis Cup G2 PO: BOL vs GUA,D,clay,5,4,2014-04-04,2014-04-04,3,1,3,0,0,0,4,,,
atp,2014,2014-D041,D041,Davis Cup G1 PO: TPE vs KOR,D,hard,5,4,2014-09-12,2014-09-12,3,1,2,0,1,0,5,,,
atp,2014,2014-D042,D042,Davis Cup G1 PO: VEN vs URU,D,hard,5,4,2014-09-12,2014-09-12,4,1,3,0,1,0,6,,,
atp,2014,2014-D043,D043,Davis Cup G2 R1: SRI vs PHI,D,hard,5,4,2014-01-31,2014-01-31,3,1,3,0,0,0,5,,,
atp,2014,2014-D044,D044,Davis Cup G2 R1: VIE vs PAK,D,hard,5,4,2014-02-14,2014-02-14,4,1,4,0,0,0,6,,,
atp,2014,2014-D045,D045,Davis Cup G2 R1: THA vs HKG,D,hard,5,4,2014-02-14,2014-02-14,4,1,4,0,0,0,6,,,
atp,2014,2014-D046,D046,Davis Cup G2 R1: KUW vs INA,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,6,,,
atp,2014,2014-D047,D047,Davis Cup G2 R2: PHI vs PAK,D,clay,5,4,2014-04-04,2014-04-04,4,1,3,0,1,0,6,,,
atp,2014,2014-D048,D048,Davis Cup G2 R2: THA vs KUW,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,6,,,
atp,2014,2014-D049,D049,Davis Cup G2 R3: THA vs PAK,D,hard,5,4,2014-09-12,2014-09-12,4,1,3,0,1,0,5,,,
atp,2014,2014-D050,D050,Davis Cup G2 PO: VIE vs SRI,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,5,,,
atp,2014,2014-D051,D051,Davis Cup G2 PO: INA vs HKG,D,hard,5,4,2014-04-25,2014-04-25,4,1,4,0,0,0,4,,,
atp,2014,2014-D052,D052,Davis Cup G1 R1: RUS vs POL,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,5,,,
atp,2014,2014-D053,D053,Davis Cup G1 R1: SLO vs POR,D,hard,5,4,2014-01-31,2014-01-31,4,1,3,0,1,0,6,,,
atp,2014,2014-D054,D054,Davis Cup G1 R1: UKR vs ROU,D,hard,5,4,2014-01-31,2014-01-31,3,1,3,0,0,0,4,,,
atp,2014,2014-D055,D055,Davis Cup G1 R1: SVK vs LAT,D,hard,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,7,,,
atp,2014,2014-D056,D056,Davis Cup G1 R2: POL vs CRO,D,hard,5,4,2014-04-04,2014-04-04,3,1,3,0,0,0,4,,,
atp,2014,2014-D057,D057,Davis Cup G1 R2: SLO vs ISR,D,clay,5,4,2014-04-04,2014-04-04,3,1,3,0,0,0,5,,,
atp,2014,2014-D058,D058,Davis Cup G1 R2: SVK vs AUT,D,hard,3,4,2014-04-04,2014-04-04,4,1,4,0,0,0,5,,,
atp,2014,2014-D059,D059,Davis Cup G1 PO: ROU vs SWE,D,clay,5,4,2014-09-12,2014-09-12,3,1,3,0,0,0,4,,,
atp,2014,2014-D060,D060,Davis Cup G1 PO: LAT vs AUT,D,hard,5,4,2014-09-12,2014-09-12,4,1,4,0,0,0,5,,,
atp,2014,2014-D061,D061,Davis Cup G1 PO: RUS vs POR,D,hard,3,4,2014-09-12,2014-09-12,4,1,4,0,0,0,8,,,
atp,2014,2014-D062,D062,Davis Cup G2 R1: RSA vs MON,D,hard,5,4,2014-01-31,2014-01-31,4,1,3,0,1,0,4,,,
atp,2014,2014-D063,D063,Davis Cup G2 R1: NOR vs LTU,D,hard,5,4,2014-01-31,2014-01-31,4,1,3,0,1,0,6,,,
atp,2014,2014-D064,D064,Davis Cup G2 R1: FIN vs BUL,D,hard,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,6,,,
atp,2014,2014-D065,D065,Davis Cup G2 R1: BIH vs GRE,D,carpet,5,4,2014-01-31,2014-01-31,3,1,3,0,0,0,4,,,
atp,2014,2014-D066,D066,Davis Cup G2 R1: BLR vs IRL,D,hard,5,4,2014-01-31,2014-01-31,4,1,3,0,0,1,4,,,
atp,2014,2014-D067,D067,Davis Cup G2 R1: MDA vs EGY,D,hard,5,4,2014-01-31,2014-01-31,4,1,3,0,1,0,5,,,
atp,2014,2014-D068,D068,Davis Cup G2 R1: MAR vs LUX,D,clay,5,4,2014-01-31,2014-01-31,4,1,4,0,0,0,6,,,
atp,2014,2014-D069,D069,Davis Cup G2 R1: DEN vs CYP,D,clay,3,4,2014-01-31,2014-01-31,4,1,4,0,0,0,5,,,
atp,2014,2014-D070,D070,Davis Cup G2 R2: RSA vs LTU,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,5,,,
atp,2014,2014-D071,D071,Davis Cup G2 R2: FIN vs BIH,D,hard,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,4,,,
atp,2014,2014-D072,D072,Davis Cup G2 R2: MDA vs BLR,D,clay,5,4,2014-04-04,2014-04-04,4,1,4,0,0,0,5,,,
atp,2014,2014-D073,D073,Davis Cup G2 R2: DEN vs LUX,D,hard,3,4,2014-04-04,2014-04-04,4,1,4,0,0,0,6,,,
