tour,year,tourney_id,tourney_number,tournament_name,tourney_level,surface,best_of,draw_size,start_date,end_date,num_matches,num_rounds,num_completed_matches,num_defaulted_matches,num_retired_matches,num_walkover_matches,num_players,champion,runner_up,champion_avg_rank
atp,2005,2005-520,520,Roland Garros,G,clay,5,128,2005-05-23,2005-05-23,127,7,122,0,3,2,128,Rafael Nadal,Mariano Puerta,5.0
atp,2005,2005-533,533,Costa Do Sauipe,A,clay,3,32,2005-02-14,2005-02-14,31,5,27,0,4,0,32,Rafael Nadal,Alberto Martin,48.0
atp,2005,2005-540,540,Wimbledon,G,grass,5,128,2005-06-20,2005-06-20,127,7,123,0,4,0,128,Roger Federer,Andy Roddick,1.0
atp,2005,2005-560,560,US Open,G,hard,5,128,2005-08-29,2005-08-29,127,7,123,0,3,1,128,Roger Federer,Andre Agassi,1.0
atp,2005,2005-568,568,St. Petersburg,A,carpet,3,32,2005-10-24,2005-10-24,31,5,30,0,1,0,32,Thomas Johansson,Nicolas Kiefer,15.0
atp,2005,2005-573,573,Valencia,A,clay,3,32,2005-04-04,2005-04-04,31,5,31,0,0,0,32,Igor Andreev,David Ferrer,47.0
atp,2005,2005-580,580,Australian Open,G,hard,5,128,2005-01-17,2005-01-17,127,7,121,0,6,0,128,Marat Safin,Lleyton Hewitt,4.0
atp,2005,2005-605,605,Masters Cup,F,carpet,3,8,2005-11-14,2005-11-14,15,3,15,0,0,0,9,David Nalbandian,Roger Federer,12.0
atp,2005,2005-615,615,Dusseldorf,A,clay,3,32,2005-05-16,2005-05-16,26,2,26,0,0,0,20,Guillermo Coria,Florian Mayer,9.0
atp,2005,2005-717,717,Houston,A,clay,3,32,2005-04-18,2005-04-18,31,5,31,0,0,0,32,Andy Roddick,Sebastien Grosjean,4.0
atp,2005,2005-741,741,Nottingham,A,grass,3,32,2005-06-13,2005-06-13,31,5,30,0,1,0,32,Richard Gasquet,Max Mirnyi,27.0
atp,2005,2005-747,747,Beijing,A,hard,3,32,2005-09-12,2005-09-12,31,5,31,0,0,0,32,Rafael Nadal,Guillermo Coria,2.0
atp,2005,2005-773,773,Bucharest,A,clay,3,32,2005-09-12,2005-09-12,31,5,31,0,0,0,32,Florent Serra,Igor Andreev,68.0
atp,2005,2005-807,807,Acapulco,A,clay,3,32,2005-02-21,2005-02-21,31,5,29,0,2,0,32,Rafael Nadal,Albert Montanes,39.0
atp,2005,2005-890,890,Ho Chi Minh City,A,carpet,3,32,2005-09-26,2005-09-26,31,5,29,0,1,1,32,Jonas Bjorkman,Radek Stepanek,93.0
atp,2005,2005-891,891,Chennai,A,hard,3,32,2005-01-03,2005-01-03,31,5,30,0,0,1,32,Carlos Moya,Paradorn Srichaphan,5.0
atp,2005,2005-D001,D001,Davis Cup WG R1: SVK vs ESP,D,hard,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D002,D002,Davis Cup WG R1: SUI vs NED,D,hard,5,4,2005-03-04,2005-03-04,4,1,3,0,1,0,4,,,
atp,2005,2005-D003,D003,Davis Cup WG R1: AUS vs AUT,D,grass,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,7,,,
atp,2005,2005-D004,D004,Davis Cup WG R1: ARG vs CZE,D,clay,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,7,,,
atp,2005,2005-D005,D005,Davis Cup WG R1: RUS vs CHI,D,carpet,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D006,D006,Davis Cup WG R1: FRA vs SWE,D,clay,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,4,,,
atp,2005,2005-D007,D007,Davis Cup WG R1: ROU vs BLR,D,clay,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,4,,,
atp,2005,2005-D008,D008,Davis Cup WG R1: USA vs CRO,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D009,D009,Davis Cup WG QF: SVK vs NED,D,hard,5,4,2005-07-15,2005-07-15,4,1,3,0,1,0,6,,,
atp,2005,2005-D010,D010,Davis Cup WG QF: AUS vs ARG,D,grass,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,5,,,
atp,2005,2005-D011,D011,Davis Cup WG QF: RUS vs FRA,D,clay,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,4,,,
atp,2005,2005-D012,D012,Davis Cup WG QF: CRO vs ROU,D,carpet,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,4,,,
atp,2005,2005-D013,D013,Davis Cup WG SF: SVK vs ARG,D,hard,5,4,2005-09-23,2005-09-23,4,1,3,0,1,0,6,,,
atp,2005,2005-D014,D014,Davis Cup WG SF: CRO vs RUS,D,carpet,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,6,,,
atp,2005,2005-D015,D015,Davis Cup WG F: SVK vs CRO,D,hard,5,4,2005-12-02,2005-12-02,4,1,4,0,0,0,5,,,
atp,2005,2005-D016,D016,Davis Cup WG PO: AUT vs ECU,D,hard,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,5,,,
atp,2005,2005-D017,D017,Davis Cup WG PO: CAN vs BLR,D,hard,5,4,2005-09-23,2005-09-23,4,1,3,0,1,0,5,,,
atp,2005,2005-D018,D018,Davis Cup WG PO: CHI vs PAK,D,clay,3,4,2005-09-23,2005-09-23,4,1,4,0,0,0,7,,,
atp,2005,2005-D019,D019,Davis Cup WG PO: CZE vs GER,D,clay,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,4,,,
atp,2005,2005-D020,D020,Davis Cup WG PO: ITA vs ESP,D,clay,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,4,,,
atp,2005,2005-D021,D021,Davis Cup WG PO: IND vs SWE,D,grass,5,4,2005-09-23,2005-09-23,3,1,3,0,0,0,4,,,
atp,2005,2005-D022,D022,Davis Cup WG PO: SUI vs GBR,D,clay,3,4,2005-09-23,2005-09-23,4,1,4,0,0,0,6,,,
atp,2005,2005-D023,D023,Davis Cup WG PO: BEL vs USA,D,clay,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,5,,,
atp,2005,2005-D024,D024,Davis Cup G1 R1: VEN vs PER,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,4,,,
atp,2005,2005-D025,D025,Davis Cup G1 R1: MEX vs ECU,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D026,D026,Davis Cup G1 R2: VEN vs CAN,D,clay,5,4,2005-04-29,2005-04-29,3,1,3,0,0,0,6,,,
atp,2005,2005-D027,D027,Davis Cup G1 R2: ECU vs PAR,D,clay,3,4,2005-04-29,2005-04-29,4,1,4,0,0,0,7,,,
atp,2005,2005-D028,D028,Davis Cup G1 PO: MEX vs PAR,D,hard,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D029,D029,Davis Cup G1 PO: PER vs PAR,D,clay,5,4,2005-09-23,2005-09-23,4,1,3,0,1,0,6,,,
atp,2005,2005-D030,D030,Davis Cup G1 R1: SCG vs ZIM,D,clay,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D031,D031,Davis Cup G1 R1: LUX vs ITA,D,hard,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,7,,,
atp,2005,2005-D032,D032,Davis Cup G1 R2: ISR vs GBR,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D033,D033,Davis Cup G1 R2: SCG vs BEL,D,clay,5,4,2005-04-29,2005-04-29,4,1,4,0,0,0,5,,,
atp,2005,2005-D034,D034,Davis Cup G1 R2: ITA vs MAR,D,clay,3,4,2005-04-28,2005-04-28,4,1,4,0,0,0,5,,,
atp,2005,2005-D035,D035,Davis Cup G1 R2: RSA vs GER,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D036,D036,Davis Cup G1 PO: LUX vs MAR,D,hard,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,5,,,
atp,2005,2005-D037,D037,Davis Cup G1 PO: ZIM vs ISR,D,hard,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,5,,,
atp,2005,2005-D038,D038,Davis Cup G1 PO: MAR vs RSA,D,clay,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,4,,,
atp,2005,2005-D039,D039,Davis Cup G1 R1: PAK vs THA,D,grass,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D040,D040,Davis Cup G1 R1: TPE vs JPN,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,4,,,
atp,2005,2005-D041,D041,Davis Cup G1 R1: INA vs UZB,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,4,,,
atp,2005,2005-D042,D042,Davis Cup G1 R1: IND vs CHN,D,grass,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D043,D043,Davis Cup G1 R2: PAK vs TPE,D,grass,5,4,2005-04-29,2005-04-29,4,1,4,0,0,0,5,,,
atp,2005,2005-D044,D044,Davis Cup G1 R2: IND vs UZB,D,grass,3,4,2005-04-29,2005-04-29,4,1,4,0,0,0,6,,,
atp,2005,2005-D045,D045,Davis Cup G1 PO: JPN vs THA,D,carpet,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D046,D046,Davis Cup G1 PO: CHN vs INA,D,hard,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D047,D047,Davis Cup G1 PO: THA vs INA,D,hard,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,5,,,
atp,2005,2005-D048,D048,Davis Cup G2 R1: GHA vs FIN,D,hard,3,4,2005-03-04,2005-03-04,4,1,3,0,1,0,4,,,
atp,2005,2005-D049,D049,Davis Cup G2 R1: BUL vs GEO,D,carpet,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D050,D050,Davis Cup G2 R1: HUN vs MON,D,hard,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,8,,,
atp,2005,2005-D051,D051,Davis Cup G2 R1: UKR vs NOR,D,carpet,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D052,D052,Davis Cup G2 R1: EST vs POR,D,carpet,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,8,,,
atp,2005,2005-D053,D053,Davis Cup G2 R1: ALG vs POL,D,clay,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D054,D054,Davis Cup G2 R1: SLO vs CIV,D,hard,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,7,,,
atp,2005,2005-D055,D055,Davis Cup G2 R1: LAT vs GRE,D,carpet,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D056,D056,Davis Cup G2 R2: FIN vs BUL,D,clay,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,5,,,
atp,2005,2005-D057,D057,Davis Cup G2 R2: UKR vs HUN,D,hard,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,7,,,
atp,2005,2005-D058,D058,Davis Cup G2 R2: POR vs ALG,D,clay,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,4,,,
atp,2005,2005-D059,D059,Davis Cup G2 R2: SLO vs LAT,D,clay,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,8,,,
atp,2005,2005-D060,D060,Davis Cup G2 F: UKR vs BUL,D,hard,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,7,,,
atp,2005,2005-D061,D061,Davis Cup G2 F: POR vs SLO,D,clay,5,4,2005-09-23,2005-09-23,4,1,4,0,0,0,6,,,
atp,2005,2005-D062,D062,Davis Cup G2 PO: GHA vs GEO,D,hard,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D063,D063,Davis Cup G2 PO: NOR vs MON,D,clay,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,4,,,
atp,2005,2005-D064,D064,Davis Cup G2 PO: POL vs EST,D,clay,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D065,D065,Davis Cup G2 PO: GRE vs CIV,D,clay,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,8,,,
atp,2005,2005-D066,D066,Davis Cup G2 R1: COL vs BRA,D,clay,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,8,,,
atp,2005,2005-D067,D067,Davis Cup G2 R1: AHO vs BAH,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D068,D068,Davis Cup G2 R1: CUB vs URU,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D069,D069,Davis Cup G2 R1: JAM vs DOM,D,hard,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,5,,,
atp,2005,2005-D070,D070,Davis Cup G2 R2: BRA vs AHO,D,clay,5,4,2005-07-15,2005-07-15,4,1,3,0,1,0,5,,,
atp,2005,2005-D071,D071,Davis Cup G2 R2: URU vs DOM,D,clay,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,7,,,
atp,2005,2005-D072,D072,Davis Cup G2 PO: COL vs BAH,D,clay,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,7,,,
atp,2005,2005-D073,D073,Davis Cup G2 PO: JAM vs CUB,D,hard,5,4,2005-07-15,2005-07-15,3,1,2,0,1,0,4,,,
atp,2005,2005-D074,D074,Davis Cup G2 R1: NZL vs KAZ,D,hard,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D075,D075,Davis Cup G2 R1: IRI vs KUW,D,clay,3,4,2005-03-04,2005-03-04,4,1,4,0,0,0,6,,,
atp,2005,2005-D076,D076,Davis Cup G2 R1: POC vs LIB,D,hard,5,4,2005-03-04,2005-03-04,4,1,3,0,1,0,6,,,
atp,2005,2005-D077,D077,Davis Cup G2 R1: PHI vs KOR,D,clay,5,4,2005-03-04,2005-03-04,4,1,4,0,0,0,4,,,
atp,2005,2005-D078,D078,Davis Cup G2 R2: NZL vs KUW,D,hard,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D079,D079,Davis Cup G2 R2: KOR vs POC,D,hard,3,4,2005-07-15,2005-07-15,4,1,4,0,0,0,6,,,
atp,2005,2005-D080,D080,Davis Cup G2 F: NZL vs KOR,D,hard,5,4,2005-09-23,2005-09-23,4,1,3,0,1,0,6,,,
atp,2005,2005-D081,D081,Davis Cup G2 PO: IRI vs KAZ,D,clay,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,5,,,
atp,2005,2005-D082,D082,Davis Cup G2 PO: LIB vs PHI,D,clay,5,4,2005-07-15,2005-07-15,4,1,4,0,0,0,4,,,
atp,2005,2005-D083,D083,Davis Cup G2 F: URU vs BRA,D,clay,5,4,2005-09-23,2005-09-23,4,1,3,0,1,0,5,,,
atp,2006,2006-1536,1536,Madrid Masters,M,hard,3,48,2006-10-16,2006-10-16,47,6,44,0,2,1,48,Roger Federer,Fernando Gonzalez,1.0
atp,2006,2006-1720,1720,Bangkok,A,hard,3,32,2006-09-25,2006-09-25,31,5,31,0,0,0,32,James Blake,Ivan Ljubicic,9.0
atp,2006,2006-2276,2276,Zagreb,A,carpet,3,32,2006-01-30,2006-01-30,31,5,31,0,0,0,32,Ivan Ljubicic,Stefan Koubek,5.0
atp,2006,2006-301,301,Auckland,A,hard,3,32,2006-01-09,2006-01-09,31,5,29,0,2,0,32,Jarkko Nieminen,Mario Ancic,29.0
atp,2006,2006-306,306,Poertschach,A,clay,3,32,2006-05-22,2006-05-22,31,5,29,0,1,1,32,Nikolay Davydenko,Andrei Pavel,6.0
atp,2006,2006-308,308,Munich,A,clay,3,32,2006-05-01,2006-05-01,31,5,30,0,1,0,32,Olivier Rochus,Kristof Vliegen,30.0
atp,2006,2006-311,311,Queen's Club,A,grass,3,56,2006-06-12,2006-06-12,55,6,52,0,3,0,56,Lleyton Hewitt,James Blake,13.0
atp,2006,2006-314,314,Gstaad,A,clay,3,32,2006-07-10,2006-07-10,31,5,31,0,0,0,32,Richard Gasquet,Feliciano Lopez,60.0
atp,2006,2006-315,315,Newport,A,grass,3,32,2006-07-10,2006-07-10,31,5,29,0,2,0,32,Mark Philippoussis,Justin Gimelstob,214.0
atp,2006,2006-316,316,Bastad,A,clay,3,32,2006-07-10,2006-07-10,31,5,30,0,1,0,32,Tommy Robredo,Nikolay Davydenko,9.0
atp,2006,2006-317,317,Amersfoort,A,clay,3,32,2006-07-17,2006-07-17,31,5,30,0,1,0,32,Novak Djokovic,Nicolas Massu,36.0
atp,2006,2006-319,319,Kitzbuhel,A,clay,3,48,2006-07-24,2006-07-24,47,6,44,0,3,0,48,Agustin Calleri,Juan Ignacio Chela,59.0
atp,2006,2006-321,321,Stuttgart,A,clay,3,48,2006-07-17,2006-07-17,47,6,44,0,2,1,48,David Ferrer,Jose Acasuso,18.0
atp,2006,2006-325,325,Palermo,A,clay,3,32,2006-09-25,2006-09-25,31,5,28,0,3,0,32,Filippo Volandri,Nicolas Lapentti,38.0
atp,2006,2006-328,328,Basel,A,carpet,3,32,2006-10-23,2006-10-23,31,5,30,0,1,0,32,Roger Federer,Fernando Gonzalez,1.0
atp,2006,2006-329,329,Tokyo,A,hard,3,48,2006-10-02,2006-10-02,47,6,47,0,0,0,48,Roger Federer,Tim Henman,1.0
atp,2006,2006-3348,3348,New Haven,A,hard,3,48,2006-08-21,2006-08-21,47,6,44,0,3,0,48,Nikolay Davydenko,Agustin Calleri,7.0
atp,2006,2006-337,337,Vienna,A,hard,3,32,2006-10-09,2006-10-09,31,5,31,0,0,0,32,Ivan Ljubicic,Fernando Gonzalez,3.0
atp,2006,2006-338,338,Sydney,A,hard,3,32,2006-01-09,2006-01-09,31,5,29,0,0,2,32,James Blake,Igor Andreev,23.0
atp,2006,2006-339,339,Adelaide,A,hard,3,32,2006-01-02,2006-01-02,31,5,30,0,1,0,32,Florent Serra,Xavier Malisse,49.0
atp,2006,2006-341,341,Metz,A,hard,3,32,2006-10-02,2006-10-02,31,5,31,0,0,0,32,Novak Djokovic,Jurgen Melzer,22.0
atp,2006,2006-3465,3465,Mumbai,A,hard,3,32,2006-09-25,2006-09-25,31,5,29,0,2,0,32,Dmitry Tursunov,Tomas Berdych,22.0
atp,2006,2006-352,352,Paris Masters,M,carpet,3,48,2006-10-30,2006-10-30,47,6,43,0,3,1,48,Nikolay Davydenko,Dominik Hrbaty,5.0
atp,2006,2006-360,360,Casablanca,A,clay,3,32,2006-04-24,2006-04-24,31,5,30,0,1,0,32,Daniele Bracciali,Nicolas Massu,68.0
atp,2006,2006-375,375,Lyon,A,carpet,3,32,2006-10-23,2006-10-23,31,5,31,0,0,0,32,Richard Gasquet,Marc Gicquel,24.0
atp,2006,2006-402,402,Memphis,A,hard,3,32,2006-02-20,2006-02-20,31,5,30,0,1,0,32,Tommy Haas,Robin Soderling,30.0
atp,2006,2006-403,403,Miami Masters,M,hard,3,96,2006-03-20,2006-03-20,95,7,94,0,1,0,96,Roger Federer,Ivan Ljubicic,1.0
atp,2006,2006-404,404,Indian Wells Masters,M,hard,3,96,2006-03-06,2006-03-06,95,7,93,0,2,0,96,Roger Federer,James Blake,1.0
atp,2006,2006-407,407,Rotterdam,A,hard,3,32,2006-02-20,2006-02-20,31,5,29,0,2,0,32,Radek Stepanek,Christophe Rochus,23.0
atp,2006,2006-410,410,Monte Carlo Masters,M,clay,3,64,2006-04-17,2006-04-17,63,6,61,0,2,0,64,Rafael Nadal,Roger Federer,2.0
atp,2006,2006-414,414,Hamburg Masters,M,clay,3,64,2006-05-15,2006-05-15,63,6,60,0,3,0,64,Tommy Robredo,Radek Stepanek,12.0
atp,2006,2006-416,416,Rome Masters,M,clay,3,64,2006-05-08,2006-05-08,63,6,62,0,1,0,64,Rafael Nadal,Roger Federer,2.0
atp,2006,2006-418,418,Washington,A,hard,3,48,2006-07-31,2006-07-31,47,6,44,0,3,0,48,Arnaud Clement,Andy Murray,57.0
atp,2006,2006-419,419,Indianapolis,A,hard,3,48,2006-07-17,2006-07-17,47,6,46,0,1,0,48,James Blake,Andy Roddick,6.0
atp,2006,2006-421,421,Canada Masters,M,hard,3,64,2006-08-07,2006-08-07,63,6,62,0,1,0,64,Roger Federer,Richard Gasquet,1.0
atp,2006,2006-422,422,Cincinnati Masters,M,hard,3,64,2006-08-14,2006-08-14,63,6,62,0,1,0,64,Andy Roddick,Juan Carlos Ferrero,12.0
atp,2006,2006-423,423,Los Angeles,A,hard,3,32,2006-07-24,2006-07-24,31,5,30,0,0,1,32,Tommy Haas,Dmitry Tursunov,21.0
atp,2006,2006-424,424,San Jose,A,hard,3,32,2006-02-13,2006-02-13,31,5,31,0,0,0,32,Andy Murray,Lleyton Hewitt,60.0
atp,2006,2006-425,425,Barcelona,A,clay,3,56,2006-04-24,2006-04-24,55,6,55,0,0,0,56,Rafael Nadal,Tommy Robredo,2.0
atp,2006,2006-429,429,Stockholm,A,hard,3,32,2006-10-09,2006-10-09,31,5,30,0,1,0,32,James Blake,Jarkko Nieminen,8.0
atp,2006,2006-433,433,Las Vegas,A,hard,3,32,2006-02-27,2006-02-27,31,5,29,0,1,1,32,James Blake,Lleyton Hewitt,21.0
atp,2006,2006-438,438,Moscow,A,carpet,3,32,2006-10-09,2006-10-09,31,5,29,0,2,0,32,Nikolay Davydenko,Marat Safin,5.0
atp,2006,2006-439,439,Umag,A,clay,3,32,2006-07-24,2006-07-24,31,5,28,0,3,0,32,Stan Wawrinka,Novak Djokovic,69.0
atp,2006,2006-440,440,s Hertogenbosch,A,grass,3,32,2006-06-19,2006-06-19,31,5,29,0,2,0,32,Mario Ancic,Jan Hernych,12.0
atp,2006,2006-451,451,Doha,A,hard,3,32,2006-01-02,2006-01-02,31,5,31,0,0,0,32,Roger Federer,Gael Monfils,1.0
atp,2006,2006-468,468,Estoril,A,clay,3,32,2006-05-01,2006-05-01,31,5,31,0,0,0,32,David Nalbandian,Nikolay Davydenko,4.0
atp,2006,2006-475,475,Sopot,A,clay,3,32,2006-07-31,2006-07-31,31,5,28,0,3,0,32,Nikolay Davydenko,Florian Mayer,6.0
atp,2006,2006-495,495,Dubai,A,hard,3,32,2006-02-27,2006-02-27,31,5,30,0,0,1,32,Rafael Nadal,Roger Federer,2.0
atp,2006,2006-496,496,Marseille,A,hard,3,32,2006-02-13,2006-02-13,31,5,31,0,0,0,32,Arnaud Clement,Mario Ancic,65.0
atp,2006,2006-499,499,Delray Beach,A,hard,3,32,2006-01-30,2006-01-30,31,5,30,0,1,0,32,Tommy Haas,Xavier Malisse,30.0
atp,2006,2006-500,500,Halle,A,grass,3,32,2006-06-12,2006-06-12,31,5,31,0,0,0,32,Roger Federer,Tomas Berdych,1.0
atp,2006,2006-505,505,Vina del Mar,A,clay,3,32,2006-01-30,2006-01-30,31,5,31,0,0,0,32,Jose Acasuso,Nicolas Massu,46.0
atp,2006,2006-506,506,Buenos Aires,A,clay,3,32,2006-02-13,2006-02-13,31,5,30,0,1,0,32,Carlos Moya,Filippo Volandri,34.0
atp,2006,2006-520,520,Roland Garros,G,clay,5,128,2006-05-29,2006-05-29,127,7,118,0,9,0,128,Rafael Nadal,Roger Federer,2.0
atp,2006,2006-533,533,Costa Do Sauipe,A,clay,3,32,2006-02-20,2006-02-20,31,5,30,0,1,0,32,Nicolas Massu,Alberto Martin,55.0
atp,2006,2006-540,540,Wimbledon,G,grass,5,128,2006-06-26,2006-06-26,127,7,124,0,3,0,128,Roger Federer,Rafael Nadal,1.0
atp,2006,2006-560,560,US Open,G,hard,5,128,2006-08-28,2006-08-28,127,7,125,0,2,0,128,Roger Federer,Andy Roddick,1.0
atp,2006,2006-568,568,St. Petersburg,A,carpet,3,32,2006-10-23,2006-10-23,31,5,28,0,2,1,32,Mario Ancic,Thomas Johansson,12.0
atp,2006,2006-573,573,Valencia,A,clay,3,32,2006-04-10,2006-04-10,31,5,30,0,1,0,32,Nicolas Almagro,Gilles Simon,77.0
atp,2006,2006-580,580,Australian Open,G,hard,5,128,2006-01-16,2006-01-16,127,7,123,0,4,0,128,Roger Federer,Marcos Baghdatis,1.0
atp,2006,2006-605,605,Masters Cup,F,hard,3,8,2006-11-13,2006-11-13,15,3,15,0,0,0,8,Roger Federer,James Blake,1.0
atp,2006,2006-615,615,Dusseldorf,A,clay,3,32,2006-05-22,2006-05-22,26,2,25,0,1,0,23,Ivo Karlovic,Alexander Waske,51.0
atp,2006,2006-717,717,Houston,A,clay,3,32,2006-04-10,2006-04-10,31,5,28,0,2,1,32,Mardy Fish,Jurgen Melzer,212.0
atp,2006,2006-741,741,Nottingham,A,grass,3,32,2006-06-19,2006-06-19,31,5,31,0,0,0,32,Richard Gasquet,Jonas Bjorkman,66.0
atp,2006,2006-747,747,Beijing,A,hard,3,32,2006-09-11,2006-09-11,31,5,29,0,2,0,32,Marcos Baghdatis,Mario Ancic,9.0
atp,2006,2006-773,773,Bucharest,A,clay,3,32,2006-09-11,2006-09-11,31,5,30,0,1,0,32,Jurgen Melzer,Filippo Volandri,67.0
atp,2006,2006-807,807,Acapulco,A,clay,3,32,2006-02-27,2006-02-27,31,5,28,0,3,0,32,Luis Horna,Juan Ignacio Chela,68.0
atp,2006,2006-891,891,Chennai,A,hard,3,32,2006-01-02,2006-01-02,31,5,31,0,0,0,32,Ivan Ljubicic,Carlos Moya,9.0
atp,2006,2006-D001,D001,Davis Cup WG R1: AUT vs CRO,D,clay,3,4,2006-02-10,2006-02-10,4,1,4,0,0,0,7,,,
atp,2006,2006-D002,D002,Davis Cup WG R1: ARG vs SWE,D,clay,3,4,2006-02-10,2006-02-10,4,1,4,0,0,0,6,,,
atp,2006,2006-D003,D003,Davis Cup WG R1: BLR vs ESP,D,carpet,3,4,2006-02-10,2006-02-10,4,1,4,0,0,0,5,,,
atp,2006,2006-D004,D004,Davis Cup WG R1: SUI vs AUS,D,clay,5,4,2006-02-10,2006-02-10,4,1,4,0,0,0,5,,,
atp,2006,2006-D005,D005,Davis Cup WG R1: GER vs FRA,D,hard,3,4,2006-02-10,2006-02-10,4,1,4,0,0,0,7,,,
atp,2006,2006-D006,D006,Davis Cup WG R1: NED vs RUS,D,carpet,3,4,2006-02-10,2006-02-10,4,1,4,0,0,0,6,,,
atp,2006,2006-D007,D007,Davis Cup WG R1: USA vs ROU,D,hard,5,4,2006-02-10,2006-02-10,4,1,4,0,0,0,6,,,
atp,2006,2006-D008,D008,Davis Cup WG R1: CHI vs SVK,D,clay,5,4,2006-02-10,2006-02-10,4,1,3,0,1,0,8,,,
atp,2006,2006-D009,D009,Davis Cup WG QF: CRO vs ARG,D,carpet,5,4,2006-04-07,2006-04-07,4,1,4,0,0,0,6,,,
atp,2006,2006-D010,D010,Davis Cup WG QF: AUS vs BLR,D,hard,3,4,2006-04-07,2006-04-07,4,1,4,0,0,0,7,,,
atp,2006,2006-D011,D011,Davis Cup WG QF: FRA vs RUS,D,carpet,5,4,2006-04-07,2006-04-07,4,1,4,0,0,0,7,,,
atp,2006,2006-D012,D012,Davis Cup WG QF: USA vs CHI,D,grass,5,4,2006-04-07,2006-04-07,4,1,4,0,0,0,5,,,
atp,2006,2006-D013,D013,Davis Cup WG SF: ARG vs AUS,D,clay,5,4,2006-09-22,2006-09-22,4,1,3,0,0,1,8,,,
atp,2006,2006-D014,D014,Davis Cup WG SF: RUS vs USA,D,clay,5,4,2006-09-22,2006-09-22,4,1,4,0,0,0,5,,,
