source,tour,year,uk_tournament_id,tournament_name,location,match_date,series,is_outdoor,surface,round,players_remaining,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,winner_sets,loser_sets,winner_set_1_games,loser_set_1_games,winner_set_2_games,loser_set_2_games,winner_set_3_games,loser_set_3_games,winner_set_4_games,loser_set_4_games,winner_set_5_games,loser_set_5_games,match_status,odds_b365_winner,odds_b365_loser,odds_pinnacle_winner,odds_pinnacle_loser,odds_max_winner,odds_max_loser,odds_avg_winner,odds_avg_loser,source_event_key,source_match_key,official_tournament_id,linkage_status,unmatched_reason
tennis_data_uk,wta,2021,2,Grampians Trophy,Melbourne,2021-02-07,wta_500,True,hard,F,2,3,Li A.,Kontaveit A.,99,23,767.0,2330.0,,,,,,,,,,,,,cancelled,,,,,,,,,2021_2_melbourne_grampians_trophy,2021_2_melbourne_grampians_trophy_2021-02-07_F_li_a_kontaveit_a,2032,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,3,Gippsland Trophy,Melbourne,2021-01-31,wta_500,True,hard,R64,64,3,Mcnally C.,Sorribes Tormo S.,122,62,632.0,1110.0,2,1,6,2,6,7,6,3,,,,,completed,,,,,1.3,3.56,1.3,3.56,2021_3_melbourne_gippsland_trophy,2021_3_melbourne_gippsland_trophy_2021-01-31_R64_mcnally_c_sorribes_tormo_s,2029,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,3,Gippsland Trophy,Melbourne,2021-02-01,wta_500,True,hard,R32,32,3,Muchova K.,Mcnally C.,27,122,2065.0,632.0,2,0,6,1,6,1,,,,,,,completed,1.22,4.0,1.28,4.04,1.31,4.15,1.25,3.85,2021_3_melbourne_gippsland_trophy,2021_3_melbourne_gippsland_trophy_2021-02-01_R32_muchova_k_mcnally_c,2029,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,36,Poland Open,Gdynia,2021-07-19,wta_250,True,clay,R32,32,3,Kozlova K.,Volynets K.,154,183,507.0,398.0,2,0,7,6,6,2,,,,,,,completed,1.57,2.37,1.67,2.33,1.72,2.45,1.62,2.27,2021_36_gdynia_poland_open,2021_36_gdynia_poland_open_2021-07-19_R32_kozlova_k_volynets_k,2037,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,36,Poland Open,Gdynia,2021-07-22,wta_250,True,clay,R16,16,3,Kozlova K.,Sasnovich A.,154,86,507.0,938.0,2,1,2,6,6,4,6,3,,,,,completed,1.8,2.0,1.77,2.18,1.83,2.2,1.76,2.05,2021_36_gdynia_poland_open,2021_36_gdynia_poland_open_2021-07-22_R16_kozlova_k_sasnovich_a,2037,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,36,Poland Open,Gdynia,2021-07-22,wta_250,True,clay,R16,16,3,Zanevska M.,Kuzmova V.,193,156,368.0,504.0,2,0,6,2,6,1,,,,,,,completed,,,1.35,3.54,1.35,3.8,1.28,3.55,2021_36_gdynia_poland_open,2021_36_gdynia_poland_open_2021-07-22_R16_zanevska_m_kuzmova_v,2037,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,36,Poland Open,Gdynia,2021-07-24,wta_250,True,clay,QF,8,3,Kozlova K.,Kawa K.,154,143,507.0,557.0,2,1,5,7,7,5,6,1,,,,,completed,1.4,3.0,1.42,3.11,1.43,3.25,1.39,3.01,2021_36_gdynia_poland_open,2021_36_gdynia_poland_open_2021-07-24_QF_kozlova_k_kawa_k,2037,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,36,Poland Open,Gdynia,2021-07-24,wta_250,True,clay,SF,4,3,Zanevska M.,Kozlova K.,193,154,368.0,507.0,2,1,6,2,4,6,6,3,,,,,completed,1.57,2.37,1.6,2.48,1.67,2.65,1.58,2.36,2021_36_gdynia_poland_open,2021_36_gdynia_poland_open_2021-07-24_SF_zanevska_m_kozlova_k,2037,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,41,Western & Southern Financial Group Women's Open,Cincinnati,2021-08-16,wta_1000,True,hard,R64,64,3,Kvitova P.,Keys M.,12,26,3985.0,2575.0,2,0,7,5,6,4,,,,,,,completed,1.72,2.1,1.76,2.17,1.76,2.63,1.62,2.3,2021_41_cincinnati_western_southern_financial_group_women_s_open,2021_41_cincinnati_western_southern_financial_group_women_s_open_2021-08-16_R64_kvitova_p_keys_m,1017,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,41,Western & Southern Financial Group Women's Open,Cincinnati,2021-08-17,wta_1000,True,hard,R64,64,3,Mertens E.,Podoroska N.,16,38,3580.0,1762.0,2,0,6,3,6,4,,,,,,,completed,1.36,3.2,1.4,3.17,1.42,3.3,1.37,3.08,2021_41_cincinnati_western_southern_financial_group_women_s_open,2021_41_cincinnati_western_southern_financial_group_women_s_open_2021-08-17_R64_mertens_e_podoroska_n,1017,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,41,Western & Southern Financial Group Women's Open,Cincinnati,2021-08-17,wta_1000,True,hard,R64,64,3,Riske A.,Fernandez L.A.,37,70,1780.0,1096.0,2,0,6,2,6,2,,,,,,,completed,4.33,1.22,4.1,1.27,4.33,1.51,3.77,1.27,2021_41_cincinnati_western_southern_financial_group_women_s_open,2021_41_cincinnati_western_southern_financial_group_women_s_open_2021-08-17_R64_riske_a_fernandez_l_a,1017,unmatched,no_name_pair_candidate
tennis_data_uk,wta,2021,42,Chicago Women's Opeen,Chicago,2021-08-25,wta_250,True,hard,R16,16,3,Van Uytvanck A.,Vondrousova M.,58,40,1230.0,1717.0,0,1,1,6,0,1,,,,,,,retired,3.2,1.36,3.05,1.43,3.21,1.45,2.91,1.4,2021_42_chicago_chicago_women_s_opeen,2021_42_chicago_chicago_women_s_opeen_2021-08-25_R16_van_uytvanck_a_vondrousova_m,2047,unmatched,no_name_pair_candidate
