year,tour,source_match_key,canonical_match_key,official_tournament_id,winner_id,loser_id,match_method,review_flag,data_quality_flag,source_candidate_count,canonical_candidate_count,round_agrees,winner_rank_points_diff,loser_rank_points_diff
2018,atp,2018_1_brisbane_brisbane_international_2018-01-01_R32_harrison_r_mayer_l,2018-M020_271,339,105992,104919,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-01_R32_ebden_m_tiafoe_f,2018-M020_280,339,105051,126207,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-01_R32_zverev_m_smith_j_p,2018-M020_277,339,104999,105441,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-01_R32_zeballos_h_escobedo_e,2018-M020_279,339,104547,124014,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-01_R32_donaldson_j_thompson_j,2018-M020_272,339,111577,111442,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-02_R32_chung_h_muller_g,2018-M020_282,339,111202,104180,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-02_R32_edmund_k_shapovalov_d,2018-M020_283,339,106378,133430,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-02_R32_istomin_d_dzumhur_d,2018-M020_273,339,104797,106000,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-02_R32_millman_j_polansky_p,2018-M020_284,339,105357,105166,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-03_R16_kyrgios_n_ebden_m,2018-M020_291,339,106401,105051,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-03_R16_mmoh_m_zverev_m,2018-M020_289,339,111581,104999,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-04_R16_istomin_d_donaldson_j,2018-M020_287,339,104797,111577,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-04_R16_harrison_r_hanfmann_y,2018-M020_286,339,105992,105870,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-04_R16_edmund_k_chung_h,2018-M020_292,339,106378,111202,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-04_R16_dimitrov_g_millman_j,2018-M020_293,339,105777,105357,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-05_QF_harrison_r_istomin_d,2018-M020_294,339,105992,104797,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-05_QF_dimitrov_g_edmund_k,2018-M020_297,339,105777,106378,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-06_SF_kyrgios_n_dimitrov_g,2018-M020_299,339,106401,105777,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_1_brisbane_brisbane_international_2018-01-07_F_kyrgios_n_harrison_r,2018-M020_300,339,106401,105992,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-01_R32_rublev_a_stebe_c_m,2018-0451_272,451,126094,105649,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-01_R32_thiem_d_donskoy_e,2018-0451_285,451,106233,105539,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-01_R32_basilashvili_n_fabbiano_t,2018-0451_271,451,105932,105341,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-01_R32_tsitsipas_s_mayer_f,2018-0451_283,451,126774,104252,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_coric_b_carreno_busta_p,2018-0451_270,451,106432,105807,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_basic_m_haider_maurer_a,2018-0451_276,451,105806,104890,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_lopez_f_garcia_lopez_g,2018-0451_277,451,103852,104198,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_gojowczyk_p_krajinovic_f,2018-0451_278,451,105376,105936,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_bedene_a_jaziri_m,2018-0451_284,451,105379,104291,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_berrettini_m_troicki_v,2018-0451_279,451,126610,104678,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_struff_j_l_berdych_t,2018-0451_281,451,105526,104607,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_gasquet_r_estrella_burgos_v,2018-0451_282,451,104755,103607,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_pella_g_ramos_vinolas_a,2018-0451_274,451,105550,105077,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-02_R32_monfils_g_lorenzi_p,2018-0451_280,451,104792,103893,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_coric_b_basilashvili_n,2018-0451_286,451,106432,105932,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_basic_m_lopez_f,2018-0451_289,451,105806,103852,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_rublev_a_verdasco_f,2018-0451_287,451,126094,104269,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_gojowczyk_p_berrettini_m,2018-0451_290,451,105376,126610,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_thiem_d_bedene_a,2018-0451_293,451,106233,105379,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_pella_g_travaglia_s,2018-0451_288,451,105550,105882,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_monfils_g_struff_j_l,2018-0451_291,451,104792,105526,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-03_R16_tsitsipas_s_gasquet_r,2018-0451_292,451,126774,104755,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-04_QF_pella_g_basic_m,2018-0451_295,451,105550,105806,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-04_QF_rublev_a_coric_b,2018-0451_294,451,126094,106432,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-04_QF_thiem_d_tsitsipas_s,2018-0451_297,451,106233,126774,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-04_QF_monfils_g_gojowczyk_p,2018-0451_296,451,104792,105376,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-05_SF_rublev_a_pella_g,2018-0451_298,451,126094,105550,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-05_SF_monfils_g_thiem_d,2018-0451_299,451,104792,106233,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_2_doha_qatar_exxon_mobil_open_2018-01-06_F_monfils_g_rublev_a,2018-0451_300,451,104792,126094,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_3_pune_tata_open_2018-01-01_R32_jarry_n_andujar_p,2018-0891_276,891,111797,104665,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_3_pune_tata_open_2018-01-01_R32_fucsovics_m_kicker_n,2018-0891_275,891,105916,106044,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_3_pune_tata_open_2018-01-01_R32_ojeda_lara_r_vesely_j,2018-0891_278,891,106120,106210,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_3_pune_tata_open_2018-01-01_R32_herbert_p_h_cecchinato_m,2018-0891_282,891,105732,106065,tournament_rank_unique,False,,1,1,True,0,0
2018,atp,2018_3_pune_tata_open_2018-01-01_R32_simon_g_sandgren_t,2018-0891_280,891,104468,105815,tournament_rank_unique,False,,1,1,True,0,0
